"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","Female","6.97","8","1591","3","5","9","10","6.83","7.11","7","8"
"1984","direct migration background","Male","7.26","8","1805","4","6","9","10","7.14","7.38","8","8"
"1984","indirect migration background","Female","6.92","7.37","66","4","5","9","10","6.29","7.55","6","8"
"1984","indirect migration background","Male","8.11","8","61","5","7","10","10","7.56","8.66","8","9"
"1984","no migration background","Female","7.47","8","4542","4","6","10","10","7.4","7.54","8","8"
"1984","no migration background","Male","7.56","8","4093","4","6","10","10","7.49","7.63","8","8"
"1985","direct migration background","Female","6.89","7","1365","3","5","9","10","6.75","7.03","7","7"
"1985","direct migration background","Male","7.24","8","1558","4","6","9","10","7.12","7.36","7","8"
"1985","indirect migration background","Female","7.69","8","77","5","6","10","10","7.11","8.27","7","9"
"1985","indirect migration background","Male","7.54","7.83","65","4","7","10","10","6.91","8.17","7","9"
"1985","no migration background","Female","7.39","8","4149","4","6","10","10","7.32","7.46","8","8"
"1985","no migration background","Male","7.3","8","3789","4","6","9","10","7.23","7.37","8","8"
"1986","direct migration background","Female","6.75","7","1311","3","5","9","10","6.61","6.89","7","7"
"1986","direct migration background","Male","6.99","7","1532","3","5","9","10","6.87","7.11","7","7"
"1986","indirect migration background","Female","7.73","8","82","5","6","10","10","7.2","8.26","7","8"
"1986","indirect migration background","Male","6.65","6","73","4","5","8","10","6.07","7.23","7","8"
"1986","no migration background","Female","7.24","8","3954","4","6","9","10","7.17","7.31","8","8"
"1986","no migration background","Male","7.25","8","3640","4","6","9","10","7.17","7.33","8","8"
"1987","direct migration background","Female","6.87","7","1307","3","5","9","10","6.73","7.01","7","7"
"1987","direct migration background","Male","7.02","7","1507","4","6","9","10","6.9","7.14","7","7"
"1987","indirect migration background","Female","7.68","8","93","5","6","9","10","7.22","8.14","7","8"
"1987","indirect migration background","Male","6.58","7","83","3","5","8","10","6.1","7.06","7","8"
"1987","no migration background","Female","7.32","8","3879","4","6","9","10","7.24","7.4","8","8"
"1987","no migration background","Male","7.26","8","3587","4","6","9","10","7.18","7.34","8","8"
"1988","direct migration background","Female","6.64","7","1265","3","5","8","10","6.5","6.78","7","7"
"1988","direct migration background","Male","6.97","7","1416","4","5","9","10","6.85","7.09","7","7"
"1988","indirect migration background","Female","7.26","8","115","3","5","10","10","6.81","7.71","6","7"
"1988","indirect migration background","Male","7.33","7.27","104","5","7","9","10","6.88","7.78","7","8"
"1988","no migration background","Female","7.17","8","3668","4","5","9","10","7.09","7.25","7","8"
"1988","no migration background","Male","7.06","8","3410","4","5","9","10","6.98","7.14","7","8"
"1989","direct migration background","Female","6.65","7","1236","3","5","8","10","6.52","6.78","6","7"
"1989","direct migration background","Male","6.82","7","1348","3","5","8","10","6.69","6.95","7","7"
"1989","indirect migration background","Female","7.29","7.13","135","5","6","9","10","6.94","7.64","7","7"
"1989","indirect migration background","Male","7.46","8","123","4","6","10","10","7.04","7.88","7","8"
"1989","no migration background","Female","7.11","8","3521","4","5","9","10","7.03","7.19","7","8"
"1989","no migration background","Male","7.02","8","3287","4","6","9","10","6.94","7.1","7","8"
"1990","direct migration background","Female","","","","","","","","","","",""
"1990","direct migration background","Male","","","","","","","","","","",""
"1990","indirect migration background","Female","","","","","","","","","","",""
"1990","indirect migration background","Male","","","","","","","","","","",""
"1990","no migration background","Female","","","","","","","","","","",""
"1990","no migration background","Male","","","","","","","","","","",""
"1991","direct migration background","Female","6.61","7","1262","3","5","8","10","6.47","6.75","6","7"
"1991","direct migration background","Male","6.92","7","1372","4","5","9","10","6.79","7.05","7","7"
"1991","indirect migration background","Female","6.35","7","176","3","5","8","10","5.98","6.72","6","7"
"1991","indirect migration background","Male","7.37","8","173","5","6","9","10","7.04","7.7","7","8"
"1991","no migration background","Female","6.88","7","5535","3","5","9","10","6.81","6.95","7","7"
"1991","no migration background","Male","6.79","7","5086","3","5","9","10","6.72","6.86","7","7"
"1992","direct migration background","Female","6.73","7","1230","3","5","8","10","6.59","6.87","7","7"
"1992","direct migration background","Male","6.9","7","1328","4","5","9","10","6.77","7.03","7","7"
"1992","indirect migration background","Female","7.07","7.98","200","4","5","9","10","6.73","7.41","7","8"
"1992","indirect migration background","Male","7.29","8","203","4","6","9","10","6.99","7.59","7","8"
"1992","no migration background","Female","6.99","7","5425","4","5","9","10","6.93","7.05","7","7"
"1992","no migration background","Male","6.83","7","4922","3","5","8","10","6.76","6.9","7","7"
"1993","direct migration background","Female","6.71","7","1192","3","5","8","10","6.57","6.85","7","7"
"1993","direct migration background","Male","6.8","7","1289","3","5","9","10","6.67","6.93","7","7"
"1993","indirect migration background","Female","6.91","7","234","4","5","9","10","6.61","7.21","7","7"
"1993","indirect migration background","Male","7.22","8","238","3","6","9","10","6.93","7.51","7","8"
"1993","no migration background","Female","6.86","7","5315","3","5","9","10","6.8","6.92","7","7"
"1993","no migration background","Male","6.76","7","4833","3","5","8","10","6.69","6.83","7","7"
"1994","direct migration background","Female","6.73","7","1140","3","5","9","10","6.59","6.87","7","7"
"1994","direct migration background","Male","6.66","7","1208","3","5","8","10","6.52","6.8","7","7"
"1994","indirect migration background","Female","6.51","7","246","3","5","8","10","6.2","6.82","6","7"
"1994","indirect migration background","Male","6.87","7","247","3","6","8","10","6.58","7.16","7","8"
"1994","no migration background","Female","6.83","7","5258","3","5","9","10","6.76","6.9","7","7"
