"ple0044_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","1985","35-65 y.","Not Working","569","0.31717596104516","0.295700902438847","0.338651019651473","2"
"No","1985","66 and older","Not Working","353","0.333717579923201","0.305503431280792","0.36193172856561","2"
"No","1985","16-34 y.","Full Time","1018","0.534877874577303","0.51268272673047","0.557073022424137","2"
"No","1985","35-65 y.","Full Time","1398","0.443129932171454","0.425436477563222","0.460823386779687","2"
"No","1985","35-65 y.","Part Time","390","0.407103725564282","0.375928055059201","0.438279396069364","2"
"No","1985","66 and older","Part Time","6","","","","2"
"No","1985","16-34 y.","Not Working","366","0.279027197706229","0.255154529837146","0.302899865575311","2"
"No","1985","66 and older","Full Time","5","","","","2"
"No","1985","16-34 y.","Part Time","340","0.397017414684958","0.364818336075847","0.42921649329407","2"
"Yes","1985","16-34 y.","Full Time","922","0.465122125422697","0.442926977575863","0.48731727326953","1"
"Yes","1985","16-34 y.","Part Time","547","0.602982585315041","0.57078350670593","0.635181663924153","1"
"Yes","1985","16-34 y.","Not Working","990","0.720972802293771","0.697100134424689","0.744845470162854","1"
"Yes","1985","35-65 y.","Full Time","1630","0.556870067828546","0.539176613220313","0.574563522436778","1"
"Yes","1985","35-65 y.","Part Time","564","0.592896274435718","0.561720603930636","0.624071944940799","1"
"Yes","1985","35-65 y.","Not Working","1235","0.68282403895484","0.661348980348527","0.704299097561153","1"
"Yes","1985","66 and older","Full Time","13","","","","1"
"Yes","1985","66 and older","Part Time","21","","","","1"
"Yes","1985","66 and older","Not Working","720","0.666282420076799","0.63806827143439","0.694496568719208","1"
"No","1986","16-34 y.","Not Working","1119","0.921984331436216","0.906947193774007","0.937021469098426","2"
"No","1986","35-65 y.","Part Time","417","0.460614138627711","0.428049576135953","0.493178701119469","2"
"No","1986","16-34 y.","Full Time","1086","0.569769043959042","0.547714622619749","0.591823465298334","2"
"No","1986","66 and older","Full Time","6","","","","2"
"No","1986","35-65 y.","Not Working","1578","0.938297443084686","0.926798526001393","0.949796360167978","2"
"No","1986","35-65 y.","Full Time","1362","0.451427384725698","0.433115652224496","0.469739117226899","2"
"No","1986","66 and older","Not Working","950","0.951320521573598","0.937989376851825","0.96465166629537","2"
"No","1986","16-34 y.","Part Time","381","0.452222808471533","0.41922610312554","0.485219513817526","2"
"No","1986","66 and older","Part Time","12","","","","2"
"Yes","1986","16-34 y.","Full Time","850","0.430230956040958","0.408176534701666","0.452285377380251","1"
"Yes","1986","16-34 y.","Part Time","493","0.547777191528467","0.514780486182474","0.58077389687446","1"
"Yes","1986","16-34 y.","Not Working","103","0.0780156685637835","0.0629785309015744","0.0930528062259925","1"
"Yes","1986","35-65 y.","Full Time","1475","0.548572615274302","0.530260882773101","0.566884347775504","1"
"Yes","1986","35-65 y.","Part Time","483","0.539385861372289","0.506821298880531","0.571950423864047","1"
"Yes","1986","35-65 y.","Not Working","104","0.0617025569153144","0.0502036398320223","0.0732014739986065","1"
"Yes","1986","66 and older","Full Time","8","","","","1"
"Yes","1986","66 and older","Part Time","16","","","","1"
"Yes","1986","66 and older","Not Working","51","0.0486794784264023","0.03534833370463","0.0620106231481747","1"
"No","1987","16-34 y.","Full Time","1152","0.606681020443588","0.584904683878551","0.628457357008625","2"
"No","1987","16-34 y.","Not Working","1114","0.977716773852451","0.969137245265588","0.986296302439314","2"
"No","1987","35-65 y.","Part Time","406","0.465395533397703","0.43180369419467","0.498987372600735","2"
"No","1987","35-65 y.","Not Working","1596","0.98756679910421","0.982167547718626","0.992966050489794","2"
"No","1987","66 and older","Full Time","7","","","","2"
"No","1987","66 and older","Part Time","10","","","","2"
"No","1987","66 and older","Not Working","1038","0.999170749420691","0.997420487416865","1.00092101142452","2"
"No","1987","35-65 y.","Full Time","1431","0.484655957719571","0.466124896199566","0.503187019239576","2"
"No","1987","16-34 y.","Part Time","442","0.496749930300901","0.464029975220693","0.529469885381108","2"
"Yes","1987","16-34 y.","Full Time","781","0.393318979556412","0.371542642991375","0.415095316121449","1"
"Yes","1987","16-34 y.","Part Time","455","0.503250069699099","0.470530114618892","0.535970024779307","1"
"Yes","1987","16-34 y.","Not Working","23","","","","1"
"Yes","1987","35-65 y.","Full Time","1363","0.515344042280429","0.496812980760424","0.533875103800434","1"
"Yes","1987","35-65 y.","Part Time","441","0.534604466602297","0.501012627399265","0.56819630580533","1"
"Yes","1987","35-65 y.","Not Working","22","","","","1"
"Yes","1987","66 and older","Full Time","10","","","","1"
"Yes","1987","66 and older","Part Time","16","","","","1"
"Yes","1987","66 and older","Not Working","1","","","","1"
"No","1988","16-34 y.","Full Time","1113","0.568947880435675","0.546645088231135","0.591250672640215","2"
"No","1988","35-65 y.","Not Working","1491","0.99307873640629","0.988883204794154","0.997274268018425","2"
"No","1988","66 and older","Full Time","2","","","","2"
"No","1988","16-34 y.","Not Working","1029","0.975627604266726","0.966309418344434","0.984945790189018","2"
"No","1988","35-65 y.","Full Time","1325","0.482665670815787","0.463424865771066","0.501906475860509","2"
"No","1988","35-65 y.","Part Time","443","0.473195631548483","0.440774068406361","0.505617194690605","2"
"No","1988","66 and older","Part Time","17","","","","2"
"No","1988","66 and older","Not Working","1002","0.996293840148273","0.992535145628432","1.00005253466811","2"
"No","1988","16-34 y.","Part Time","384","0.478027911313329","0.444106348060143","0.511949474566515","2"
"Yes","1988","16-34 y.","Full Time","781","0.431052119564325","0.408749327359785","0.453354911768865","1"
"Yes","1988","16-34 y.","Part Time","449","0.521972088686671","0.488050525433485","0.555893651939857","1"
"Yes","1988","16-34 y.","Not Working","23","","","","1"
"Yes","1988","35-65 y.","Full Time","1266","0.517334329184213","0.498093524139491","0.536575134228934","1"
"Yes","1988","35-65 y.","Part Time","468","0.526804368451517","0.494382805309395","0.559225931593639","1"
"Yes","1988","35-65 y.","Not Working","9","","","","1"
"Yes","1988","66 and older","Full Time","14","","","","1"
"Yes","1988","66 and older","Part Time","14","","","","1"
"Yes","1988","66 and older","Not Working","2","","","","1"
"No","1989","35-65 y.","Not Working","1436","0.995029340378404","0.991400733818828","0.998657946937979","2"
"No","1989","16-34 y.","Full Time","1187","0.620322986399202","0.598682818815844","0.64196315398256","2"
"No","1989","35-65 y.","Full Time","1341","0.487860079034701","0.46850097481984","0.507219183249562","2"
"No","1989","35-65 y.","Part Time","423","0.49386807250209","0.460257495310706","0.527478649693475","2"
"No","1989","66 and older","Full Time","6","","","","2"
"No","1989","16-34 y.","Not Working","980","0.968288045460809","0.957481143931412","0.979094946990207","2"
"No","1989","66 and older","Part Time","18","","","","2"
"No","1989","66 and older","Not Working","977","0.998376506821249","0.995854599306899","1.0008984143356","2"
"No","1989","16-34 y.","Part Time","417","0.525557089813219","0.491040967699856","0.560073211926581","2"
"Yes","1989","16-34 y.","Full Time","745","0.379677013600798","0.35803684601744","0.401317181184156","1"
"Yes","1989","16-34 y.","Part Time","387","0.474442910186781","0.439926788073419","0.508959032300144","1"
"Yes","1989","16-34 y.","Not Working","30","0.0317119545391904","0.0209050530097931","0.0425188560685877","1"
"Yes","1989","35-65 y.","Full Time","1220","0.512139920965299","0.492780816750438","0.53149902518016","1"
"Yes","1989","35-65 y.","Part Time","427","0.50613192749791","0.472521350306525","0.539742504689294","1"
"Yes","1989","35-65 y.","Not Working","7","","","","1"
"Yes","1989","66 and older","Full Time","11","","","","1"
"Yes","1989","66 and older","Part Time","11","","","","1"
"Yes","1989","66 and older","Not Working","2","","","","1"
"No","1990","35-65 y.","Not Working","","","","","2"
"No","1990","16-34 y.","Full Time","","","","","2"
"No","1990","35-65 y.","Full Time","","","","","2"
"No","1990","66 and older","Not Working","","","","","2"
"No","1990","35-65 y.","Part Time","","","","","2"
"No","1990","66 and older","Full Time","","","","","2"
"No","1990","66 and older","Part Time","","","","","2"
"No","1990","16-34 y.","Not Working","","","","","2"
"No","1990","16-34 y.","Part Time","","","","","2"
"Yes","1990","16-34 y.","Full Time","","","","","1"
"Yes","1990","16-34 y.","Part Time","","","","","1"
"Yes","1990","16-34 y.","Not Working","","","","","1"
"Yes","1990","35-65 y.","Full Time","","","","","1"
"Yes","1990","35-65 y.","Part Time","","","","","1"
"Yes","1990","35-65 y.","Not Working","","","","","1"
"Yes","1990","66 and older","Full Time","","","","","1"
"Yes","1990","66 and older","Part Time","","","","","1"
"Yes","1990","66 and older","Not Working","","","","","1"
"No","1991","35-65 y.","Not Working","1322","0.996266848059795","0.992989308494236","0.999544387625354","2"
"No","1991","16-34 y.","Full Time","1221","0.649035880517507","0.627398277276214","0.670673483758801","2"
"No","1991","35-65 y.","Full Time","1386","0.534533824016389","0.515051000895908","0.55401664713687","2"
"No","1991","35-65 y.","Part Time","419","0.495250188861172","0.462309940968296","0.528190436754048","2"
"No","1991","66 and older","Full Time","3","","","","2"
"No","1991","66 and older","Part Time","18","","","","2"
