"year","e11103","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","general elemantary","684.15","716","1117","229","409","920","1074","1534","664.73","703.57","12","2812","716","767"
"1984","Full Time","higher education","1691.73","1636","463","869","1227","2045","2604","3835","1624.09","1759.37","0","5157","1534","1687"
"1984","Full Time","higher vocational","1227.77","1125","356","690","920","1534","1790","2737","1175.79","1279.75","77","4090","1115","1227"
"1984","Full Time","in school","","","","","","","","","","","","","",""
"1984","Full Time","inadequately","763.32","767","496","435","614","920","1048","1329","738.1","788.54","0","4090","767","818"
"1984","Full Time","middle vocational","1010.19","946","2833","562","767","1176","1522","2458","992.84","1027.54","0","9715","920","946"
"1984","Full Time","vocational + Abi","1144.94","1009.54","169","614","767","1278","1790","5113","1061.78","1228.1","164","5113","920","1023"
"1984","Not Working","general elemantary","360.74","300.17","61","102","183","515","639","1227","299.23","422.25","0","1227","220","435"
"1984","Not Working","higher education","","","","","","","","","","","","","",""
"1984","Not Working","higher vocational","","","","","","","","","","","","","",""
"1984","Not Working","in school","","","","","","","","","","","","","",""
"1984","Not Working","inadequately","","","","","","","","","","","","","",""
"1984","Not Working","middle vocational","488.17","460","74","123","239","703","869","1278","417.98","558.36","0","1278","307","511"
"1984","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1984","Part Time","general elemantary","362.72","281","466","133","199","435","762","1227","337.09","388.35","0","1534","281","310"
"1984","Part Time","higher education","1025","925.92","144","347","689","1380","1784","2454","940.33","1109.67","0","2556","884","1023"
"1984","Part Time","higher vocational","738.68","554","88","196","327","920","1278","6135","584.53","892.83","0","6135","460","692"
"1984","Part Time","in school","","","","","","","","","","","","","",""
"1984","Part Time","inadequately","559.12","484.8","94","194","224","767","1023","1534","490.75","627.49","102","1534","409","614"
"1984","Part Time","middle vocational","533.13","409","681","164","230","716","952","1849","491.74","574.52","0","10737","396","435"
"1984","Part Time","vocational + Abi","492.62","511","34","82","321.44","575","767","1471","382.59","602.65","51","1534","460","711"
"1985","Full Time","general elemantary","694.33","716","961","230","373","920","1125","1738","673.43","715.23","0","1841","767","818"
"1985","Full Time","higher education","1690.64","1636","454","890","1227","2070","2556","3868","1624.78","1756.5","123","5113","1552","1738"
"1985","Full Time","higher vocational","1243.35","1164.52","337","732","920","1534","1892","2556","1190.81","1295.89","0","4090","1125","1227"
"1985","Full Time","in school","","","","","","","","","","","","","",""
"1985","Full Time","inadequately","773.13","767","396","307","642","920","1125","1534","746.91","799.35","31","2555","767","844"
"1985","Full Time","middle vocational","1027.06","963","2494","562","767","1181","1534","2556","1004.81","1049.31","0","17895","920","971"
"1985","Full Time","vocational + Abi","1078.15","971","144","637","767","1176","1534","2888","991.79","1164.51","199","4602","889","1023"
"1985","Not Working","general elemantary","312.66","217.97","63","0","128","487","680","946","244.5","380.82","0","1023","206","414"
"1985","Not Working","higher education","","","","","","","","","","","","","",""
"1985","Not Working","higher vocational","","","","","","","","","","","","","",""
"1985","Not Working","in school","","","","","","","","","","","","","",""
"1985","Not Working","inadequately","","","","","","","","","","","","","",""
"1985","Not Working","middle vocational","511.29","409","82","136","200","716","969","1585","431.74","590.84","0","1585","358","614"
"1985","Not Working","vocational + Abi","","","","","","","","","","","","","",""
