"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","Female","832.08","818","268","225","445","1119","1432","1896","777.58","886.58","33","2147","762","903"
"1984","college entrance qualification","Male","1522.42","1499.38","543","537","1003","1999","2505","3835","1456.62","1588.22","0","5157","1432","1559"
"1984","lower secondary degree","Female","508.21","460","1199","175","261","711","892","1406","491.45","524.97","0","2601","446","491"
"1984","lower secondary degree","Male","1023.1","971","2099","585","818","1176","1483","2505","1001.95","1044.25","0","10737","948","971"
"1984","no degree/no degree yet","Female","565.77","614","267","205","440","716","844","1048","539.26","592.28","0","1278","595","639"
"1984","no degree/no degree yet","Male","831.68","871.64","407","224","716","1023","1125","1534","802.32","861.04","54","4090","895","920"
"1984","Other degree","Female","626.45","614","311","256","460","751","920","2352","597.28","655.62","0","2352","562","665"
"1984","Other degree","Male","974.21","920","781","665","767","1074","1329","2055","942.64","1005.78","121","9715","920","971"
"1984","secondary school degree","Female","613.98","618.15","608","199","310","837","1023","1534","588.03","639.93","0","2458","568","665"
"1984","secondary school degree","Male","1169.22","1074","626","281","767","1508","1943","3579","1112.59","1225.85","0","6135","1023","1125"
"1985","college entrance qualification","Female","817.26","862.41","278","199","358","1125","1534","1892","759.83","874.69","0","2555","716","895"
"1985","college entrance qualification","Male","1475.22","1432","521","394","920","1994","2454","3868","1406.94","1543.5","31","4602","1380","1552"
"1985","lower secondary degree","Female","516.31","491.17","1120","179","260","716","890","1361","499.18","533.44","0","2301","460","511"
"1985","lower secondary degree","Male","1035.44","987.95","1879","586","818","1227","1534","2556","1014.73","1056.15","0","6647","971","997"
"1985","no degree/no degree yet","Female","572.51","614","219","160","460","736","818","1023","543.26","601.76","31","1125","588","665"
"1985","no degree/no degree yet","Male","810.14","869","312","192","690","1023","1176","1790","779.64","840.64","31","2555","917","920"
"1985","Other degree","Female","607.96","614","271","245","460","767","869","1380","577.03","638.89","0","1790","562","665"
"1985","Other degree","Male","972.56","920","653","588","791","1104","1278","2608","942.13","1002.99","0","6647","920","971"
"1985","secondary school degree","Female","646.73","633.03","592","205","368","869","1074","1534","618.81","674.65","0","2556","575","665"
"1985","secondary school degree","Male","1229.39","1125","603","276","799","1534","2045","3594","1150.62","1308.16","51","17895","1023","1176"
"1986","college entrance qualification","Female","870.04","818","288","230","435","1181","1636","2122","811.94","928.14","15","2489","767","920"
"1986","college entrance qualification","Male","1579.81","1534","521","588","1023","2045","2556","3579","1510.65","1648.97","0","5624","1444","1591"
"1986","lower secondary degree","Female","534.61","511","1074","194","302","717","920","1354","516.93","552.29","0","1861","470","512"
"1986","lower secondary degree","Male","1069.43","1023","1803","614","844","1268","1534","2556","1042.85","1096.01","0","16361","979","1023"
"1986","no degree/no degree yet","Female","573.91","610.54","201","138","393","767","869","1175","536.09","611.73","31","2556","562","665"
"1986","no degree/no degree yet","Male","857.88","869","290","486","731","1023","1227","1611","826.52","889.24","0","2045","920","971"
"1986","Other degree","Female","619.4","639","253","241","409","818","920","1631","584.21","654.59","69","2045","614","716"
"1986","Other degree","Male","1015.64","971","624","665","818","1125","1380","2601","986.9","1044.38","0","5113","971","1023"
"1986","secondary school degree","Female","704.74","667.51","581","215","407","920","1104","1841","667.23","742.25","51","7669","614","704"
"1986","secondary school degree","Male","1193.83","1119.12","584","266","810","1534","2035","3579","1135.92","1251.74","0","5113","1065","1153"
