"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-Württemberg","Rural Area","844.3","818","188","179","409","1176","1534","2171","772.75","915.85","0","2608","763","912"
"1985","Baden-Württemberg","Urban Area","886.97","858.9","1137","243","529","1125","1513","2608","858.49","915.45","0","5113","818","869"
"1985","Bavaria","Rural Area","824.08","767","543","230","457","1028","1483","2458","779.36","868.8","0","6647","724","818"
"1985","Bavaria","Urban Area","945.63","869","647","256","537","1227","1774","2556","904.49","986.77","0","4090","833","920"
"1985","Berlin","Rural Area","","","","","","","","","","","","","",""
"1985","Berlin","Urban Area","1022.62","1015.65","228","383","639","1227","1646","2833","953.61","1091.63","77","4090","910","1023"
"1985","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1985","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1985","Bremen","Rural Area","","","","","","","","","","","","","",""
"1985","Bremen","Urban Area","679.82","614","42","181","272","946","1304","2045","544.04","815.6","82","2045","460","818"
"1985","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1985","Hamburg","Urban Area","911.75","918.67","164","265","614","1195","1534","2045","836.89","986.61","0","3594","819","946"
"1985","Hesse","Rural Area","878.49","869","77","204","511","1222","1534","2065","768.15","988.83","49","2065","767","947"
"1985","Hesse","Urban Area","933.91","869","599","235","542","1227","1647","2717","891.65","976.17","0","4602","818","869"
"1985","Lower Saxony","Rural Area","956.46","839.66","271","199","424","1176","1636","2659","810.43","1102.49","26","17895","767","920"
"1985","Lower Saxony","Urban Area","973.96","895","314","230","531","1176","1738","4090","899.56","1048.36","82","5113","844","957"
"1985","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Rural Area","795.46","767","42","245","511","1032","1483","1943","663.48","927.44","192","1943","614","889"
"1985","North Rhine-Westphalia","Urban Area","961.34","920","1649","256","562","1202","1665","3068","933.24","989.44","0","6647","869","920"
"1985","Rhineland-Palatinate,Saarland","Rural Area","831.09","767","68","230","486","1023","1432","4090","693.7","968.48","133","4090","654","971"
"1985","Rhineland-Palatinate,Saarland","Urban Area","858.2","818","352","245","562","1028","1534","2334","809.13","907.27","31","3323","797","844"
"1985","Saxony","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony","Urban Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Rural Area","955.46","896.66","101","329","562","1227","1679","2563","845.75","1065.17","0","2812","818","989"
"1985","Schleswig-Holstein","Urban Area","898.09","869","104","307","562","1061","1694","2556","802.72","993.46","77","2556","684","920"
"1985","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1985","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1986","Baden-Württemberg","Rural Area","903.82","842.33","194","230","460","1227","1723","2505","832.32","975.32","0","2991","767","946"
"1986","Baden-Württemberg","Urban Area","942.14","918.88","1114","256","562","1125","1636","3001","911.39","972.89","0","5113","869","920"
"1986","Bavaria","Rural Area","812.93","767","512","210","460","1074","1534","2147","772.27","853.59","0","3068","757","818"
"1986","Bavaria","Urban Area","1023.65","898.47","594","307","588","1278","1790","2969","955.62","1091.68","0","16361","859","920"
"1986","Berlin","Rural Area","","","","","","","","","","","","","",""
"1986","Berlin","Urban Area","1036.85","1023","227","364","690","1227","1536","2914","963.85","1109.85","0","4602","920","1028"
"1986","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1986","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1986","Bremen","Rural Area","","","","","","","","","","","","","",""
"1986","Bremen","Urban Area","698.27","565.34","49","82","245","1023","1457","2751","539.8","856.74","82","2751","511","895"
"1986","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1986","Hamburg","Urban Area","1040.77","957.6","141","362","818","1227","1687","2661","951.06","1130.48","192","4108","920","997"
"1986","Hesse","Rural Area","864.8","872.4","73","171","257","1125","1534","2301","741.77","987.83","0","2301","792","1023"
"1986","Hesse","Urban Area","972.57","869","561","256","511","1227","1790","3068","925.49","1019.65","0","4090","818","920"
"1986","Lower Saxony","Rural Area","873.52","868.58","285","200","437","1176","1585","2454","806.56","940.48","63","3579","767","920"
"1986","Lower Saxony","Urban Area","1011.71","895.63","328","256","562","1227","1790","4704","931.15","1092.27","99","5624","818","930"
"1986","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","Rural Area","742.59","767","39","230","307","1023","1227","1662","614.01","871.17","102","1662","562","1023"
"1986","North Rhine-Westphalia","Urban Area","1009.32","956","1567","276","614","1278","1719","2994","980.2","1038.44","0","7669","920","946"
"1986","Rhineland-Palatinate,Saarland","Rural Area","899.71","897.56","67","227","511","1125","1646","2326","770.15","1029.27","72","2326","767","1048"
"1986","Rhineland-Palatinate,Saarland","Urban Area","906.92","844","359","237","614","1099","1534","3178","853.45","960.39","0","3400","818","869"
"1986","Saxony","Rural Area","","","","","","","","","","","","","",""
"1986","Saxony","Urban Area","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","Rural Area","979.71","920","97","326","593","1278","1784","2921","867.73","1091.69","77","2921","791","1028"
"1986","Schleswig-Holstein","Urban Area","899.23","817.1","99","307","556","1074","1534","3068","791.32","1007.14","69","3131","690","920"
"1986","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1986","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1987","Baden-Württemberg","Rural Area","891","869","189","217","433","1125","1605","3068","805.13","976.87","36","5113","818","920"
"1987","Baden-Württemberg","Urban Area","975.27","920","1098","276","562","1227","1687","3170","943.31","1007.23","31","4295","869","920"
"1987","Bavaria","Rural Area","835","767","523","225","446","1099","1534","2556","793.06","876.94","40","3068","767","818"
"1987","Bavaria","Urban Area","996.42","895.03","596","281","587","1278","1803","2812","949.86","1042.98","46","5113","869","920"
"1987","Berlin","Rural Area","","","","","","","","","","","","","",""
"1987","Berlin","Urban Area","1087.37","1023","230","460","767","1313","1636","2965","1018.4","1156.34","128","4090","920","1074"
"1987","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1987","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1987","Bremen","Rural Area","","","","","","","","","","","","","",""
"1987","Bremen","Urban Area","776.16","747.47","41","82","307","1125","1329","2045","614.2","938.12","51","2301","614","1027"
"1987","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1987","Hamburg","Urban Area","1005.4","958.05","128","251","630","1278","1636","2454","913.22","1097.58","102","2454","895","1023"
"1987","Hesse","Rural Area","943.35","967.22","83","240","433","1227","1670","2250","831.08","1055.62","127","2250","808","1023"
"1987","Hesse","Urban Area","1015.99","920","568","268","577","1278","1738","3068","965.95","1066.03","19","7449","869","920"
"1987","Lower Saxony","Rural Area","877.28","818","296","210","383","1169","1738","2556","808.43","946.13","0","3579","716","869"
"1987","Lower Saxony","Urban Area","990.88","884.72","333","279","562","1176","1636","5113","908.55","1073.21","0","6033","792","920"
"1987","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1987","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","Rural Area","846.45","818","40","307","614","1084","1329","1534","729.25","963.65","205","1534","665","1074"
"1987","North Rhine-Westphalia","Urban Area","1023.21","971","1561","260","650","1278","1790","2825","994.43","1051.99","31","5113","920","971"
"1987","Rhineland-Palatinate,Saarland","Rural Area","870.09","873.9","66","219","511","1162","1477","1892","744.23","995.95","72","2863","767","1023"
"1987","Rhineland-Palatinate,Saarland","Urban Area","901.35","845.35","350","245","511","1125","1636","2710","845.83","956.87","31","3424","818","895"
"1987","Saxony","Rural Area","","","","","","","","","","","","","",""
"1987","Saxony","Urban Area","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","Rural Area","994.66","971","103","246","512","1278","1862","2505","880.11","1109.21","102","2534","816","1081"
"1987","Schleswig-Holstein","Urban Area","889.85","858.34","90","262","530","1099","1380","2099","779.53","1000.17","102","3681","706","920"
"1987","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1987","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1988","Baden-Württemberg","Rural Area","891.05","869","160","210","445","1268","1636","2454","812.19","969.91","51","2863","767","971"
"1988","Baden-Württemberg","Urban Area","988.53","920","1072","271","562","1227","1738","3170","954.75","1022.31","0","4602","877","920"
"1988","Bavaria","Rural Area","854.67","818","498","234","435","1125","1534","2301","812.21","897.13","0","2556","792","869"
"1988","Bavaria","Urban Area","1062.61","971","565","293","665","1329","1994","3170","1012.88","1112.34","0","4090","920","971"
"1988","Berlin","Rural Area","","","","","","","","","","","","","",""
"1988","Berlin","Urban Area","1133.41","1099.61","222","460","767","1304","1759","4090","1056.18","1210.64","107","4346","971","1125"
"1988","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1988","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1988","Bremen","Rural Area","","","","","","","","","","","","","",""
"1988","Bremen","Urban Area","857.48","818.47","47","220","383","1150","1501","2045","697.7","1017.26","82","2301","614","1023"
"1988","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1988","Hamburg","Urban Area","1046.24","1023","117","294","767","1329","1769","2301","956.15","1136.33","112","2454","920","1053"
"1988","Hesse","Rural Area","964.59","920","72","262","665","1176","1534","2556","845.5","1083.68","66","2556","868","1028"
"1988","Hesse","Urban Area","1106.87","1023","526","285","614","1354","1967","4090","1049.99","1163.75","0","6647","913","971"
"1988","Lower Saxony","Rural Area","903.3","869","271","202","396","1209","1738","2669","829.01","977.59","0","3579","767","920"
"1988","Lower Saxony","Urban Area","988.63","920","330","256","511","1227","1738","2812","915.95","1061.31","82","6647","869","946"
"1988","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1988","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1988","North Rhine-Westphalia","Rural Area","916.36","1023","38","447","562","1176","1432","1790","775.2","1057.52","61","1790","731","1094"
"1988","North Rhine-Westphalia","Urban Area","1056","997","1491","274","665","1329","1841","3170","1024.38","1087.62","0","5624","921","997"
"1988","Rhineland-Palatinate,Saarland","Rural Area","882.01","928.59","62","210","511","1150","1534","1968","739.31","1024.71","78","3221","716","1074"
"1988","Rhineland-Palatinate,Saarland","Urban Area","938.87","900.84","328","286","639","1227","1636","2438","885.04","992.7","0","2556","857","920"
"1988","Saxony","Rural Area","","","","","","","","","","","","","",""
"1988","Saxony","Urban Area","","","","","","","","","","","","","",""
"1988","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1988","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1988","Schleswig-Holstein","Rural Area","1030.66","1073.93","98","235","512","1331","1892","3323","895.81","1165.51","0","3323","730","1138"
"1988","Schleswig-Holstein","Urban Area","964.98","869","89","409","649","1125","1432","3477","848.61","1081.35","0","3477","741","971"
"1988","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1988","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1989","Baden-Württemberg","Rural Area","906.28","869","154","239","435","1227","1636","2914","821.65","990.91","0","3066","818","950"
"1989","Baden-Württemberg","Urban Area","1046.71","971","1049","286","614","1278","1790","3886","1009.39","1084.03","0","5113","920","971"
"1989","Bavaria","Rural Area","904.56","869","501","244","511","1176","1738","2199","861.38","947.74","0","2454","818","920"
"1989","Bavaria","Urban Area","1102.43","971","544","297","690","1329","1892","3579","1041.36","1163.5","0","10226","920","1023"
"1989","Berlin","Rural Area","","","","","","","","","","","","","",""
"1989","Berlin","Urban Area","1180.05","1125.49","221","501","856","1432","1790","3309","1098.46","1261.64","148","5113","1023","1176"
"1989","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1989","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1989","Bremen","Rural Area","","","","","","","","","","","","","",""
"1989","Bremen","Urban Area","1023.73","842.79","48","302","680","1300","1841","2556","857.91","1189.55","205","2556","716","1176"
"1989","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1989","Hamburg","Urban Area","1102.75","1041.79","119","348","818","1309","1790","2579","1010","1195.5","179","2579","920","1048"
"1989","Hesse","Rural Area","981.33","1014.63","71","230","716","1176","1534","2403","864.93","1097.73","0","2403","839","1074"
"1989","Hesse","Urban Area","1107.98","1023","533","266","638","1389","1955","3170","1054.15","1161.81","0","5113","920","1023"
"1989","Lower Saxony","Rural Area","1039.02","971","248","283","613","1312","1790","3579","956.84","1121.2","51","4090","879","997"
