"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","446.04","318.06","772","156","221","665","877","1227","423.88","468.2","0","2096","409","506"
"1984","16-34 y.","higher education","1131.93","1099","201","537","767","1387","1790","2812","1057.49","1206.37","0","3835","1023","1176"
"1984","16-34 y.","higher vocational","856.49","818","164","358","614","1028","1380","2045","791.08","921.9","0","2556","767","910"
"1984","16-34 y.","in school","","","","","","","","","","","","","",""
"1984","16-34 y.","inadequately","593.38","614","154","161","307","801","1023","1329","548.8","637.96","31","1432","665","757"
"1984","16-34 y.","middle vocational","776.59","767","1522","281","547","948","1176","2045","757.04","796.14","0","5113","767","780"
"1984","16-34 y.","vocational + Abi","947.52","818","108","479","689","1023","1380","5113","841.95","1053.09","175","5113","755","869"
"1984","35-65 y.","general elemantary","666.96","690.5","859","199","358","920","1074","1534","643.59","690.33","0","2812","716","767"
"1984","35-65 y.","higher education","1693.74","1687","414","818","1227","2055","2608","4064","1619.04","1768.44","0","5157","1559","1738"
"1984","35-65 y.","higher vocational","1261.26","1176","284","483","920","1534","1892","3068","1187.85","1334.67","56","6135","1125","1278"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","784.21","818","444","409","614","971","1074","1534","755.22","813.2","0","4090","767","818"
"1984","35-65 y.","middle vocational","1005.06","971","2046","358","729","1227","1534","2556","979.93","1030.19","0","10737","946","972"
"1984","35-65 y.","vocational + Abi","1130","1023","103","460","690","1432","2045","2801","1029.16","1230.84","51","2801","920","1101"
"1984","66 and older","general elemantary","","","","","","","","","","","","","",""
"1984","66 and older","higher education","","","","","","","","","","","","","",""
"1984","66 and older","higher vocational","","","","","","","","","","","","","",""
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","","","","","","","","","","","","","",""
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","459.2","316.91","693","179","225","665","896","1278","429.99","488.41","0","6647","401","511"
"1985","16-34 y.","higher education","1126.5","1099","190","545","716","1380","1738","4090","1044.31","1208.69","102","4090","946","1125"
"1985","16-34 y.","higher vocational","889.84","885.53","156","358","639","1123","1380","2454","822.29","957.39","0","2556","818","946"
"1985","16-34 y.","in school","","","","","","","","","","","","","",""
"1985","16-34 y.","inadequately","563.65","614","109","192","245","767","920","1790","500.53","626.77","31","2045","665","767"
"1985","16-34 y.","middle vocational","770.23","767","1402","281","562","946","1160","1802","751.08","789.38","0","5113","767","792"
"1985","16-34 y.","vocational + Abi","846.93","866.92","101","291","690","982","1263","2556","771.72","922.14","102","2556","791","869"
"1985","35-65 y.","general elemantary","665.84","665","787","193","331","920","1125","1790","640.74","690.94","0","2301","716","767"
"1985","35-65 y.","higher education","1693.76","1716.76","399","757","1227","2147","2563","3606","1619.48","1768.04","62","5113","1585","1790"
"1985","35-65 y.","higher vocational","1267.85","1253","265","511","920","1636","1945","2618","1200.54","1335.16","0","4090","1176","1301"
"1985","35-65 y.","in school","","","","","","","","","","","","","",""
"1985","35-65 y.","inadequately","798.82","792","365","409","642","971","1125","1577","769.36","828.28","84","2555","767","869"
"1985","35-65 y.","middle vocational","1030.59","977.5","1858","370","716","1278","1586","2710","1000.5","1060.68","0","17895","971","1017"
"1985","35-65 y.","vocational + Abi","1113.64","1023","87","256","716","1329","1584","4602","980.98","1246.3","153","4602","896","1074"
"1985","66 and older","general elemantary","","","","","","","","","","","","","",""
"1985","66 and older","higher education","","","","","","","","","","","","","",""
"1985","66 and older","higher vocational","","","","","","","","","","","","","",""
"1985","66 and older","in school","","","","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","","","","",""
"1985","66 and older","middle vocational","","","","","","","","","","","","","",""
"1985","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","493","354.79","706","201","240","716","920","1483","468.03","517.97","0","2045","418","539"
"1986","16-34 y.","higher education","1167.36","1102.15","184","614","818","1432","1815","2914","1087.06","1247.66","74","4090","997","1202"
"1986","16-34 y.","higher vocational","919.06","920","148","358","635","1150","1432","2352","850.06","988.06","90","2556","818","971"
"1986","16-34 y.","in school","","","","","","","","","","","","","",""
"1986","16-34 y.","inadequately","598.17","554.98","110","138","256","844","1073","1329","533.86","662.48","31","2045","614","767"
"1986","16-34 y.","middle vocational","793.34","810.02","1370","266","562","971","1176","1701","772.3","814.38","0","7669","767","818"
"1986","16-34 y.","vocational + Abi","863.72","868.11","110","358","716","1025","1278","1790","801.73","925.71","15","1790","785","920"
"1986","35-65 y.","general elemantary","694.31","709.97","733","205","368","971","1150","1718","666.89","721.73","0","3477","767","818"
"1986","35-65 y.","higher education","1838.5","1790","398","1023","1329","2250","2735","3835","1762.47","1914.53","0","5624","1687","1866"
"1986","35-65 y.","higher vocational","1282.07","1260.63","244","511","937","1636","2045","2914","1206.52","1357.62","58","3325","1176","1329"
"1986","35-65 y.","in school","","","","","","","","","","","","","",""
"1986","35-65 y.","inadequately","840.97","818","329","409","665","1023","1176","2601","807.92","874.02","153","2601","818","869"
"1986","35-65 y.","middle vocational","1053.46","1023","1788","358","757","1278","1636","2710","1023.63","1083.29","0","16361","985","1023"
"1986","35-65 y.","vocational + Abi","1257.54","1137.33","80","460","818","1470","2045","4193","1120.47","1394.61","69","4193","920","1125"
"1986","66 and older","general elemantary","","","","","","","","","","","","","",""
"1986","66 and older","higher education","","","","","","","","","","","","","",""
"1986","66 and older","higher vocational","","","","","","","","","","","","","",""
"1986","66 and older","in school","","","","","","","","","","","","","",""
