"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","direct migration background","1218.03","1092.81","63","419","644","1790","2045","3068","1043.81","1392.25","153","3068","754","1278"
"1984","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1984","college entrance qualification","no migration background","1307.35","1227","743","309","767","1790","2199","3579","1252.14","1362.56","0","5157","1174","1278"
"1984","lower secondary degree","direct migration background","762.75","767","393","246","440","1007","1278","2045","725.38","800.12","0","2301","614","716"
"1984","lower secondary degree","indirect migration background","616.68","594","42","230","345","724","1125","2812","466.39","766.97","61","2812","235","562"
"1984","lower secondary degree","no migration background","842.42","858.9","2863","235","511","1074","1358","2162","823.95","860.89","0","10737","826","869"
"1984","no degree/no degree yet","direct migration background","797.35","818","641","435","614","971","1125","1534","773.38","821.32","0","4090","767","818"
"1984","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","no migration background","504.4","497.78","30","153","200","801","920","1176","385.4","623.4","31","1176","224","695"
"1984","Other degree","direct migration background","881.43","869","1067","486","690","1023","1227","2055","855.26","907.6","0","9715","869","884"
"1984","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1984","Other degree","no migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","direct migration background","977.32","818","83","247","537","1028","1585","6135","810.8","1143.84","26","6135","562","836"
"1984","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","no migration background","891.05","818","1136","221","460","1161","1613","2812","855.23","926.87","0","6135","767","844"
"1985","college entrance qualification","direct migration background","1090.84","980.32","63","205","562","1636","2117","2556","926.84","1254.84","0","2556","767","1045"
"1985","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","1258.63","1148.38","733","256","716","1743","2250","3579","1202.29","1314.97","31","4602","1125","1278"
"1985","lower secondary degree","direct migration background","799.17","771","366","261","511","1023","1329","2045","760.89","837.45","0","2556","639","767"
"1985","lower secondary degree","indirect migration background","620.9","676.06","41","220","358","767","1109","1534","527.4","714.4","131","1534","307","614"
"1985","lower secondary degree","no migration background","842.77","851.45","2592","230","511","1074","1380","2117","824.23","861.31","0","6647","818","869"
"1985","no degree/no degree yet","direct migration background","830.75","818","500","501","665","971","1125","1636","805.44","856.06","37","2555","798","869"
"1985","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
