"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1984","college entrance qualification","Westdeutschland, alte Bundeslaender","1298.09","1227","811","327","767","1790","2199","3579","1245.56","1350.62","0","5157","1125","1278"
"1984","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1984","lower secondary degree","Westdeutschland, alte Bundeslaender","836.75","844.16","3298","235","511","1074","1342","2123","819.88","853.62","0","10737","818","844"
"1984","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","Westdeutschland, alte Bundeslaender","735.54","767","674","224","528","920","1074","1493","711.74","759.34","0","4090","767","818"
"1984","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1984","Other degree","Westdeutschland, alte Bundeslaender","884.16","869","1092","486","678","1023","1268","2055","858.2","910.12","0","9715","868","869"
"1984","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1984","secondary school degree","Westdeutschland, alte Bundeslaender","894.72","818","1234","224","460","1140","1590","2862","859.77","929.67","0","6135","767","828"
"1985","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1985","college entrance qualification","Westdeutschland, alte Bundeslaender","1244.86","1125","799","248","704","1738","2250","3528","1191.3","1298.42","0","4602","1074","1234"
"1985","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1985","lower secondary degree","Westdeutschland, alte Bundeslaender","838.97","844","2999","230","511","1074","1380","2103","822.11","855.83","0","6647","818","844"
"1985","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","Westdeutschland, alte Bundeslaender","720.1","767","531","184","562","920","1074","1577","694.39","745.81","31","2555","767","818"
"1985","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1985","Other degree","Westdeutschland, alte Bundeslaender","871.05","869","924","458","665","1023","1227","2301","845.41","896.69","0","6647","869","895"
"1985","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1985","secondary school degree","Westdeutschland, alte Bundeslaender","935.24","837.75","1195","239","511","1176","1662","2815","890.11","980.37","0","17895","803","869"
"1986","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1986","college entrance qualification","Westdeutschland, alte Bundeslaender","1328.32","1236.05","809","307","767","1813","2301","3579","1273.83","1382.81","0","5624","1176","1278"
"1986","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1986","lower secondary degree","Westdeutschland, alte Bundeslaender","868.1","869","2877","251","519","1091","1430","2301","848.02","888.18","0","16361","818","869"
"1986","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","Westdeutschland, alte Bundeslaender","752.74","792","491","243","537","956","1125","1611","724.51","780.97","0","2556","792","869"
"1986","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1986","Other degree","Westdeutschland, alte Bundeslaender","904.73","878.86","877","399","685","1044","1304","2601","879.26","930.2","0","5113","890","920"
"1986","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1986","secondary school degree","Westdeutschland, alte Bundeslaender","948.1","869","1165","244","511","1227","1687","3131","910.56","985.64","0","7669","818","904"
"1987","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1987","college entrance qualification","Westdeutschland, alte Bundeslaender","1339.05","1227","813","281","716","1892","2403","3579","1280.01","1398.09","36","6033","1125","1299"
"1987","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1987","lower secondary degree","Westdeutschland, alte Bundeslaender","884.71","895","2861","256","537","1125","1432","2301","867.62","901.8","0","4090","869","895"
"1987","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","Westdeutschland, alte Bundeslaender","759.69","798.67","476","199","511","1023","1176","1534","724.48","794.9","19","5113","772","869"
"1987","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1987","Other degree","Westdeutschland, alte Bundeslaender","920.83","920","848","486","716","1074","1329","2147","896.9","944.76","41","3579","920","946"
"1987","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1987","secondary school degree","Westdeutschland, alte Bundeslaender","955.01","869","1190","256","491","1237","1737","2817","918.41","991.61","0","7449","818","894"
"1988","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1988","college entrance qualification","Westdeutschland, alte Bundeslaender","1371.38","1236.26","792","307","745","1994","2454","4090","1310.06","1432.7","0","6647","1156","1355"
"1988","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1988","lower secondary degree","Westdeutschland, alte Bundeslaender","918.98","920","2726","254","562","1176","1508","2301","900.2","937.76","0","6647","869","920"
"1988","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","Westdeutschland, alte Bundeslaender","823.86","869","416","269","625","1023","1227","1534","790.59","857.13","0","3068","818","910"
"1988","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1988","Other degree","Westdeutschland, alte Bundeslaender","948.04","920","771","447","767","1125","1405","2199","921.63","974.45","0","3474","927","971"
"1988","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1988","secondary school degree","Westdeutschland, alte Bundeslaender","983.62","920","1159","266","562","1278","1764","3170","947.26","1019.98","0","5113","818","920"
"1989","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1989","college entrance qualification","Westdeutschland, alte Bundeslaender","1441.2","1304","811","363","818","1943","2556","4193","1376.46","1505.94","0","10226","1207","1380"
"1989","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1989","lower secondary degree","Westdeutschland, alte Bundeslaender","943.27","956.86","2649","253","614","1227","1534","2352","924.49","962.05","0","4090","920","946"
"1989","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"1989","no degree/no degree yet","Westdeutschland, alte Bundeslaender","821.03","872.07","400","225","573","1023","1278","1687","782.74","859.32","0","3066","818","920"
