"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","(Married) couple without C.","936.13","869","1361","383","665","1125","1534","2761","909.69","962.57","0","6135","844","869"
"1984","Employed","1-pers.-HH","928.62","869","614","383","689","1059","1406","3068","881.17","976.07","31","10737","859","909"
"1984","Employed","Couple + C. GT 16 ","841.01","767","1208","224","409","1074","1534","2737","811.67","870.35","0","3867","741","808"
"1984","Employed","Couple + C. LE 16","1070.84","1023","2046","307","716","1329","1790","2991","1044.71","1096.97","0","9715","921","971"
"1984","Employed","Couple + C. LE and GT 16","858.03","767","1038","199","332","1176","1636","2812","823.67","892.39","0","6135","716","818"
"1984","Employed","Single parent","767.13","745.35","316","230","460","971","1292","2147","722.76","811.5","26","2352","697","767"
"1984","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1984","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1984","Not Employed","Couple + C. GT 16 ","502.67","444.19","41","138","244","731","844","1278","405.02","600.32","0","1278","326","614"
"1984","Not Employed","Couple + C. LE 16","561.52","498.37","37","123","205","741","1023","1994","433.67","689.37","0","1994","303","694"
"1984","Not Employed","Couple + C. LE and GT 16","267.54","229.05","42","87","183","343","460","716","204.66","330.42","0","741","209","343"
"1984","Not Employed","Single parent","","","","","","","","","","","","","",""
"1985","Employed","(Married) couple without C.","953.81","895","1234","409","665","1125","1534","2556","926.17","981.45","0","6647","869","895"
"1985","Employed","1-pers.-HH","901.28","869","561","373","690","1074","1329","2556","866.12","936.44","0","4090","869","920"
"1985","Employed","Couple + C. GT 16 ","872.24","767","1244","230","409","1074","1585","3068","831.4","913.08","0","17895","732","791"
"1985","Employed","Couple + C. LE 16","1086.13","1023","1784","291","665","1380","1846","3068","1057.99","1114.27","0","6647","946","980"
"1985","Employed","Couple + C. LE and GT 16","865.26","767","883","205","314","1176","1718","2888","828.19","902.33","0","4397","767","818"
"1985","Employed","Single parent","739.71","716","306","199","460","971","1278","1841","695.35","784.07","26","2556","671","767"
"1985","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1985","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1985","Not Employed","Couple + C. GT 16 ","372.25","230.2","33","41","116","614","839","1074","261.85","482.65","0","1074","205","614"
"1985","Not Employed","Couple + C. LE 16","309.21","205","42","62","163","409","629","971","224.38","394.04","0","971","199","409"
"1985","Not Employed","Couple + C. LE and GT 16","311.82","233.07","31","0","102","409","690","992","215.31","408.33","0","992","197","414"
"1985","Not Employed","Single parent","","","","","","","","","","","","","",""
"1986","Employed","(Married) couple without C.","980.6","920","1263","383","665","1142","1534","3001","950.53","1010.67","0","7669","869","920"
"1986","Employed","1-pers.-HH","949.56","919.84","541","460","716","1097","1534","2659","913.78","985.34","65","3068","869","920"
"1986","Employed","Couple + C. GT 16 ","879.95","792","1300","222","383","1125","1646","3325","848.15","911.75","0","5113","767","818"
"1986","Employed","Couple + C. LE 16","1115.76","1048","1606","332","716","1432","1892","2994","1087.55","1143.97","0","5113","1017","1023"
"1986","Employed","Couple + C. LE and GT 16","930.84","842.35","826","228","371","1227","1841","2969","888.41","973.27","0","6135","767","869"
"1986","Employed","Single parent","795.77","767","290","237","409","1023","1336","2489","740.92","850.62","72","4602","716","818"
"1986","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1986","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","Not Employed","Couple + C. LE 16","500.77","470.53","33","69","199","818","1023","1278","379.64","621.9","51","1278","256","663"
"1986","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","Not Employed","Single parent","","","","","","","","","","","","","",""
"1987","Employed","(Married) couple without C.","983.57","920","1259","383","673","1176","1585","2761","955.53","1011.61","42","5113","895","920"
"1987","Employed","1-pers.-HH","979.83","920","539","433","716","1125","1629","2556","939.64","1020.02","31","3323","895","946"
"1987","Employed","Couple + C. GT 16 ","908.54","818","1356","245","419","1176","1687","3068","876.01","941.07","0","6033","767","818"
"1987","Employed","Couple + C. LE 16","1127.3","1074","1597","307","716","1432","1943","3068","1097.71","1156.89","0","5113","1023","1035"
"1987","Employed","Couple + C. LE and GT 16","929.08","805.39","774","220","383","1227","1820","3114","884.93","973.23","41","7449","767","844"
"1987","Employed","Single parent","769.09","766.39","296","245","358","997","1380","2096","719.09","819.09","36","2965","667","804"
"1987","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1987","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1987","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1987","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1987","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1987","Not Employed","Single parent","","","","","","","","","","","","","",""
"1988","Employed","(Married) couple without C.","1032.69","971","1224","409","716","1227","1687","2710","1003.68","1061.7","0","4109","920","971"
"1988","Employed","1-pers.-HH","1022.22","926","498","501","762","1176","1585","2556","974.59","1069.85","0","6647","920","989"
"1988","Employed","Couple + C. GT 16 ","950.65","869","1361","249","460","1227","1745","3170","917.43","983.87","0","6647","818","869"
"1988","Employed","Couple + C. LE 16","1156.62","1125","1501","256","665","1531","1994","3323","1124.89","1188.35","0","5624","1023","1084"
"1988","Employed","Couple + C. LE and GT 16","944.61","869","665","220","312","1278","1892","3111","899.46","989.76","0","3579","767","869"
"1988","Employed","Single parent","799.7","767","304","247","435","1023","1380","2270","740.09","859.31","0","4346","716","818"
"1988","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1988","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1988","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1988","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1988","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1988","Not Employed","Single parent","","","","","","","","","","","","","",""
"1989","Employed","(Married) couple without C.","1084.53","1023","1251","419","767","1278","1744","3070","1053.14","1115.92","0","5113","971","1020"
"1989","Employed","1-pers.-HH","1078.62","989.09","515","606","818","1227","1626","2812","1024.65","1132.59","0","10226","971","1023"
"1989","Employed","Couple + C. GT 16 ","969.22","910","1321","245","470","1253","1790","3170","935.54","1002.9","0","7158","826","920"
"1989","Employed","Couple + C. LE 16","1204.03","1161","1451","296","716","1556","2045","3338","1170.12","1237.94","0","5113","1074","1125"
"1989","Employed","Couple + C. LE and GT 16","970.89","821.51","618","210","320","1278","1943","3528","917.61","1024.17","0","6033","767","895"
"1989","Employed","Single parent","885.51","818","277","264","529","1125","1534","2454","819.25","951.77","0","5113","767","869"
"1989","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1989","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1989","Not Employed","Couple + C. GT 16 ","453.57","269.73","32","127","230","649","971","1483","317.68","589.46","0","1483","230","557"
"1989","Not Employed","Couple + C. LE 16","545.52","414.78","34","184","307","818","1023","1278","429.71","661.33","0","1278","348","767"
"1989","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1989","Not Employed","Single parent","","","","","","","","","","","","","",""
"1990","Employed","(Married) couple without C.","1128.5","1072.73","1265","436","767","1329","1790","3068","1092.02","1164.98","0","10226","1023","1056"
"1990","Employed","1-pers.-HH","1123.59","1030.96","499","562","818","1329","1790","2838","1070.18","1177","0","6135","1023","1074"
"1990","Employed","Couple + C. GT 16 ","1032.64","971","1279","258","499","1307","1887","3272","996.68","1068.6","0","8948","895","952"
"1990","Employed","Couple + C. LE 16","1251.42","1202","1449","317","665","1636","2147","3579","1215.12","1287.72","0","8181","1125","1176"
"1990","Employed","Couple + C. LE and GT 16","1057.71","920.99","549","230","378","1432","2060","4346","995.44","1119.98","0","6647","818","971"
"1990","Employed","Single parent","954.02","920","279","275","562","1227","1585","3064","879.27","1028.77","0","6639","869","971"
"1990","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1990","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1990","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1990","Not Employed","Couple + C. LE 16","379.69","308.54","35","60","225","455","767","1278","281.58","477.8","0","1278","240","440"
"1990","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1990","Not Employed","Single parent","","","","","","","","","","","","","",""
"1991","Employed","(Married) couple without C.","1188.63","1125","1260","465","818","1432","1943","3068","1153.88","1223.38","0","8181","1074","1125"
"1991","Employed","1-pers.-HH","1162.94","1074","526","486","818","1432","1862","3068","1113.62","1212.26","41","5113","1023","1125"
"1991","Employed","Couple + C. GT 16 ","1076.1","1022.29","1231","251","474","1380","1943","3363","1037.16","1115.04","0","8896","920","997"
"1991","Employed","Couple + C. LE 16","1301.72","1258.49","1467","332","688","1687","2301","3835","1264.32","1339.12","0","7669","1176","1227"
"1991","Employed","Couple + C. LE and GT 16","1089.69","920","593","245","404","1483","2045","4090","1027.52","1151.86","26","7669","836","971"
"1991","Employed","Single parent","936.69","871.24","293","245","486","1176","1534","3068","860.07","1013.31","41","6647","818","946"
"1991","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1991","Not Employed","Couple + C. GT 16 ","489.24","308.58","35","51","189","614","1277","1278","341.46","637.02","0","1406","281","665"
"1991","Not Employed","Couple + C. LE 16","505.14","245.21","37","107","205","697","1125","2454","340.86","669.42","82","2454","245","697"
"1991","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","Not Employed","Single parent","","","","","","","","","","","","","",""
"1992","Employed","(Married) couple without C.","1148.68","1074","1647","460","752","1416","1892","3068","1120.38","1176.98","0","8692","997","1038"
"1992","Employed","1-pers.-HH","1188.28","1074","594","562","818","1380","1954","3579","1138.46","1238.1","102","5113","1023","1125"
"1992","Employed","Couple + C. GT 16 ","1044.14","938.91","1711","266","511","1380","1892","3366","1015.11","1073.17","0","5369","818","910"
"1992","Employed","Couple + C. LE 16","1236.81","1125","2400","427","665","1611","2199","3579","1210.23","1263.39","0","5113","971","1023"
"1992","Employed","Couple + C. LE and GT 16","1062.49","920","785","256","460","1432","1943","4269","1014.34","1110.64","39","5113","818","920"
"1992","Employed","Single parent","947.41","869","389","291","603","1176","1563","2761","892.55","1002.27","36","6135","818","895"
"1992","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1992","Not Employed","Couple + C. GT 16 ","521.84","367.77","38","153","205","818","1125","1636","402.15","641.53","0","1636","225","634"
"1992","Not Employed","Couple + C. LE 16","602.18","534.08","42","128","256","767","1227","1636","471.21","733.15","0","1636","307","562"
"1992","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","Not Employed","Single parent","","","","","","","","","","","","","",""
"1993","Employed","(Married) couple without C.","1254.67","1176","1646","526","827","1534","2045","3528","1221.65","1287.69","0","12578","1058","1125"
"1993","Employed","1-pers.-HH","1329.48","1176","627","629","938","1534","2301","3477","1277.76","1381.2","123","6135","1125","1176"
"1993","Employed","Couple + C. GT 16 ","1120.65","1023","1581","281","511","1432","2045","3886","1083.38","1157.92","0","11351","944","1023"
"1993","Employed","Couple + C. LE 16","1373.2","1227","2254","438","767","1764","2505","4167","1338.93","1407.47","0","20452","1115","1168"
"1993","Employed","Couple + C. LE and GT 16","1145.87","971","795","306","501","1534","2147","4117","1093.21","1198.53","0","8181","869","997"
"1993","Employed","Single parent","962.88","950.9","352","302","586","1176","1571","2710","913.65","1012.11","91","2812","869","971"
"1993","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1993","Not Employed","Couple + C. GT 16 ","580.69","550.7","34","26","249","920","1125","1125","465.66","695.72","26","1125","386","869"
"1993","Not Employed","Couple + C. LE 16","515.84","409","58","220","256","562","1057","1552","419.84","611.84","0","1687","343","511"
"1993","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","Not Employed","Single parent","","","","","","","","","","","","","",""
"1994","Employed","(Married) couple without C.","1296.06","1176","1691","562","920","1534","2103","4193","1265.25","1326.87","77","7199","1100","1149"
"1994","Employed","1-pers.-HH","1320.56","1202","610","670","946","1534","2096","3579","1269.96","1371.16","0","6135","1125","1176"
"1994","Employed","Couple + C. GT 16 ","1158.85","1057.87","1468","298","583","1483","2045","3834","1119.59","1198.11","0","10226","971","1023"
"1994","Employed","Couple + C. LE 16","1393.31","1278","2111","435","795","1790","2492","4039","1360.77","1425.85","0","12271","1176","1227"
"1994","Employed","Couple + C. LE and GT 16","1220.57","1023","768","291","504","1585","2352","4116","1163.36","1277.78","62","8692","936","1048"
"1994","Employed","Single parent","990.71","950.12","322","360","623","1271","1585","3017","931.35","1050.07","102","5113","920","1023"
"1994","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1994","Not Employed","Couple + C. GT 16 ","733.59","599.56","37","205","355","1023","1370","1698","595.24","871.94","51","1698","355","665"
"1994","Not Employed","Couple + C. LE 16","465.21","414.05","46","43","241","648","869","1524","349.34","581.08","0","1524","256","564"
"1994","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1994","Not Employed","Single parent","","","","","","","","","","","","","",""
"1995","Employed","(Married) couple without C.","1316.48","1185.16","1769","511","869","1585","2147","4193","1277.35","1355.61","0","20452","1125","1176"
"1995","Employed","1-pers.-HH","1263.6","1180.52","645","614","941","1508","2045","3068","1218.56","1308.64","0","6647","1125","1186"
"1995","Employed","Couple + C. GT 16 ","1179.28","1023","1509","312","614","1483","2147","3579","1130.37","1228.19","0","25565","971","1023"
"1995","Employed","Couple + C. LE 16","1460.42","1357","2194","455","864","1790","2556","4602","1423.4","1497.44","0","20452","1227","1278"
"1995","Employed","Couple + C. LE and GT 16","1255.43","1074","790","308","536","1636","2556","4596","1200.2","1310.66","13","7158","971","1074"
"1995","Employed","Single parent","1009.97","962.55","344","286","572","1318","1790","2914","952.64","1067.3","0","3375","920","1023"
"1995","Not Employed","(Married) couple without C.","862.41","982.75","35","189","614","1150","1227","1432","714.85","1009.97","0","1487","639","1125"
"1995","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1995","Not Employed","Couple + C. GT 16 ","473.77","368.44","31","182","226","562","1196","1329","341.38","606.16","0","1329","256","511"
"1995","Not Employed","Couple + C. LE 16","642.4","539.08","48","41","297","854","1304","1994","510.17","774.63","0","1994","414","794"
"1995","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1995","Not Employed","Single parent","","","","","","","","","","","","","",""
"1996","Employed","(Married) couple without C.","1369.58","1245.54","1758","515","920","1636","2199","4346","1336.05","1403.11","44","10226","1125","1177"
"1996","Employed","1-pers.-HH","1307.58","1227","667","692","1004","1508","2045","3068","1259.15","1356.01","52","8692","1125","1227"
"1996","Employed","Couple + C. GT 16 ","1197.26","1074.83","1400","313","614","1534","2170","3732","1160.13","1234.39","51","6135","1023","1074"
"1996","Employed","Couple + C. LE 16","1487.95","1380","2079","428","869","1880","2608","4346","1453.33","1522.57","61","8227","1278","1329"
"1996","Employed","Couple + C. LE and GT 16","1256.31","1074","818","302","486","1677","2454","4346","1198.18","1314.44","36","8254","946","1049"
"1996","Employed","Single parent","1000.32","971","372","297","588","1227","1662","2965","944.7","1055.94","26","3630","920","1023"
"1996","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1996","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1996","Not Employed","Couple + C. GT 16 ","613.43","387.48","39","230","307","869","1278","1636","483.79","743.07","61","1636","307","869"
"1996","Not Employed","Couple + C. LE 16","637.98","509.74","38","225","302","910","1534","1585","521.01","754.95","202","1585","358","639"
"1996","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1996","Not Employed","Single parent","","","","","","","","","","","","","",""
"1997","Employed","(Married) couple without C.","1373.99","1278","1738","511","946","1636","2301","4359","1343.56","1404.42","25","5113","1165","1222"
"1997","Employed","1-pers.-HH","1324.27","1227","639","619","956","1575","2096","3550","1272.44","1376.1","102","7506","1125","1227"
"1997","Employed","Couple + C. GT 16 ","1219.87","1074","1423","312","550","1534","2250","3845","1174.21","1265.53","43","15339","1023","1074"
"1997","Employed","Couple + C. LE 16","1491.05","1380","1965","419","859","1902","2653","4256","1454.88","1527.22","51","8692","1278","1329"
"1997","Employed","Couple + C. LE and GT 16","1245.36","1074","783","312","486","1687","2454","4602","1188.09","1302.63","19","6391","971","1099"
"1997","Employed","Single parent","1056.69","993.23","363","370","562","1296","1790","3068","994.86","1118.52","92","4602","971","1048"
"1997","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1997","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1997","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1997","Not Employed","Couple + C. LE 16","556.95","449.63","38","281","312","767","946","1994","425.04","688.86","153","1994","353","767"
"1997","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1997","Not Employed","Single parent","","","","","","","","","","","","","",""
"1998","Employed","(Married) couple without C.","1345.37","1262.3","2003","501","869","1636","2301","4090","1315.25","1375.49","0","7669","1150","1207"
"1998","Employed","1-pers.-HH","1347.71","1227","764","689","1005","1585","2199","3579","1301.66","1393.76","0","6135","1176","1227"
