"pli0165","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Daily","2013","Not Employed","no migration background","1514","0.149255806084737","0.141178276474114","0.157333335695361","1"
"Daily","2013","Not Employed","direct migration background","201","0.129919814096787","0.108472178191959","0.151367450001615","1"
"Daily","2013","Not Employed","indirect migration background","183","0.521181863659403","0.465839734259891","0.576523993058915","1"
"Daily","2013","Employed","no migration background","4085","0.294499386900867","0.286988761304921","0.302010012496814","1"
"Daily","2013","Employed","direct migration background","510","0.275915301028429","0.254748657917564","0.297081944139293","1"
"Daily","2013","Employed","indirect migration background","399","0.495539405279564","0.462392339043834","0.528686471515293","1"
"Min 1x per month","2013","Not Employed","direct migration background","19","","","","3"
"Min 1x per month","2013","Not Employed","indirect migration background","4","","","","3"
"Min 1x per month","2013","Employed","indirect migration background","34","0.0484862082134018","0.0342462396820654","0.0627261767447382","3"
"Min 1x per month","2013","Employed","direct migration background","75","0.0488890980914495","0.0386775637523771","0.0591006324305219","3"
"Min 1x per month","2013","Not Employed","no migration background","132","0.0146759124780202","0.0119500398973635","0.0174017850586768","3"
"Min 1x per month","2013","Employed","no migration background","460","0.0350100428583788","0.0319814357612704","0.0380386499554871","3"
"Min 1x per week","2013","Not Employed","direct migration background","102","0.0749638979996897","0.0581655135755212","0.0917622824238582","2"
"Min 1x per week","2013","Not Employed","no migration background","495","0.0596470205131601","0.0542785165941567","0.0650155244321635","2"
"Min 1x per week","2013","Not Employed","indirect migration background","47","0.193067138025601","0.149340226602523","0.236794049448679","2"
"Min 1x per week","2013","Employed","no migration background","1858","0.133474004868495","0.127870311518876","0.139077698218113","2"
"Min 1x per week","2013","Employed","direct migration background","281","0.145542104276021","0.12884238894609","0.162241819605951","2"
"Min 1x per week","2013","Employed","indirect migration background","143","0.144856167888292","0.121522637419433","0.168189698357152","2"
"Never","2013","Not Employed","direct migration background","567","0.730479036921927","0.702174096350413","0.758783977493441","5"
"Never","2013","Employed","no migration background","6479","0.448534421905718","0.440339547323975","0.45672929648746","5"
"Never","2013","Employed","direct migration background","684","0.440086418930541","0.416579327656535","0.463593510204546","5"
"Never","2013","Employed","indirect migration background","227","0.243150502003037","0.214710165960972","0.271590838045102","5"
"Never","2013","Not Employed","indirect migration background","63","0.24691689333937","0.199144964461207","0.294688822217533","5"
"Never","2013","Not Employed","no migration background","4915","0.724009065341696","0.713876186372543","0.734141944310849","5"
"Rarely","2013","Not Employed","direct migration background","55","0.047474338684361","0.0339090232144249","0.0610396541542971","4"
"Rarely","2013","Not Employed","no migration background","420","0.0524121955823858","0.0473604746352156","0.0574639165295561","4"
"Rarely","2013","Not Employed","indirect migration background","16","","","","4"
"Rarely","2013","Employed","no migration background","1267","0.0884821434665417","0.083802684691896","0.0931616022411873","4"
