"pli0165","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2013","no migration background","(0) in school","273","0.847277233856904","0.80864136941827","0.885913098295539"
"Daily","2013","no migration background","(1a) inadequately completed","68","0.206369567950631","0.14942147177049","0.263317664130773"
"Daily","2013","no migration background","(1b) general elementary school","300","0.162140689446741","0.142234562871786","0.182046816021696"
"Daily","2013","no migration background","(1c) basic vocational qualification","847","0.138689523224713","0.129138150541877","0.148240895907548"
"Daily","2013","no migration background","(2b) intermediate general qualification","328","0.506611250656849","0.46650676400427","0.546715737309427"
"Daily","2013","no migration background","(2a) intermediate vocational","1551","0.241744964977421","0.230955679885004","0.252534250069839"
"Daily","2013","no migration background","(2c_gen) general maturity certificate","459","0.640101084382309","0.605259421255211","0.674942747509407"
"Daily","2013","no migration background","(2c_voc) vocational maturity certificate","513","0.307302008916237","0.286011576207788","0.328592441624687"
"Daily","2013","no migration background","(3a) lower tertiary education","331","0.152678458305173","0.136619393874851","0.168737522735496"
"Daily","2013","no migration background","(3b) higher tertiary education","628","0.234528505125952","0.219718024531814","0.24933898572009"
"Daily","2013","direct migration background","(0) in school","16","","",""
"Daily","2013","direct migration background","(1a) inadequately completed","23","","",""
"Daily","2013","direct migration background","(1b) general elementary school","102","0.155906130110925","0.123419302545346","0.188392957676504"
"Daily","2013","direct migration background","(1c) basic vocational qualification","119","0.133650558993361","0.106123426074805","0.161177691911917"
"Daily","2013","direct migration background","(2b) intermediate general qualification","15","","",""
"Daily","2013","direct migration background","(2a) intermediate vocational","58","0.237184267033817","0.178814794717469","0.295553739350164"
"Daily","2013","direct migration background","(2c_gen) general maturity certificate","72","0.428009087945963","0.359435929585367","0.49658224630656"
"Daily","2013","direct migration background","(2c_voc) vocational maturity certificate","101","0.240018550118799","0.195338008119003","0.284699092118595"
"Daily","2013","direct migration background","(3a) lower tertiary education","17","","",""
"Daily","2013","direct migration background","(3b) higher tertiary education","161","0.295509635547904","0.254303585152032","0.336715685943776"
"Daily","2013","indirect migration background","(0) in school","80","0.880147217788591","0.814835965868998","0.945458469708184"
"Daily","2013","indirect migration background","(1a) inadequately completed","6","","",""
"Daily","2013","indirect migration background","(1b) general elementary school","73","0.505016122555353","0.41939900717811","0.590633237932597"
"Daily","2013","indirect migration background","(1c) basic vocational qualification","64","0.403219827332188","0.329695989519065","0.476743665145311"
"Daily","2013","indirect migration background","(2b) intermediate general qualification","51","0.448155335916706","0.343050771904674","0.553259899928739"
"Daily","2013","indirect migration background","(2a) intermediate vocational","88","0.482053691105937","0.414949697587645","0.549157684624229"
"Daily","2013","indirect migration background","(2c_gen) general maturity certificate","68","0.735395126255132","0.648501126783584","0.82228912572668"
"Daily","2013","indirect migration background","(2c_voc) vocational maturity certificate","38","0.442251924826957","0.340765469641362","0.543738380012552"
"Daily","2013","indirect migration background","(3a) lower tertiary education","25","","",""
"Daily","2013","indirect migration background","(3b) higher tertiary education","31","0.413757099060033","0.327418576629987","0.500095621490078"
"Min 1x per week","2013","no migration background","(0) in school","37","0.0969254596451877","0.0651489122470313","0.128702007043344"
"Min 1x per week","2013","no migration background","(1a) inadequately completed","17","","",""
"Min 1x per week","2013","no migration background","(1b) general elementary school","82","0.0389950801367956","0.0285401070871962","0.0494500531863949"
"Min 1x per week","2013","no migration background","(1c) basic vocational qualification","460","0.087027821347979","0.0792380999381647","0.0948175427577932"
"Min 1x per week","2013","no migration background","(2b) intermediate general qualification","66","0.123057825268702","0.0967065873662783","0.149409063171126"
"Min 1x per week","2013","no migration background","(2a) intermediate vocational","741","0.126352796137442","0.11798007218205","0.134725520092834"
"Min 1x per week","2013","no migration background","(2c_gen) general maturity certificate","66","0.107914295095216","0.0853912500167432","0.130437340173688"
"Min 1x per week","2013","no migration background","(2c_voc) vocational maturity certificate","227","0.123048752267119","0.107890254758038","0.1382072497762"
"Min 1x per week","2013","no migration background","(3a) lower tertiary education","239","0.114519431440636","0.100301502383307","0.128737360497966"
"Min 1x per week","2013","no migration background","(3b) higher tertiary education","368","0.113892575999571","0.10278810899855","0.124997043000592"
"Min 1x per week","2013","direct migration background","(0) in school","2","","",""
"Min 1x per week","2013","direct migration background","(1a) inadequately completed","18","","",""
"Min 1x per week","2013","direct migration background","(1b) general elementary school","59","0.0624016564262541","0.0407402421164624","0.0840630707360458"
"Min 1x per week","2013","direct migration background","(1c) basic vocational qualification","78","0.12401592171948","0.0973525007558543","0.150679342683106"
"Min 1x per week","2013","direct migration background","(2b) intermediate general qualification","7","","",""
"Min 1x per week","2013","direct migration background","(2a) intermediate vocational","33","0.182147823625492","0.129183624777048","0.235112022473936"
"Min 1x per week","2013","direct migration background","(2c_gen) general maturity certificate","31","0.0913076952029409","0.0513872653939441","0.131228125011938"
"Min 1x per week","2013","direct migration background","(2c_voc) vocational maturity certificate","53","0.120300916576693","0.0862682428099719","0.154333590343414"
"Min 1x per week","2013","direct migration background","(3a) lower tertiary education","14","","",""
"Min 1x per week","2013","direct migration background","(3b) higher tertiary education","84","0.173241389097819","0.139062902416016","0.207419875779623"
"Min 1x per week","2013","indirect migration background","(0) in school","9","","",""
"Min 1x per week","2013","indirect migration background","(1a) inadequately completed","3","","",""
"Min 1x per week","2013","indirect migration background","(1b) general elementary school","19","","",""
"Min 1x per week","2013","indirect migration background","(1c) basic vocational qualification","25","","",""
"Min 1x per week","2013","indirect migration background","(2b) intermediate general qualification","15","","",""
"Min 1x per week","2013","indirect migration background","(2a) intermediate vocational","37","0.135484837018087","0.0895237868498088","0.181445887186364"
"Min 1x per week","2013","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Min 1x per week","2013","indirect migration background","(2c_voc) vocational maturity certificate","18","","",""
"Min 1x per week","2013","indirect migration background","(3a) lower tertiary education","9","","",""
"Min 1x per week","2013","indirect migration background","(3b) higher tertiary education","26","","",""
"Min 1x per month","2013","no migration background","(0) in school","5","","",""
"Min 1x per month","2013","no migration background","(1a) inadequately completed","5","","",""
"Min 1x per month","2013","no migration background","(1b) general elementary school","21","","",""
"Min 1x per month","2013","no migration background","(1c) basic vocational qualification","114","0.0220567312689696","0.017997988710864","0.0261154738270751"
"Min 1x per month","2013","no migration background","(2b) intermediate general qualification","6","","",""
"Min 1x per month","2013","no migration background","(2a) intermediate vocational","191","0.0295212986218294","0.0252558272449545","0.0337867699987043"
"Min 1x per month","2013","no migration background","(2c_gen) general maturity certificate","18","","",""
"Min 1x per month","2013","no migration background","(2c_voc) vocational maturity certificate","50","0.0319911955797404","0.0238706592513432","0.0401117319081375"
"Min 1x per month","2013","no migration background","(3a) lower tertiary education","70","0.0397314123722455","0.0310103258187597","0.0484524989257313"
"Min 1x per month","2013","no migration background","(3b) higher tertiary education","98","0.0336481532059831","0.0273450404072851","0.0399512660046811"
"Min 1x per month","2013","direct migration background","(0) in school","1","","",""
"Min 1x per month","2013","direct migration background","(1a) inadequately completed","4","","",""
"Min 1x per month","2013","direct migration background","(1b) general elementary school","11","","",""
"Min 1x per month","2013","direct migration background","(1c) basic vocational qualification","23","","",""
"Min 1x per month","2013","direct migration background","(2b) intermediate general qualification","1","","",""
"Min 1x per month","2013","direct migration background","(2a) intermediate vocational","12","","",""
"Min 1x per month","2013","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","2013","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Min 1x per month","2013","direct migration background","(3a) lower tertiary education","7","","",""
"Min 1x per month","2013","direct migration background","(3b) higher tertiary education","16","","",""
