"pli0165","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2013","lower secondary degree","(0) in school","","","",""
"Daily","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","2013","lower secondary degree","(1b) general elementary school","388","0.17081215593376","0.152021903173468","0.189602408694051"
"Daily","2013","lower secondary degree","(1c) basic vocational qualification","940","0.144004735304456","0.134595020528599","0.153414450080312"
"Daily","2013","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Daily","2013","lower secondary degree","(2a) intermediate vocational","4","","",""
"Daily","2013","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Daily","2013","lower secondary degree","(2c_voc) vocational maturity certificate","3","","",""
"Daily","2013","lower secondary degree","(3a) lower tertiary education","12","","",""
"Daily","2013","lower secondary degree","(3b) higher tertiary education","2","","",""
"Daily","2013","secondary school degree","(0) in school","","","",""
"Daily","2013","secondary school degree","(1a) inadequately completed","","","",""
"Daily","2013","secondary school degree","(1b) general elementary school","","","",""
"Daily","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","2013","secondary school degree","(2b) intermediate general qualification","393","0.488853513892584","0.452366147386732","0.525340880398436"
"Daily","2013","secondary school degree","(2a) intermediate vocational","1693","0.24558740223484","0.235085335658942","0.256089468810739"
"Daily","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","2013","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Daily","2013","secondary school degree","(3a) lower tertiary education","76","0.124997836231575","0.0966543636698967","0.153341308793253"
"Daily","2013","secondary school degree","(3b) higher tertiary education","37","0.26853576100739","0.195382086020226","0.341689435994554"
"Daily","2013","college entrance qualification","(0) in school","","","",""
"Daily","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","2013","college entrance qualification","(1b) general elementary school","","","",""
"Daily","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","2013","college entrance qualification","(2c_gen) general maturity certificate","552","0.648703594092578","0.617073238826746","0.680333949358411"
"Daily","2013","college entrance qualification","(2c_voc) vocational maturity certificate","578","0.311663323664647","0.291251667146505","0.332074980182789"
"Daily","2013","college entrance qualification","(3a) lower tertiary education","270","0.179592350530729","0.159288818720803","0.199895882340655"
"Daily","2013","college entrance qualification","(3b) higher tertiary education","632","0.235939140046871","0.221121425672956","0.250756854420787"
"Daily","2013","Other degree","(0) in school","","","",""
"Daily","2013","Other degree","(1a) inadequately completed","","","",""
"Daily","2013","Other degree","(1b) general elementary school","87","0.168976394125705","0.131593395220422","0.206359393030987"
"Daily","2013","Other degree","(1c) basic vocational qualification","90","0.13853439016942","0.106255430900717","0.170813349438123"
"Daily","2013","Other degree","(2b) intermediate general qualification","","","",""
"Daily","2013","Other degree","(2a) intermediate vocational","","","",""
"Daily","2013","Other degree","(2c_gen) general maturity certificate","46","0.298628421190372","0.225389470702825","0.371867371677919"
"Daily","2013","Other degree","(2c_voc) vocational maturity certificate","68","0.217016896211703","0.164865560121447","0.26916823230196"
"Daily","2013","Other degree","(3a) lower tertiary education","5","","",""
"Daily","2013","Other degree","(3b) higher tertiary education","129","0.304105918919858","0.256452881762248","0.351758956077468"
"Daily","2013","no degree/no degree yet","(0) in school","369","0.852827192832219","0.82002118451541","0.885633201149028"
"Daily","2013","no degree/no degree yet","(1a) inadequately completed","97","0.168245840111307","0.129549443549327","0.206942236673287"
"Daily","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","2013","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Min 1x per week","2013","lower secondary degree","(0) in school","","","",""
"Min 1x per week","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","2013","lower secondary degree","(1b) general elementary school","116","0.0460102375917799","0.0355498960080159","0.0564705791755439"
"Min 1x per week","2013","lower secondary degree","(1c) basic vocational qualification","515","0.0925384963821101","0.0847719540056699","0.10030503875855"
"Min 1x per week","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2013","lower secondary degree","(3a) lower tertiary education","3","","",""
"Min 1x per week","2013","lower secondary degree","(3b) higher tertiary education","1","","",""
"Min 1x per week","2013","secondary school degree","(0) in school","","","",""
"Min 1x per week","2013","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","2013","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","2013","secondary school degree","(2b) intermediate general qualification","88","0.131688754565828","0.107006062981722","0.156371446149934"
"Min 1x per week","2013","secondary school degree","(2a) intermediate vocational","811","0.128259160826141","0.120100757876874","0.136417563775408"
"Min 1x per week","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2013","secondary school degree","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","2013","secondary school degree","(3a) lower tertiary education","55","0.112428806090679","0.0853557274129973","0.13950188476836"
"Min 1x per week","2013","secondary school degree","(3b) higher tertiary education","16","","",""
"Min 1x per week","2013","college entrance qualification","(0) in school","","","",""
"Min 1x per week","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","2013","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","2013","college entrance qualification","(2c_gen) general maturity certificate","85","0.10295497156769","0.0828188952846063","0.123091047850773"
"Min 1x per week","2013","college entrance qualification","(2c_voc) vocational maturity certificate","257","0.124262062665773","0.109724509750743","0.138799615580804"
"Min 1x per week","2013","college entrance qualification","(3a) lower tertiary education","193","0.122523368619134","0.105179735965454","0.139867001272814"
"Min 1x per week","2013","college entrance qualification","(3b) higher tertiary education","383","0.116244597103468","0.105058729472165","0.127430464734771"
"Min 1x per week","2013","Other degree","(0) in school","","","",""
"Min 1x per week","2013","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","2013","Other degree","(1b) general elementary school","44","0.0499917427418549","0.0282513559200971","0.0717321295636127"
"Min 1x per week","2013","Other degree","(1c) basic vocational qualification","48","0.0752284749034365","0.0505834020715273","0.0998735477353458"
"Min 1x per week","2013","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","2013","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","2013","Other degree","(2c_gen) general maturity certificate","22","","",""
"Min 1x per week","2013","Other degree","(2c_voc) vocational maturity certificate","37","0.104364632732698","0.0656847844302842","0.143044481035112"
"Min 1x per week","2013","Other degree","(3a) lower tertiary education","7","","",""
"Min 1x per week","2013","Other degree","(3b) higher tertiary education","65","0.167517620925677","0.128834246552897","0.206200995298457"
"Min 1x per week","2013","no degree/no degree yet","(0) in school","48","0.0920136456434833","0.0652481762604785","0.118779115026488"
"Min 1x per week","2013","no degree/no degree yet","(1a) inadequately completed","38","0.13314305217373","0.0980004563114964","0.168285648035964"
"Min 1x per week","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","2013","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Min 1x per month","2013","lower secondary degree","(0) in school","","","",""
"Min 1x per month","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","2013","lower secondary degree","(1b) general elementary school","29","","",""
"Min 1x per month","2013","lower secondary degree","(1c) basic vocational qualification","127","0.0228777113439469","0.0188705840421363","0.0268848386457575"
"Min 1x per month","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2013","lower secondary degree","(3a) lower tertiary education","4","","",""
"Min 1x per month","2013","lower secondary degree","(3b) higher tertiary education","2","","",""
"Min 1x per month","2013","secondary school degree","(0) in school","","","",""
"Min 1x per month","2013","secondary school degree","(1a) inadequately completed","","","",""
