"pli0165","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2013","Not Employed","in school","285","0.863096687377586","0.826929056898682","0.899264317856489"
"Daily","2013","Not Employed","inadequately","43","0.14455621636074","0.0933263848959964","0.195786047825483"
"Daily","2013","Not Employed","general elemantary","296","0.122992708181574","0.10548613959643","0.140499276766717"
"Daily","2013","Not Employed","middle vocational","801","0.138369520218546","0.128156666374588","0.148582374062505"
"Daily","2013","Not Employed","vocational + Abi","82","0.185688955013543","0.144950714520476","0.226427195506609"
"Daily","2013","Not Employed","higher vocational","45","0.0818816928724249","0.0570936697752197","0.10666971596963"
"Daily","2013","Not Employed","higher education","231","0.134283465958008","0.116794231887802","0.151772700028213"
"Daily","2013","Employed","in school","83","0.854723149783628","0.78495680110024","0.924489498467016"
"Daily","2013","Employed","inadequately","56","0.295209349831707","0.221472505947456","0.368946193715957"
"Daily","2013","Employed","general elemantary","546","0.413844738994278","0.386442424067882","0.441247053920675"
"Daily","2013","Employed","middle vocational","2432","0.29557803125215","0.285567785230473","0.305588277273827"
"Daily","2013","Employed","vocational + Abi","475","0.361945570204269","0.337003136577085","0.386888003831453"
"Daily","2013","Employed","higher vocational","250","0.216768558488926","0.193445704101831","0.240091412876021"
"Daily","2013","Employed","higher education","962","0.245086939989091","0.232311891257336","0.257861988720845"
"Min 1x per week","2013","Not Employed","in school","42","0.110315416164835","0.0773529657014131","0.143277866628256"
"Min 1x per week","2013","Not Employed","inadequately","11","","",""
"Min 1x per week","2013","Not Employed","general elemantary","84","0.0413450660237121","0.0307329315150092","0.051957200532415"
"Min 1x per week","2013","Not Employed","middle vocational","289","0.0599788120670931","0.0529556268197948","0.0670019973143914"
"Min 1x per week","2013","Not Employed","vocational + Abi","27","","",""
"Min 1x per week","2013","Not Employed","higher vocational","38","0.0794547475487594","0.0550045901428229","0.103904904954696"
"Min 1x per week","2013","Not Employed","higher education","137","0.0815021933407808","0.0674677441329713","0.0955366425485902"
"Min 1x per week","2013","Employed","in school","5","","",""
"Min 1x per week","2013","Employed","inadequately","26","","",""
"Min 1x per week","2013","Employed","general elemantary","156","0.102835843155971","0.0859364770670698","0.119735209244872"
"Min 1x per week","2013","Employed","middle vocational","1092","0.141227585981076","0.133587626771793","0.148867545190359"
"Min 1x per week","2013","Employed","vocational + Abi","203","0.133684880585936","0.116021760503154","0.151348000668719"
"Min 1x per week","2013","Employed","higher vocational","164","0.135228618911932","0.115872269194073","0.154584968629792"
"Min 1x per week","2013","Employed","higher education","603","0.132632395829297","0.12255889521231","0.142705896446285"
"Min 1x per month","2013","Not Employed","in school","5","","",""
"Min 1x per month","2013","Not Employed","inadequately","2","","",""
"Min 1x per month","2013","Not Employed","general elemantary","10","","",""
"Min 1x per month","2013","Not Employed","middle vocational","89","0.0147162717341185","0.0111546653020397","0.0182778781661973"
"Min 1x per month","2013","Not Employed","vocational + Abi","8","","",""
"Min 1x per month","2013","Not Employed","higher vocational","10","","",""
"Min 1x per month","2013","Not Employed","higher education","26","","",""
"Min 1x per month","2013","Employed","in school","1","","",""
"Min 1x per month","2013","Employed","inadequately","4","","",""
"Min 1x per month","2013","Employed","general elemantary","33","0.0294309318142889","0.0200276937865999","0.0388341698419778"
"Min 1x per month","2013","Employed","middle vocational","259","0.034849241994507","0.0308259043990741","0.0388725795899399"
"Min 1x per month","2013","Employed","vocational + Abi","45","0.0321187326874869","0.0229675216465303","0.0412699437284436"
"Min 1x per month","2013","Employed","higher vocational","42","0.0350451824740591","0.0246362509473657","0.0454541140007526"
"Min 1x per month","2013","Employed","higher education","178","0.0463194613626685","0.0400772679404185","0.0525616547849185"
"Rarely","2013","Not Employed","in school","4","","",""
"Rarely","2013","Not Employed","inadequately","8","","",""
"Rarely","2013","Not Employed","general elemantary","52","0.0295071856509889","0.0204869101556392","0.0385274611463386"
"Rarely","2013","Not Employed","middle vocational","234","0.0530164566822268","0.0463890604320014","0.0596438529324523"
"Rarely","2013","Not Employed","vocational + Abi","18","","",""
"Rarely","2013","Not Employed","higher vocational","39","0.0655263370351714","0.0431550669713511","0.0878976070989917"
"Rarely","2013","Not Employed","higher education","135","0.0794542916324381","0.0655818463018007","0.0933267369630754"
"Rarely","2013","Employed","in school","4","","",""
"Rarely","2013","Employed","inadequately","6","","",""
"Rarely","2013","Employed","general elemantary","88","0.061806466587675","0.048408916913983","0.075204016261367"
"Rarely","2013","Employed","middle vocational","694","0.0878942772481204","0.0816827968470217","0.094105757649219"
"Rarely","2013","Employed","vocational + Abi","122","0.0933044173289528","0.0782081290416433","0.108400705616262"
"Rarely","2013","Employed","higher vocational","123","0.116514218524145","0.0983537208833455","0.134674716164944"
"Rarely","2013","Employed","higher education","452","0.0914546050211697","0.0828934942513874","0.100015715790952"
"Never","2013","Not Employed","in school","11","","",""
"Never","2013","Not Employed","inadequately","117","0.776421866867389","0.71572415140437","0.837119582330409"
"Never","2013","Not Employed","general elemantary","910","0.799281643428099","0.777931381327019","0.82063190552918"
"Never","2013","Not Employed","middle vocational","2978","0.733918939298015","0.720848282793234","0.746989595802797"
"Never","2013","Not Employed","vocational + Abi","215","0.660812397773243","0.611213372137382","0.710411423409104"
"Never","2013","Not Employed","higher vocational","338","0.755112121551183","0.7162354990619","0.793988744040465"
"Never","2013","Not Employed","higher education","931","0.687511828522287","0.663736389681457","0.711287267363116"
"Never","2013","Employed","in school","5","","",""
"Never","2013","Employed","inadequately","55","0.410032521102307","0.330524194760056","0.489540847444558"
"Never","2013","Employed","general elemantary","418","0.392082019447787","0.36491930563792","0.419244733257654"
"Never","2013","Employed","middle vocational","3505","0.440450863524147","0.429560056140664","0.45134167090763"
"Never","2013","Employed","vocational + Abi","581","0.378946399193355","0.353767208748458","0.404125589638252"
"Never","2013","Employed","higher vocational","620","0.496443421600938","0.468142699518405","0.52474414368347"
"Never","2013","Employed","higher education","2160","0.484506597797774","0.469663812183819","0.499349383411728"
"Daily","2014","Not Employed","in school","","","",""
"Daily","2014","Not Employed","inadequately","","","",""
"Daily","2014","Not Employed","general elemantary","","","",""
"Daily","2014","Not Employed","middle vocational","","","",""
"Daily","2014","Not Employed","vocational + Abi","","","",""
"Daily","2014","Not Employed","higher vocational","","","",""
"Daily","2014","Not Employed","higher education","","","",""
"Daily","2014","Employed","in school","","","",""
"Daily","2014","Employed","inadequately","","","",""
"Daily","2014","Employed","general elemantary","","","",""
"Daily","2014","Employed","middle vocational","","","",""
"Daily","2014","Employed","vocational + Abi","","","",""
"Daily","2014","Employed","higher vocational","","","",""
"Daily","2014","Employed","higher education","","","",""
"Min 1x per week","2014","Not Employed","in school","","","",""
"Min 1x per week","2014","Not Employed","inadequately","","","",""
"Min 1x per week","2014","Not Employed","general elemantary","","","",""
"Min 1x per week","2014","Not Employed","middle vocational","","","",""
"Min 1x per week","2014","Not Employed","vocational + Abi","","","",""
"Min 1x per week","2014","Not Employed","higher vocational","","","",""
"Min 1x per week","2014","Not Employed","higher education","","","",""
"Min 1x per week","2014","Employed","in school","","","",""
"Min 1x per week","2014","Employed","inadequately","","","",""
"Min 1x per week","2014","Employed","general elemantary","","","",""
"Min 1x per week","2014","Employed","middle vocational","","","",""
"Min 1x per week","2014","Employed","vocational + Abi","","","",""
"Min 1x per week","2014","Employed","higher vocational","","","",""
"Min 1x per week","2014","Employed","higher education","","","",""
"Min 1x per month","2014","Not Employed","in school","","","",""
"Min 1x per month","2014","Not Employed","inadequately","","","",""
"Min 1x per month","2014","Not Employed","general elemantary","","","",""
"Min 1x per month","2014","Not Employed","middle vocational","","","",""
"Min 1x per month","2014","Not Employed","vocational + Abi","","","",""
"Min 1x per month","2014","Not Employed","higher vocational","","","",""
"Min 1x per month","2014","Not Employed","higher education","","","",""
"Min 1x per month","2014","Employed","in school","","","",""
"Min 1x per month","2014","Employed","inadequately","","","",""
"Min 1x per month","2014","Employed","general elemantary","","","",""
"Min 1x per month","2014","Employed","middle vocational","","","",""
"Min 1x per month","2014","Employed","vocational + Abi","","","",""
"Min 1x per month","2014","Employed","higher vocational","","","",""
"Min 1x per month","2014","Employed","higher education","","","",""
"Rarely","2014","Not Employed","in school","","","",""
"Rarely","2014","Not Employed","inadequately","","","",""
"Rarely","2014","Not Employed","general elemantary","","","",""
"Rarely","2014","Not Employed","middle vocational","","","",""
"Rarely","2014","Not Employed","vocational + Abi","","","",""
"Rarely","2014","Not Employed","higher vocational","","","",""
"Rarely","2014","Not Employed","higher education","","","",""
"Rarely","2014","Employed","in school","","","",""
"Rarely","2014","Employed","inadequately","","","",""
"Rarely","2014","Employed","general elemantary","","","",""
"Rarely","2014","Employed","middle vocational","","","",""
"Rarely","2014","Employed","vocational + Abi","","","",""
"Rarely","2014","Employed","higher vocational","","","",""
"Rarely","2014","Employed","higher education","","","",""
"Never","2014","Not Employed","in school","","","",""
"Never","2014","Not Employed","inadequately","","","",""
"Never","2014","Not Employed","general elemantary","","","",""
"Never","2014","Not Employed","middle vocational","","","",""
"Never","2014","Not Employed","vocational + Abi","","","",""
"Never","2014","Not Employed","higher vocational","","","",""
"Never","2014","Not Employed","higher education","","","",""
"Never","2014","Employed","in school","","","",""
"Never","2014","Employed","inadequately","","","",""
"Never","2014","Employed","general elemantary","","","",""
"Never","2014","Employed","middle vocational","","","",""
"Never","2014","Employed","vocational + Abi","","","",""
"Never","2014","Employed","higher vocational","","","",""
"Never","2014","Employed","higher education","","","",""
"Daily","2015","Not Employed","in school","","","",""
"Daily","2015","Not Employed","inadequately","","","",""
"Daily","2015","Not Employed","general elemantary","","","",""
"Daily","2015","Not Employed","middle vocational","","","",""
"Daily","2015","Not Employed","vocational + Abi","","","",""
"Daily","2015","Not Employed","higher vocational","","","",""
"Daily","2015","Not Employed","higher education","","","",""
"Daily","2015","Employed","in school","","","",""
"Daily","2015","Employed","inadequately","","","",""
"Daily","2015","Employed","general elemantary","","","",""
"Daily","2015","Employed","middle vocational","","","",""
"Daily","2015","Employed","vocational + Abi","","","",""
"Daily","2015","Employed","higher vocational","","","",""
"Daily","2015","Employed","higher education","","","",""
"Min 1x per week","2015","Not Employed","in school","","","",""
"Min 1x per week","2015","Not Employed","inadequately","","","",""
"Min 1x per week","2015","Not Employed","general elemantary","","","",""
"Min 1x per week","2015","Not Employed","middle vocational","","","",""
"Min 1x per week","2015","Not Employed","vocational + Abi","","","",""
"Min 1x per week","2015","Not Employed","higher vocational","","","",""
"Min 1x per week","2015","Not Employed","higher education","","","",""
"Min 1x per week","2015","Employed","in school","","","",""
"Min 1x per week","2015","Employed","inadequately","","","",""
"Min 1x per week","2015","Employed","general elemantary","","","",""
"Min 1x per week","2015","Employed","middle vocational","","","",""
"Min 1x per week","2015","Employed","vocational + Abi","","","",""
"Min 1x per week","2015","Employed","higher vocational","","","",""
"Min 1x per week","2015","Employed","higher education","","","",""
"Min 1x per month","2015","Not Employed","in school","","","",""
"Min 1x per month","2015","Not Employed","inadequately","","","",""
"Min 1x per month","2015","Not Employed","general elemantary","","","",""
"Min 1x per month","2015","Not Employed","middle vocational","","","",""
"Min 1x per month","2015","Not Employed","vocational + Abi","","","",""
"Min 1x per month","2015","Not Employed","higher vocational","","","",""
"Min 1x per month","2015","Not Employed","higher education","","","",""
"Min 1x per month","2015","Employed","in school","","","",""
"Min 1x per month","2015","Employed","inadequately","","","",""
"Min 1x per month","2015","Employed","general elemantary","","","",""
"Min 1x per month","2015","Employed","middle vocational","","","",""
"Min 1x per month","2015","Employed","vocational + Abi","","","",""
"Min 1x per month","2015","Employed","higher vocational","","","",""
"Min 1x per month","2015","Employed","higher education","","","",""
"Rarely","2015","Not Employed","in school","","","",""
"Rarely","2015","Not Employed","inadequately","","","",""
"Rarely","2015","Not Employed","general elemantary","","","",""
"Rarely","2015","Not Employed","middle vocational","","","",""
"Rarely","2015","Not Employed","vocational + Abi","","","",""
"Rarely","2015","Not Employed","higher vocational","","","",""
"Rarely","2015","Not Employed","higher education","","","",""
"Rarely","2015","Employed","in school","","","",""
"Rarely","2015","Employed","inadequately","","","",""
"Rarely","2015","Employed","general elemantary","","","",""
"Rarely","2015","Employed","middle vocational","","","",""
"Rarely","2015","Employed","vocational + Abi","","","",""
"Rarely","2015","Employed","higher vocational","","","",""
"Rarely","2015","Employed","higher education","","","",""
"Never","2015","Not Employed","in school","","","",""
"Never","2015","Not Employed","inadequately","","","",""
"Never","2015","Not Employed","general elemantary","","","",""
"Never","2015","Not Employed","middle vocational","","","",""
"Never","2015","Not Employed","vocational + Abi","","","",""
"Never","2015","Not Employed","higher vocational","","","",""
"Never","2015","Not Employed","higher education","","","",""
