"pli0165","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Daily","2013","Not Employed","lower secondary degree","422","0.0753033682224526","0.0667060967923131","0.083900639652592"
"Daily","2013","Not Employed","secondary school degree","475","0.185270367660103","0.168484834373899","0.202055900946306"
"Daily","2013","Not Employed","college entrance qualification","419","0.233116269971379","0.212801005300034","0.253431534642723"
"Daily","2013","Not Employed","Other degree","134","0.131479124663089","0.104793567938089","0.158164681388089"
"Daily","2013","Not Employed","no degree/no degree yet","320","0.46740221772447","0.425475226035912","0.509329209413029"
"Daily","2013","Employed","lower secondary degree","929","0.246468312933611","0.232092116325004","0.260844509542218"
"Daily","2013","Employed","secondary school degree","1727","0.287812035659788","0.276163439307018","0.299460632012558"
"Daily","2013","Employed","college entrance qualification","1613","0.325476013819638","0.313329261553341","0.337622766085935"
"Daily","2013","Employed","Other degree","291","0.259417886181706","0.232100665392233","0.286735106971178"
"Daily","2013","Employed","no degree/no degree yet","147","0.481859668436238","0.422037151396224","0.541682185476252"
"Min 1x per week","2013","Not Employed","lower secondary degree","178","0.0431151304531766","0.0364975611917746","0.0497326997145787"
"Min 1x per week","2013","Not Employed","secondary school degree","176","0.0778230424000369","0.0662489580932968","0.089397126706777"
"Min 1x per week","2013","Not Employed","college entrance qualification","158","0.0934285760215384","0.0794451912616747","0.107411960781402"
"Min 1x per week","2013","Not Employed","Other degree","55","0.0522156886879135","0.0346480658911783","0.0697833114846487"
"Min 1x per week","2013","Not Employed","no degree/no degree yet","57","0.0934326349662939","0.0689759279895131","0.117889341943075"
"Min 1x per week","2013","Employed","lower secondary degree","457","0.128991574466321","0.11780995914014","0.140173189792502"
"Min 1x per week","2013","Employed","secondary school degree","798","0.147952290550901","0.138817163140756","0.157087417961046"
"Min 1x per week","2013","Employed","college entrance qualification","760","0.125784763286117","0.117188193657404","0.13438133291483"
"Min 1x per week","2013","Employed","Other degree","168","0.129554431285017","0.108625507778625","0.150483354791409"
"Min 1x per week","2013","Employed","no degree/no degree yet","30","0.159947829958064","0.116062133070094","0.203833526846034"
"Min 1x per month","2013","Not Employed","lower secondary degree","46","0.010918849402411","0.00753307357389452","0.0143046252309274"
"Min 1x per month","2013","Not Employed","secondary school degree","48","0.0150000926691189","0.00974850679263639","0.0202516785456014"
"Min 1x per month","2013","Not Employed","college entrance qualification","34","0.0201515835350141","0.0134000027706115","0.0269031642994167"
"Min 1x per month","2013","Not Employed","Other degree","11","","",""
"Min 1x per month","2013","Not Employed","no degree/no degree yet","8","","",""
"Min 1x per month","2013","Employed","lower secondary degree","116","0.0365089784749375","0.0302524075196022","0.0427655494302729"
"Min 1x per month","2013","Employed","secondary school degree","189","0.0322612983584175","0.0277151690825993","0.0368074276342357"
"Min 1x per month","2013","Employed","college entrance qualification","208","0.0413631267932463","0.0362009160954646","0.046525337491028"
"Min 1x per month","2013","Employed","Other degree","35","0.0376214548096638","0.0257626559142083","0.0494802537051193"
"Min 1x per month","2013","Employed","no degree/no degree yet","7","","",""
"Rarely","2013","Not Employed","lower secondary degree","177","0.0479048574148633","0.0409468682177534","0.0548628466119732"
"Rarely","2013","Not Employed","secondary school degree","132","0.0567239827331911","0.0467302401169486","0.0667177253494336"
"Rarely","2013","Not Employed","college entrance qualification","137","0.0703685019066739","0.0580795173683665","0.0826574864449814"
"Rarely","2013","Not Employed","Other degree","30","0.0434411563781679","0.0273434400794605","0.0595388726768754"
"Rarely","2013","Not Employed","no degree/no degree yet","11","","",""
"Rarely","2013","Employed","lower secondary degree","317","0.0898899331939579","0.0803484654728787","0.0994314009150372"
"Rarely","2013","Employed","secondary school degree","501","0.0890157156110591","0.0816889787872602","0.0963424524348579"
"Rarely","2013","Employed","college entrance qualification","555","0.0917414546817031","0.0842582170191408","0.0992246923442654"
"Rarely","2013","Employed","Other degree","85","0.0774122614566143","0.0607567236039406","0.0940677993092879"
"Rarely","2013","Employed","no degree/no degree yet","16","","",""
"Never","2013","Not Employed","lower secondary degree","2796","0.822757794507097","0.810316276431012","0.835199312583181"
"Never","2013","Not Employed","secondary school degree","1227","0.66518251453755","0.644793328745953","0.685571700329148"
"Never","2013","Not Employed","college entrance qualification","916","0.582935068565395","0.55924407043751","0.606626066693279"
"Never","2013","Not Employed","Other degree","386","0.752970768960729","0.718912625806905","0.787028912114552"
"Never","2013","Not Employed","no degree/no degree yet","148","0.421511255701815","0.380015785903797","0.463006725499833"
"Never","2013","Employed","lower secondary degree","1633","0.498141200931172","0.481461828705967","0.514820573156378"
"Never","2013","Employed","secondary school degree","2588","0.442958659819834","0.430178181218307","0.455739138421362"
"Never","2013","Employed","college entrance qualification","2580","0.415634641419296","0.402858489099307","0.428410793739285"
"Never","2013","Employed","Other degree","410","0.495993966266999","0.464833352041119","0.527154580492879"
"Never","2013","Employed","no degree/no degree yet","68","0.274403102249246","0.220980761746783","0.327825442751709"
"Daily","2014","Not Employed","lower secondary degree","","","",""
"Daily","2014","Not Employed","secondary school degree","","","",""
"Daily","2014","Not Employed","college entrance qualification","","","",""
"Daily","2014","Not Employed","Other degree","","","",""
"Daily","2014","Not Employed","no degree/no degree yet","","","",""
"Daily","2014","Employed","lower secondary degree","","","",""
"Daily","2014","Employed","secondary school degree","","","",""
"Daily","2014","Employed","college entrance qualification","","","",""
"Daily","2014","Employed","Other degree","","","",""
"Daily","2014","Employed","no degree/no degree yet","","","",""
"Min 1x per week","2014","Not Employed","lower secondary degree","","","",""
"Min 1x per week","2014","Not Employed","secondary school degree","","","",""
"Min 1x per week","2014","Not Employed","college entrance qualification","","","",""
"Min 1x per week","2014","Not Employed","Other degree","","","",""
"Min 1x per week","2014","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","2014","Employed","lower secondary degree","","","",""
"Min 1x per week","2014","Employed","secondary school degree","","","",""
"Min 1x per week","2014","Employed","college entrance qualification","","","",""
"Min 1x per week","2014","Employed","Other degree","","","",""
"Min 1x per week","2014","Employed","no degree/no degree yet","","","",""
"Min 1x per month","2014","Not Employed","lower secondary degree","","","",""
"Min 1x per month","2014","Not Employed","secondary school degree","","","",""
"Min 1x per month","2014","Not Employed","college entrance qualification","","","",""
"Min 1x per month","2014","Not Employed","Other degree","","","",""
"Min 1x per month","2014","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","2014","Employed","lower secondary degree","","","",""
"Min 1x per month","2014","Employed","secondary school degree","","","",""
"Min 1x per month","2014","Employed","college entrance qualification","","","",""
"Min 1x per month","2014","Employed","Other degree","","","",""
"Min 1x per month","2014","Employed","no degree/no degree yet","","","",""
"Rarely","2014","Not Employed","lower secondary degree","","","",""
"Rarely","2014","Not Employed","secondary school degree","","","",""
"Rarely","2014","Not Employed","college entrance qualification","","","",""
"Rarely","2014","Not Employed","Other degree","","","",""
"Rarely","2014","Not Employed","no degree/no degree yet","","","",""
"Rarely","2014","Employed","lower secondary degree","","","",""
"Rarely","2014","Employed","secondary school degree","","","",""
"Rarely","2014","Employed","college entrance qualification","","","",""
"Rarely","2014","Employed","Other degree","","","",""
"Rarely","2014","Employed","no degree/no degree yet","","","",""
"Never","2014","Not Employed","lower secondary degree","","","",""
"Never","2014","Not Employed","secondary school degree","","","",""
"Never","2014","Not Employed","college entrance qualification","","","",""
"Never","2014","Not Employed","Other degree","","","",""
"Never","2014","Not Employed","no degree/no degree yet","","","",""
"Never","2014","Employed","lower secondary degree","","","",""
"Never","2014","Employed","secondary school degree","","","",""
"Never","2014","Employed","college entrance qualification","","","",""
"Never","2014","Employed","Other degree","","","",""
"Never","2014","Employed","no degree/no degree yet","","","",""
"Daily","2015","Not Employed","lower secondary degree","","","",""
