"pli0165","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","2013","Schleswig-Holstein","in school","19","","","","1"
"Daily","2013","Schleswig-Holstein","inadequately","6","","","","1"
"Daily","2013","Schleswig-Holstein","general elemantary","38","0.351378152900822","0.256859348979111","0.445896956822533","1"
"Daily","2013","Schleswig-Holstein","middle vocational","146","0.250726747374666","0.211458129790437","0.289995364958895","1"
"Daily","2013","Schleswig-Holstein","vocational + Abi","31","0.198516601336706","0.110557612809024","0.286475589864388","1"
"Daily","2013","Schleswig-Holstein","higher vocational","7","","","","1"
"Daily","2013","Schleswig-Holstein","higher education","30","0.272878649264119","0.200871162944958","0.344886135583279","1"
"Daily","2013","Hamburg","in school","6","","","","1"
"Daily","2013","Hamburg","inadequately","","","","","1"
"Daily","2013","Hamburg","general elemantary","13","","","","1"
"Daily","2013","Hamburg","middle vocational","42","0.215661857359809","0.153837164337869","0.277486550381749","1"
"Daily","2013","Hamburg","vocational + Abi","14","","","","1"
"Daily","2013","Hamburg","higher vocational","2","","","","1"
"Daily","2013","Hamburg","higher education","39","0.326896592410919","0.245634276065689","0.40815890875615","1"
"Daily","2013","Lower Saxony","in school","40","0.745192522674339","0.621919569369297","0.868465475979382","1"
"Daily","2013","Lower Saxony","inadequately","7","","","","1"
"Daily","2013","Lower Saxony","general elemantary","106","0.264587490540852","0.215562439256582","0.313612541825122","1"
"Daily","2013","Lower Saxony","middle vocational","376","0.263601889755739","0.238939597027617","0.288264182483861","1"
"Daily","2013","Lower Saxony","vocational + Abi","52","0.338797299756268","0.265688032292939","0.411906567219598","1"
"Daily","2013","Lower Saxony","higher vocational","23","","","","1"
"Daily","2013","Lower Saxony","higher education","102","0.200816489300578","0.165163153938043","0.236469824663114","1"
"Daily","2013","Bremen","in school","1","","","","1"
"Daily","2013","Bremen","inadequately","4","","","","1"
"Daily","2013","Bremen","general elemantary","10","","","","1"
"Daily","2013","Bremen","middle vocational","22","","","","1"
"Daily","2013","Bremen","vocational + Abi","6","","","","1"
"Daily","2013","Bremen","higher vocational","","","","","1"
"Daily","2013","Bremen","higher education","19","","","","1"
"Daily","2013","North Rhine-Westphalia","in school","108","0.880178167370088","0.823918600938025","0.936437733802151","1"
"Daily","2013","North Rhine-Westphalia","inadequately","22","","","","1"
"Daily","2013","North Rhine-Westphalia","general elemantary","221","0.264928129806991","0.230386465499428","0.299469794114553","1"
"Daily","2013","North Rhine-Westphalia","middle vocational","608","0.238801240431286","0.22110176553895","0.256500715323622","1"
"Daily","2013","North Rhine-Westphalia","vocational + Abi","164","0.359899625012707","0.318161688630309","0.401637561395104","1"
"Daily","2013","North Rhine-Westphalia","higher vocational","57","0.188779133427014","0.143739417490376","0.233818849363652","1"
"Daily","2013","North Rhine-Westphalia","higher education","228","0.235010977838819","0.21003365099989","0.259988304677749","1"
"Daily","2013","Hesse","in school","31","0.915007604645005","0.825151080445515","1.0048641288445","1"
"Daily","2013","Hesse","inadequately","12","","","","1"
"Daily","2013","Hesse","general elemantary","55","0.177338418651267","0.120090189194436","0.234586648108097","1"
"Daily","2013","Hesse","middle vocational","222","0.243568726711226","0.212971455645343","0.27416599777711","1"
"Daily","2013","Hesse","vocational + Abi","48","0.334324165967794","0.258829243756734","0.409819088178853","1"
"Daily","2013","Hesse","higher vocational","22","","","","1"
"Daily","2013","Hesse","higher education","109","0.192056914734232","0.157178606678176","0.226935222790289","1"
"Daily","2013","Rhineland-Palatinate,Saarland","in school","21","","","","1"
"Daily","2013","Rhineland-Palatinate,Saarland","inadequately","4","","","","1"
"Daily","2013","Rhineland-Palatinate,Saarland","general elemantary","53","0.235710962576523","0.176739722737984","0.294682202415062","1"
"Daily","2013","Rhineland-Palatinate,Saarland","middle vocational","182","0.257185606343749","0.224760316669317","0.28961089601818","1"
"Daily","2013","Rhineland-Palatinate,Saarland","vocational + Abi","33","0.35950678864399","0.261981458297075","0.457032118990905","1"
"Daily","2013","Rhineland-Palatinate,Saarland","higher vocational","24","","","","1"
"Daily","2013","Rhineland-Palatinate,Saarland","higher education","55","0.219930361660093","0.168790788104631","0.271069935215556","1"
"Daily","2013","Baden-Württemberg","in school","43","0.906783623332547","0.826197357553983","0.987369889111112","1"
"Daily","2013","Baden-Württemberg","inadequately","2","","","","1"
"Daily","2013","Baden-Württemberg","general elemantary","97","0.211028625714237","0.167846666837476","0.254210584590997","1"
"Daily","2013","Baden-Württemberg","middle vocational","363","0.220884374746862","0.199138446032304","0.242630303461419","1"
"Daily","2013","Baden-Württemberg","vocational + Abi","56","0.260532691301405","0.200594299927372","0.320471082675437","1"
"Daily","2013","Baden-Württemberg","higher vocational","37","0.196080420584124","0.143853427596393","0.248307413571855","1"
"Daily","2013","Baden-Württemberg","higher education","136","0.201535449147901","0.171966088943328","0.231104809352474","1"
"Daily","2013","Bavaria","in school","51","0.827969239254731","0.735506179674966","0.920432298834496","1"
"Daily","2013","Bavaria","inadequately","13","","","","1"
"Daily","2013","Bavaria","general elemantary","109","0.179931430356725","0.142794519097801","0.217068341615649","1"
"Daily","2013","Bavaria","middle vocational","526","0.222037297706048","0.204274113915616","0.23980048149648","1"
"Daily","2013","Bavaria","vocational + Abi","67","0.296592202605777","0.237304568328761","0.355879836882792","1"
"Daily","2013","Bavaria","higher vocational","65","0.219789578779488","0.172211048945144","0.267368108613831","1"
"Daily","2013","Bavaria","higher education","155","0.197075124159419","0.169510221793328","0.22464002652551","1"
"Daily","2013","Berlin","in school","14","","","","1"
"Daily","2013","Berlin","inadequately","4","","","","1"
"Daily","2013","Berlin","general elemantary","31","0.365031676812262","0.247081278782277","0.482982074842248","1"
"Daily","2013","Berlin","middle vocational","107","0.260430951144407","0.216985859285866","0.303876043002949","1"
"Daily","2013","Berlin","vocational + Abi","21","","","","1"
"Daily","2013","Berlin","higher vocational","10","","","","1"
"Daily","2013","Berlin","higher education","92","0.265312918576359","0.220204813656233","0.310421023496484","1"
"Daily","2013","Brandenburg","in school","10","","","","1"
"Daily","2013","Brandenburg","inadequately","1","","","","1"
"Daily","2013","Brandenburg","general elemantary","22","","","","1"
"Daily","2013","Brandenburg","middle vocational","101","0.166655327055852","0.134375214346194","0.198935439765509","1"
"Daily","2013","Brandenburg","vocational + Abi","21","","","","1"
"Daily","2013","Brandenburg","higher vocational","9","","","","1"
"Daily","2013","Brandenburg","higher education","34","0.127984206933738","0.0871408062040964","0.16882760766338","1"
"Daily","2013","Mecklenburg-Western Pomerania","in school","5","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","inadequately","5","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","general elemantary","7","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","middle vocational","78","0.180265359189198","0.137948712729377","0.222582005649019","1"
"Daily","2013","Mecklenburg-Western Pomerania","vocational + Abi","9","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","higher vocational","9","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","higher education","28","","","","1"
"Daily","2013","Saxony","in school","13","","","","1"
"Daily","2013","Saxony","inadequately","4","","","","1"
"Daily","2013","Saxony","general elemantary","33","0.352123135680491","0.25398881715296","0.450257454208023","1"
"Daily","2013","Saxony","middle vocational","203","0.236051400056106","0.208460697782196","0.263642102330015","1"
"Daily","2013","Saxony","vocational + Abi","17","","","","1"
"Daily","2013","Saxony","higher vocational","11","","","","1"
"Daily","2013","Saxony","higher education","80","0.181760896266783","0.146208472266836","0.217313320266729","1"
"Daily","2013","Saxony-Anhalt","in school","2","","","","1"
"Daily","2013","Saxony-Anhalt","inadequately","11","","","","1"
"Daily","2013","Saxony-Anhalt","general elemantary","28","","","","1"
"Daily","2013","Saxony-Anhalt","middle vocational","127","0.218952831600399","0.183409319944455","0.254496343256343","1"
"Daily","2013","Saxony-Anhalt","vocational + Abi","10","","","","1"
"Daily","2013","Saxony-Anhalt","higher vocational","10","","","","1"
"Daily","2013","Saxony-Anhalt","higher education","46","0.212655023099569","0.158461624571216","0.266848421627923","1"
"Daily","2013","Thuringia","in school","4","","","","1"
"Daily","2013","Thuringia","inadequately","4","","","","1"
"Daily","2013","Thuringia","general elemantary","19","","","","1"
"Daily","2013","Thuringia","middle vocational","130","0.170541288864026","0.140295353117391","0.20078722461066","1"
"Daily","2013","Thuringia","vocational + Abi","8","","","","1"
"Daily","2013","Thuringia","higher vocational","9","","","","1"
"Daily","2013","Thuringia","higher education","40","0.19702731856225","0.143231062497819","0.250823574626682","1"
"Min 1x per month","2013","Schleswig-Holstein","higher vocational","2","","","","3"
"Min 1x per month","2013","Lower Saxony","middle vocational","36","0.0244185346105195","0.0157789189062865","0.0330581503147524","3"
"Min 1x per month","2013","Schleswig-Holstein","higher education","6","","","","3"
