"pli0165","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","2013","Schleswig-Holstein","Male","124","0.270040841852437","0.226531541191359","0.313550142513514","1"
"Daily","2013","Schleswig-Holstein","Female","165","0.254788990683589","0.216671334119395","0.292906647247782","1"
"Daily","2013","Hamburg","Male","51","0.33331713889959","0.264066057783938","0.402568220015243","1"
"Daily","2013","Hamburg","Female","68","0.224553277285963","0.170149437524781","0.278957117047145","1"
"Daily","2013","Lower Saxony","Male","317","0.269094239064552","0.242921858453056","0.295266619676047","1"
"Daily","2013","Lower Saxony","Female","418","0.253741855939121","0.230442909138565","0.277040802739677","1"
"Daily","2013","Bremen","Male","29","","","","1"
"Daily","2013","Bremen","Female","39","0.380548932081675","0.28723635622157","0.473861507941779","1"
"Daily","2013","North Rhine-Westphalia","Male","641","0.264983903076336","0.247017979550727","0.282949826601944","1"
"Daily","2013","North Rhine-Westphalia","Female","853","0.270798259842858","0.254285627513445","0.287310892172272","1"
"Daily","2013","Hesse","Male","230","0.245209474725","0.215509066845289","0.274909882604712","1"
"Daily","2013","Hesse","Female","285","0.249948960122056","0.222415717342154","0.277482202901959","1"
"Daily","2013","Rhineland-Palatinate,Saarland","Male","178","0.286754313530961","0.251213492572838","0.322295134489083","1"
"Daily","2013","Rhineland-Palatinate,Saarland","Female","211","0.235470230434677","0.205883310928555","0.2650571499408","1"
"Daily","2013","Baden-Württemberg","Male","322","0.237200183495963","0.214675919558676","0.259724447433251","1"
"Daily","2013","Baden-Württemberg","Female","444","0.216798610291365","0.196849497494771","0.236747723087959","1"
"Daily","2013","Bavaria","Male","448","0.217951932115766","0.198895248970863","0.237008615260669","1"
"Daily","2013","Bavaria","Female","589","0.233753827411169","0.216113069334427","0.251394585487911","1"
"Daily","2013","Berlin","Male","114","0.243581376676182","0.203290381623984","0.28387237172838","1"
"Daily","2013","Berlin","Female","175","0.308986418600607","0.270404370468501","0.347568466732714","1"
"Daily","2013","Brandenburg","Male","85","0.169160009157118","0.13486354924554","0.203456469068697","1"
"Daily","2013","Brandenburg","Female","126","0.193734988325865","0.160883607212916","0.226586369438814","1"
"Daily","2013","Mecklenburg-Western Pomerania","Male","59","0.192340614123675","0.14461548998151","0.24006573826584","1"
"Daily","2013","Mecklenburg-Western Pomerania","Female","84","0.176134358890249","0.134719455976498","0.217549261804","1"
"Daily","2013","Saxony","Male","176","0.250769459175001","0.221010732510486","0.280528185839515","1"
"Daily","2013","Saxony","Female","195","0.195169142965592","0.169086946134841","0.221251339796342","1"
"Daily","2013","Saxony-Anhalt","Male","109","0.249587084995765","0.208729691218476","0.290444478773054","1"
"Daily","2013","Saxony-Anhalt","Female","137","0.214528581261542","0.179613857992104","0.249443304530979","1"
"Daily","2013","Thuringia","Male","92","0.194555669676328","0.15789935550301","0.231211983849646","1"
"Daily","2013","Thuringia","Female","128","0.187602234897799","0.154826442224216","0.220378027571381","1"
"Min 1x per month","2013","Saxony","Male","29","","","","3"
"Min 1x per month","2013","Saxony","Female","20","","","","3"
"Min 1x per month","2013","Saxony-Anhalt","Male","11","","","","3"
"Min 1x per month","2013","Thuringia","Female","16","","","","3"
"Min 1x per month","2013","Hamburg","Male","10","","","","3"
"Min 1x per month","2013","Hamburg","Female","5","","","","3"
"Min 1x per month","2013","Bremen","Female","3","","","","3"
"Min 1x per month","2013","North Rhine-Westphalia","Male","80","0.040933730463907","0.0328677652161713","0.0489996957116427","3"
"Min 1x per month","2013","Schleswig-Holstein","Male","7","","","","3"
"Min 1x per month","2013","Schleswig-Holstein","Female","10","","","","3"
"Min 1x per month","2013","Lower Saxony","Male","29","","","","3"
"Min 1x per month","2013","Lower Saxony","Female","35","0.0285418454919502","0.0196262826335741","0.0374574083503262","3"
"Min 1x per month","2013","Bremen","Male","3","","","","3"
"Min 1x per month","2013","North Rhine-Westphalia","Female","64","0.020653174744216","0.0153683426000454","0.0259380068883867","3"
"Min 1x per month","2013","Hesse","Male","28","","","","3"
"Min 1x per month","2013","Hesse","Female","31","0.024295354574053","0.0145048044413575","0.0340859047067486","3"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","Male","14","","","","3"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","Female","30","0.034113834761528","0.021455901868346","0.0467717676547099","3"
"Min 1x per month","2013","Baden-Württemberg","Male","51","0.0388046407411033","0.0285779417418553","0.0490313397403513","3"
"Min 1x per month","2013","Baden-Württemberg","Female","41","0.0205739779164542","0.0137016548381504","0.027446300994758","3"
"Min 1x per month","2013","Bavaria","Male","57","0.0344985340975389","0.0260743661374364","0.0429227020576415","3"
"Min 1x per month","2013","Bavaria","Female","66","0.0335960607460837","0.026085415582895","0.0411067059092725","3"
"Min 1x per month","2013","Berlin","Male","8","","","","3"
"Min 1x per month","2013","Berlin","Female","15","","","","3"
"Min 1x per month","2013","Brandenburg","Male","15","","","","3"
"Min 1x per month","2013","Brandenburg","Female","15","","","","3"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","Male","8","","","","3"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","Female","6","","","","3"
"Min 1x per month","2013","Saxony-Anhalt","Female","8","","","","3"
"Min 1x per month","2013","Thuringia","Male","9","","","","3"
"Min 1x per week","2013","Schleswig-Holstein","Male","39","0.0766018270361692","0.0505383612849101","0.102665292787428","2"
"Min 1x per week","2013","Schleswig-Holstein","Female","57","0.0843534984594346","0.0600420014301029","0.108664995488766","2"
"Min 1x per week","2013","Hamburg","Male","22","","","","2"
"Min 1x per week","2013","Hamburg","Female","20","","","","2"
"Min 1x per week","2013","Lower Saxony","Male","140","0.125398332670976","0.105854426619671","0.14494223872228","2"
"Min 1x per week","2013","Lower Saxony","Female","153","0.107614646206891","0.0910223076797114","0.124206984734071","2"
"Min 1x per week","2013","Bremen","Male","12","","","","2"
"Min 1x per week","2013","Bremen","Female","15","","","","2"
"Min 1x per week","2013","North Rhine-Westphalia","Male","261","0.122317913189714","0.108979473663834","0.135656352715595","2"
"Min 1x per week","2013","North Rhine-Westphalia","Female","312","0.0930874299842605","0.0822905628009597","0.103884297167561","2"
"Min 1x per week","2013","Hesse","Male","107","0.139475779390611","0.1155585142573","0.163393044523923","2"
"Min 1x per week","2013","Hesse","Female","123","0.102645981061827","0.083346787165058","0.121945174958596","2"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","Male","78","0.13077748126019","0.104281203519796","0.157273759000585","2"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","Female","111","0.155019881090862","0.129782081319351","0.180257680862373","2"
"Min 1x per week","2013","Baden-Württemberg","Male","160","0.113171279845108","0.096395767389522","0.129946792300694","2"
"Min 1x per week","2013","Baden-Württemberg","Female","179","0.0932484100316287","0.0791709761952864","0.107325843867971","2"
"Min 1x per week","2013","Bavaria","Male","195","0.110216011265081","0.0957611187775719","0.124670903752589","2"
"Min 1x per week","2013","Bavaria","Female","278","0.104336992414114","0.0915947695904268","0.117079215237802","2"
"Min 1x per week","2013","Berlin","Male","45","0.110505075451638","0.081076604586479","0.139933546316798","2"
"Min 1x per week","2013","Berlin","Female","61","0.115577540193125","0.0888819887329763","0.142273091653273","2"
"Min 1x per week","2013","Brandenburg","Male","39","0.0847519110305434","0.0592727036594902","0.110231118401597","2"
"Min 1x per week","2013","Brandenburg","Female","64","0.116100358617459","0.0894729468253264","0.142727770409592","2"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","Male","35","0.142448840412511","0.100127742702071","0.184769938122952","2"
"Min 1x per week","2013","Saxony","Male","88","0.109979872525822","0.0885002914593036","0.131459453592341","2"
"Min 1x per week","2013","Saxony","Female","112","0.121622958241383","0.100113248475686","0.14313266800708","2"
"Min 1x per week","2013","Saxony-Anhalt","Male","33","0.0717312113286711","0.0473699139897091","0.096092508667633","2"
"Min 1x per week","2013","Saxony-Anhalt","Female","53","0.0689034637584153","0.0473598421189511","0.0904470853978794","2"
"Min 1x per week","2013","Thuringia","Female","47","0.0800017175185015","0.0572249020358565","0.102778533001146","2"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","Female","48","0.117423188102371","0.0824238685673988","0.152422507637343","2"
"Min 1x per week","2013","Thuringia","Male","39","0.0504834141264463","0.0302096345376291","0.0707571937152635","2"
"Never","2013","Thuringia","Female","324","0.65157483543586","0.611572370951288","0.691577299920431","5"
"Never","2013","Saxony","Male","457","0.53920572134695","0.504984140191671","0.573427302502228","5"
"Never","2013","Schleswig-Holstein","Male","189","0.533461946431205","0.48457269872297","0.58235119413944","5"
"Never","2013","Schleswig-Holstein","Female","235","0.573121853323465","0.529853369437775","0.616390337209155","5"
"Never","2013","Hamburg","Male","83","0.490480082540866","0.417040641836941","0.563919523244791","5"
"Never","2013","Hamburg","Female","116","0.628730322500645","0.565740437585852","0.691720207415439","5"
"Never","2013","Lower Saxony","Male","520","0.495891672149795","0.466385309333409","0.52539803496618","5"
"Never","2013","Lower Saxony","Female","650","0.553497121064767","0.526879728689675","0.580114513439859","5"
"Never","2013","Bremen","Male","29","","","","5"
"Never","2013","Bremen","Female","36","0.472300688973892","0.376353120215942","0.568248257731843","5"
"Never","2013","North Rhine-Westphalia","Male","1125","0.492179676325987","0.471827622041728","0.512531730610246","5"
"Never","2013","North Rhine-Westphalia","Female","1364","0.554611900937736","0.536143324355404","0.573080477520068","5"
"Never","2013","Hesse","Male","371","0.482541347567414","0.448044003276733","0.517038691858095","5"
"Never","2013","Hesse","Female","438","0.55498888731445","0.523386938881045","0.586590835747854","5"
"Never","2013","Rhineland-Palatinate,Saarland","Male","285","0.461944073547396","0.422764355328832","0.50112379176596","5"
"Never","2013","Rhineland-Palatinate,Saarland","Female","375","0.515904438594705","0.48105588735297","0.55075298983644","5"
"Never","2013","Baden-Württemberg","Male","725","0.53134405601119","0.50491979895485","0.55776831306753","5"
"Never","2013","Baden-Württemberg","Female","873","0.607369332990322","0.583727717311213","0.631010948669432","5"
"Never","2013","Bavaria","Male","944","0.543560020220672","0.520568598929851","0.566551441511493","5"
"Never","2013","Bavaria","Female","1114","0.560049659800915","0.53935926310073","0.5807400565011","5"
"Never","2013","Berlin","Male","234","0.567395366429229","0.520891043876501","0.613899688981957","5"
"Never","2013","Berlin","Female","262","0.508121745041746","0.466378616630758","0.549864873452733","5"
"Never","2013","Brandenburg","Male","279","0.614747990981553","0.570227211097881","0.659268770865226","5"
"Never","2013","Brandenburg","Female","318","0.630252621474781","0.59012711036499","0.670378132584572","5"
"Never","2013","Mecklenburg-Western Pomerania","Male","137","0.51577873787893","0.455265402566449","0.57629207319141","5"
