"pli0165","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","2013","Full Time","Male","1644","0.26658963888081","0.255715672147414","0.277463605614206","1"
"Daily","2013","Full Time","Female","1082","0.33830344914927","0.322114165807608","0.354492732490932","1"
"Daily","2013","Part Time","Male","615","0.36219612356133","0.339287881502527","0.385104365620133","1"
"Daily","2013","Part Time","Female","1653","0.29422216869879","0.282081547756164","0.306362789641417","1"
"Daily","2013","Not Working","Male","716","0.170998054035288","0.158501350229306","0.183494757841269","1"
"Daily","2013","Not Working","Female","1182","0.143132728335712","0.133655961394563","0.152609495276862","1"
"Min 1x per month","2013","Full Time","Female","107","0.0381899692207665","0.0316320769051222","0.0447478615364107","3"
"Min 1x per month","2013","Part Time","Male","52","0.0390068216777911","0.0297788400312023","0.0482348033243798","3"
"Min 1x per month","2013","Not Working","Female","91","0.0119819706353171","0.00903768114879709","0.0149262601218371","3"
"Min 1x per month","2013","Not Working","Male","64","0.0188281454159699","0.0143168794703975","0.0233394113615424","3"
"Min 1x per month","2013","Full Time","Male","243","0.0388563385661462","0.0341038844043695","0.0436087927279229","3"
"Min 1x per month","2013","Part Time","Female","167","0.0313052345039721","0.0266657347692189","0.0359447342387253","3"
"Min 1x per week","2013","Full Time","Female","470","0.143257426915856","0.131269924072467","0.155244929759246","2"
"Min 1x per week","2013","Full Time","Male","854","0.13979131996765","0.131263562125899","0.148319077809401","2"
"Min 1x per week","2013","Part Time","Male","192","0.111796469931287","0.0967772775595074","0.126815662303066","2"
"Min 1x per week","2013","Part Time","Female","766","0.13049358302816","0.121519291554756","0.139467874501564","2"
"Min 1x per week","2013","Not Working","Male","247","0.0734419817870373","0.064783721841238","0.0821002417328366","2"
"Min 1x per week","2013","Not Working","Female","397","0.0567790932570504","0.0505167786284572","0.0630414078856437","2"
"Never","2013","Full Time","Female","1344","0.410012081175243","0.393182827300104","0.426841335050382","5"
"Never","2013","Part Time","Female","2403","0.461782611374194","0.448500508272476","0.475064714475913","5"
"Never","2013","Not Working","Male","2239","0.674210621545726","0.658654964026017","0.689766279065436","5"
"Never","2013","Not Working","Female","3306","0.744874443511254","0.733077962651144","0.756670924371364","5"
"Never","2013","Part Time","Male","692","0.395110179958561","0.371809234960631","0.418411124956492","5"
"Never","2013","Full Time","Male","2951","0.455103493684528","0.442857192316958","0.467349795052099","5"
"Rarely","2013","Full Time","Female","278","0.070237073538864","0.0614929901139156","0.0789811569638124","4"
"Rarely","2013","Full Time","Male","660","0.0996592089008657","0.0922928134834643","0.107025604318267","4"
"Rarely","2013","Part Time","Male","140","0.0918904048710312","0.0781220991126902","0.105658710629372","4"
"Rarely","2013","Part Time","Female","423","0.0821964023948835","0.074878771836329","0.0895140329534379","4"
"Rarely","2013","Not Working","Male","221","0.0625211972159788","0.054485630919169","0.0705567635127886","4"
"Rarely","2013","Not Working","Female","270","0.0432317642606661","0.0377282664032503","0.0487352621180819","4"
"Daily","2014","Part Time","Male","","","","","1"
"Daily","2014","Full Time","Male","","","","","1"
"Daily","2014","Full Time","Female","","","","","1"
"Daily","2014","Part Time","Female","","","","","1"
"Daily","2014","Not Working","Male","","","","","1"
"Daily","2014","Not Working","Female","","","","","1"
"Min 1x per month","2014","Full Time","Female","","","","","3"
"Min 1x per month","2014","Part Time","Male","","","","","3"
"Min 1x per month","2014","Full Time","Male","","","","","3"
"Min 1x per month","2014","Part Time","Female","","","","","3"
"Min 1x per month","2014","Not Working","Male","","","","","3"
"Min 1x per month","2014","Not Working","Female","","","","","3"
"Min 1x per week","2014","Full Time","Female","","","","","2"
"Min 1x per week","2014","Part Time","Male","","","","","2"
"Min 1x per week","2014","Part Time","Female","","","","","2"
"Min 1x per week","2014","Full Time","Male","","","","","2"
"Min 1x per week","2014","Not Working","Male","","","","","2"
"Min 1x per week","2014","Not Working","Female","","","","","2"
"Never","2014","Full Time","Female","","","","","5"
"Never","2014","Not Working","Female","","","","","5"
"Never","2014","Part Time","Male","","","","","5"
"Never","2014","Full Time","Male","","","","","5"
"Never","2014","Not Working","Male","","","","","5"
"Never","2014","Part Time","Female","","","","","5"
"Rarely","2014","Full Time","Female","","","","","4"
"Rarely","2014","Not Working","Male","","","","","4"
"Rarely","2014","Not Working","Female","","","","","4"
"Rarely","2014","Full Time","Male","","","","","4"
"Rarely","2014","Part Time","Male","","","","","4"
"Rarely","2014","Part Time","Female","","","","","4"
"Daily","2015","Full Time","Male","","","","","1"
"Daily","2015","Full Time","Female","","","","","1"
"Daily","2015","Part Time","Male","","","","","1"
"Daily","2015","Part Time","Female","","","","","1"
