"plh0222","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Full Time","","","",""
"1 Strongly disagree","2005","Not Employed","Part Time","","","",""
"1 Strongly disagree","2005","Not Employed","Not Working","81","0.0113067031140019","0.00895971459521107","0.0136536916327927"
"1 Strongly disagree","2005","Employed","Full Time","29","","",""
"1 Strongly disagree","2005","Employed","Part Time","9","","",""
"1 Strongly disagree","2005","Employed","Not Working","","","",""
"2 on scale 1-7 ","2005","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2005","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2005","Not Employed","Not Working","95","0.0159633047620627","0.0131811631933416","0.0187454463307837"
"2 on scale 1-7 ","2005","Employed","Full Time","41","0.00647188725502499","0.00471703974217344","0.00822673476787655"
"2 on scale 1-7 ","2005","Employed","Part Time","25","","",""
"2 on scale 1-7 ","2005","Employed","Not Working","","","",""
"3 on scale 1-7 ","2005","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2005","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2005","Not Employed","Not Working","273","0.0344682648160169","0.0304187297625101","0.0385177998695237"
"3 on scale 1-7 ","2005","Employed","Full Time","114","0.0138080159296425","0.0112542551864218","0.0163617766728632"
"3 on scale 1-7 ","2005","Employed","Part Time","100","0.0231632381170502","0.0189114022121492","0.0274150740219513"
"3 on scale 1-7 ","2005","Employed","Not Working","","","",""
"4 on scale 1-7","2005","Not Employed","Full Time","","","",""
"4 on scale 1-7","2005","Not Employed","Part Time","","","",""
"4 on scale 1-7","2005","Not Employed","Not Working","945","0.124902653859344","0.11756383459612","0.132241473122567"
"4 on scale 1-7","2005","Employed","Full Time","475","0.0648881377891143","0.0594973992126091","0.0702788763656196"
"4 on scale 1-7","2005","Employed","Part Time","396","0.08375979404497","0.0759293149477778","0.0915902731421622"
"4 on scale 1-7","2005","Employed","Not Working","","","",""
"5 on scale 1-7","2005","Not Employed","Full Time","","","",""
"5 on scale 1-7","2005","Not Employed","Part Time","","","",""
"5 on scale 1-7","2005","Not Employed","Not Working","1728","0.218488743826167","0.209316104260261","0.227661383392072"
"5 on scale 1-7","2005","Employed","Full Time","1431","0.17997020399972","0.171563050948716","0.188377357050723"
"5 on scale 1-7","2005","Employed","Part Time","979","0.21344639501716","0.201864638338878","0.225028151695443"
"5 on scale 1-7","2005","Employed","Not Working","","","",""
"6 on scale 1-7","2005","Not Employed","Full Time","","","",""
"6 on scale 1-7","2005","Not Employed","Part Time","","","",""
"6 on scale 1-7","2005","Not Employed","Not Working","2659","0.323927645445175","0.313539625575737","0.334315665314613"
"6 on scale 1-7","2005","Employed","Full Time","3447","0.412289165243478","0.401516661779275","0.42306166870768"
"6 on scale 1-7","2005","Employed","Part Time","1951","0.387682080545568","0.373910232890004","0.401453928201132"
"6 on scale 1-7","2005","Employed","Not Working","","","",""
"7 Strongly agree","2005","Not Employed","Full Time","","","",""
"7 Strongly agree","2005","Not Employed","Part Time","","","",""
"7 Strongly agree","2005","Not Employed","Not Working","2015","0.270942684177233","0.2610768973699","0.280808470984566"
"7 Strongly agree","2005","Employed","Full Time","2484","0.318296898309785","0.308102826908421","0.328490969711149"
"7 Strongly agree","2005","Employed","Part Time","1348","0.285049775364076","0.272289380414108","0.297810170314044"
"7 Strongly agree","2005","Employed","Not Working","","","",""
"1 Strongly disagree","2006","Not Employed","Full Time","","","",""
"1 Strongly disagree","2006","Not Employed","Part Time","","","",""
"1 Strongly disagree","2006","Not Employed","Not Working","","","",""
"1 Strongly disagree","2006","Employed","Full Time","","","",""
"1 Strongly disagree","2006","Employed","Part Time","","","",""
"1 Strongly disagree","2006","Employed","Not Working","","","",""
"2 on scale 1-7 ","2006","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2006","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2006","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2006","Employed","Full Time","","","",""
"2 on scale 1-7 ","2006","Employed","Part Time","","","",""
"2 on scale 1-7 ","2006","Employed","Not Working","","","",""
"3 on scale 1-7 ","2006","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2006","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2006","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2006","Employed","Full Time","","","",""
"3 on scale 1-7 ","2006","Employed","Part Time","","","",""
"3 on scale 1-7 ","2006","Employed","Not Working","","","",""
"4 on scale 1-7","2006","Not Employed","Full Time","","","",""
"4 on scale 1-7","2006","Not Employed","Part Time","","","",""
"4 on scale 1-7","2006","Not Employed","Not Working","","","",""
"4 on scale 1-7","2006","Employed","Full Time","","","",""
"4 on scale 1-7","2006","Employed","Part Time","","","",""
"4 on scale 1-7","2006","Employed","Not Working","","","",""
"5 on scale 1-7","2006","Not Employed","Full Time","","","",""
"5 on scale 1-7","2006","Not Employed","Part Time","","","",""
"5 on scale 1-7","2006","Not Employed","Not Working","","","",""
"5 on scale 1-7","2006","Employed","Full Time","","","",""
"5 on scale 1-7","2006","Employed","Part Time","","","",""
"5 on scale 1-7","2006","Employed","Not Working","","","",""
"6 on scale 1-7","2006","Not Employed","Full Time","","","",""
"6 on scale 1-7","2006","Not Employed","Part Time","","","",""
"6 on scale 1-7","2006","Not Employed","Not Working","","","",""
"6 on scale 1-7","2006","Employed","Full Time","","","",""
"6 on scale 1-7","2006","Employed","Part Time","","","",""
"6 on scale 1-7","2006","Employed","Not Working","","","",""
"7 Strongly agree","2006","Not Employed","Full Time","","","",""
"7 Strongly agree","2006","Not Employed","Part Time","","","",""
"7 Strongly agree","2006","Not Employed","Not Working","","","",""
"7 Strongly agree","2006","Employed","Full Time","","","",""
"7 Strongly agree","2006","Employed","Part Time","","","",""
"7 Strongly agree","2006","Employed","Not Working","","","",""
"1 Strongly disagree","2007","Not Employed","Full Time","","","",""
"1 Strongly disagree","2007","Not Employed","Part Time","","","",""
"1 Strongly disagree","2007","Not Employed","Not Working","","","",""
"1 Strongly disagree","2007","Employed","Full Time","","","",""
"1 Strongly disagree","2007","Employed","Part Time","","","",""
"1 Strongly disagree","2007","Employed","Not Working","","","",""
"2 on scale 1-7 ","2007","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2007","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2007","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2007","Employed","Full Time","","","",""
"2 on scale 1-7 ","2007","Employed","Part Time","","","",""
"2 on scale 1-7 ","2007","Employed","Not Working","","","",""
"3 on scale 1-7 ","2007","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2007","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2007","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2007","Employed","Full Time","","","",""
"3 on scale 1-7 ","2007","Employed","Part Time","","","",""
"3 on scale 1-7 ","2007","Employed","Not Working","","","",""
"4 on scale 1-7","2007","Not Employed","Full Time","","","",""
"4 on scale 1-7","2007","Not Employed","Part Time","","","",""
"4 on scale 1-7","2007","Not Employed","Not Working","","","",""
"4 on scale 1-7","2007","Employed","Full Time","","","",""
"4 on scale 1-7","2007","Employed","Part Time","","","",""
"4 on scale 1-7","2007","Employed","Not Working","","","",""
"5 on scale 1-7","2007","Not Employed","Full Time","","","",""
"5 on scale 1-7","2007","Not Employed","Part Time","","","",""
"5 on scale 1-7","2007","Not Employed","Not Working","","","",""
"5 on scale 1-7","2007","Employed","Full Time","","","",""
"5 on scale 1-7","2007","Employed","Part Time","","","",""
"5 on scale 1-7","2007","Employed","Not Working","","","",""
"6 on scale 1-7","2007","Not Employed","Full Time","","","",""
"6 on scale 1-7","2007","Not Employed","Part Time","","","",""
"6 on scale 1-7","2007","Not Employed","Not Working","","","",""
"6 on scale 1-7","2007","Employed","Full Time","","","",""
"6 on scale 1-7","2007","Employed","Part Time","","","",""
"6 on scale 1-7","2007","Employed","Not Working","","","",""
"7 Strongly agree","2007","Not Employed","Full Time","","","",""
"7 Strongly agree","2007","Not Employed","Part Time","","","",""
"7 Strongly agree","2007","Not Employed","Not Working","","","",""
"7 Strongly agree","2007","Employed","Full Time","","","",""
"7 Strongly agree","2007","Employed","Part Time","","","",""
"7 Strongly agree","2007","Employed","Not Working","","","",""
"1 Strongly disagree","2008","Not Employed","Full Time","","","",""
"1 Strongly disagree","2008","Not Employed","Part Time","","","",""
"1 Strongly disagree","2008","Not Employed","Not Working","","","",""
"1 Strongly disagree","2008","Employed","Full Time","","","",""
"1 Strongly disagree","2008","Employed","Part Time","","","",""
"1 Strongly disagree","2008","Employed","Not Working","","","",""
"2 on scale 1-7 ","2008","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2008","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2008","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2008","Employed","Full Time","","","",""
"2 on scale 1-7 ","2008","Employed","Part Time","","","",""
"2 on scale 1-7 ","2008","Employed","Not Working","","","",""
"3 on scale 1-7 ","2008","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2008","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2008","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2008","Employed","Full Time","","","",""
"3 on scale 1-7 ","2008","Employed","Part Time","","","",""
"3 on scale 1-7 ","2008","Employed","Not Working","","","",""
"4 on scale 1-7","2008","Not Employed","Full Time","","","",""
"4 on scale 1-7","2008","Not Employed","Part Time","","","",""
"4 on scale 1-7","2008","Not Employed","Not Working","","","",""
"4 on scale 1-7","2008","Employed","Full Time","","","",""
"4 on scale 1-7","2008","Employed","Part Time","","","",""
"4 on scale 1-7","2008","Employed","Not Working","","","",""
"5 on scale 1-7","2008","Not Employed","Full Time","","","",""
"5 on scale 1-7","2008","Not Employed","Part Time","","","",""
"5 on scale 1-7","2008","Not Employed","Not Working","","","",""
"5 on scale 1-7","2008","Employed","Full Time","","","",""
"5 on scale 1-7","2008","Employed","Part Time","","","",""
"5 on scale 1-7","2008","Employed","Not Working","","","",""
"6 on scale 1-7","2008","Not Employed","Full Time","","","",""
"6 on scale 1-7","2008","Not Employed","Part Time","","","",""
"6 on scale 1-7","2008","Not Employed","Not Working","","","",""
"6 on scale 1-7","2008","Employed","Full Time","","","",""
"6 on scale 1-7","2008","Employed","Part Time","","","",""
"6 on scale 1-7","2008","Employed","Not Working","","","",""
"7 Strongly agree","2008","Not Employed","Full Time","","","",""
"7 Strongly agree","2008","Not Employed","Part Time","","","",""
"7 Strongly agree","2008","Not Employed","Not Working","","","",""
"7 Strongly agree","2008","Employed","Full Time","","","",""
"7 Strongly agree","2008","Employed","Part Time","","","",""
"7 Strongly agree","2008","Employed","Not Working","","","",""
"1 Strongly disagree","2009","Not Employed","Full Time","","","",""
"1 Strongly disagree","2009","Not Employed","Part Time","","","",""
"1 Strongly disagree","2009","Not Employed","Not Working","62","0.0116675297371051","0.00910539748053696","0.0142296619936731"
"1 Strongly disagree","2009","Employed","Full Time","24","","",""
"1 Strongly disagree","2009","Employed","Part Time","10","","",""
"1 Strongly disagree","2009","Employed","Not Working","","","",""
"2 on scale 1-7 ","2009","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2009","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2009","Not Employed","Not Working","92","0.0168604893817489","0.013788616662538","0.0199323621009598"
"2 on scale 1-7 ","2009","Employed","Full Time","36","0.00431579725004772","0.00277916563110713","0.00585242886898832"
"2 on scale 1-7 ","2009","Employed","Part Time","33","0.00852119045225004","0.00574632994524041","0.0112960509592597"
"2 on scale 1-7 ","2009","Employed","Not Working","","","",""
"3 on scale 1-7 ","2009","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2009","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2009","Not Employed","Not Working","258","0.0398798494014324","0.0352111049700541","0.0445485938328107"
"3 on scale 1-7 ","2009","Employed","Full Time","162","0.0252124724295718","0.0215376095405235","0.0288873353186201"
"3 on scale 1-7 ","2009","Employed","Part Time","108","0.0291018763348978","0.0240273369459909","0.0341764157238046"
"3 on scale 1-7 ","2009","Employed","Not Working","","","",""
"4 on scale 1-7","2009","Not Employed","Full Time","","","",""
"4 on scale 1-7","2009","Not Employed","Part Time","","","",""
"4 on scale 1-7","2009","Not Employed","Not Working","817","0.123688932511056","0.115833770926682","0.131544094095431"
"4 on scale 1-7","2009","Employed","Full Time","480","0.0704613722982534","0.0644622500835054","0.0764604945130015"
"4 on scale 1-7","2009","Employed","Part Time","390","0.100624281206862","0.0915424949529716","0.109706067460753"
"4 on scale 1-7","2009","Employed","Not Working","","","",""
"5 on scale 1-7","2009","Not Employed","Full Time","","","",""
"5 on scale 1-7","2009","Not Employed","Part Time","","","",""
"5 on scale 1-7","2009","Not Employed","Not Working","1474","0.217244290282701","0.207405360489251","0.227083220076152"
