"plh0222","year","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","119","0.00665287947008295","0.00554343272917267","0.00776232621099323"
"2 on scale 1-7 ","2005","161","0.00984778530238375","0.00850015310082089","0.0111954175039466"
"3 on scale 1-7 ","2005","487","0.0241958770042129","0.0220988543563061","0.0262928996521197"
"4 on scale 1-7","2005","1816","0.0931911519541041","0.0892238402179603","0.0971584636902479"
"5 on scale 1-7","2005","4138","0.202951894466101","0.197462936131694","0.208440852800509"
"6 on scale 1-7","2005","8057","0.371334139005017","0.364740221793376","0.377928056216658"
"7 Strongly agree","2005","5847","0.291826272798098","0.285622109618702","0.298030435977494"
"1 Strongly disagree","2006","","","",""
"2 on scale 1-7 ","2006","","","",""
"3 on scale 1-7 ","2006","","","",""
"4 on scale 1-7","2006","","","",""
"5 on scale 1-7","2006","","","",""
"6 on scale 1-7","2006","","","",""
"7 Strongly agree","2006","","","",""
"1 Strongly disagree","2007","","","",""
"2 on scale 1-7 ","2007","","","",""
"3 on scale 1-7 ","2007","","","",""
"4 on scale 1-7","2007","","","",""
"5 on scale 1-7","2007","","","",""
"6 on scale 1-7","2007","","","",""
"7 Strongly agree","2007","","","",""
"1 Strongly disagree","2008","","","",""
"2 on scale 1-7 ","2008","","","",""
"3 on scale 1-7 ","2008","","","",""
"4 on scale 1-7","2008","","","",""
"5 on scale 1-7","2008","","","",""
"6 on scale 1-7","2008","","","",""
"7 Strongly agree","2008","","","",""
"1 Strongly disagree","2009","96","0.0066860511890425","0.00549399810320243","0.00787810427488256"
"2 on scale 1-7 ","2009","161","0.0100352088469845","0.00857726578800333","0.0114931519059657"
"3 on scale 1-7 ","2009","528","0.0316574318219981","0.0290963713534224","0.0342184922905739"
"4 on scale 1-7","2009","1687","0.0976330630490229","0.0932913859074761","0.10197474019057"
"5 on scale 1-7","2009","3600","0.200951377125018","0.19509000117994","0.206812753070096"
"6 on scale 1-7","2009","6985","0.382085274098636","0.374977855356255","0.389192692841018"
"7 Strongly agree","2009","4897","0.270951593869298","0.26445042393755","0.277452763801046"
"1 Strongly disagree","2010","","","",""
"2 on scale 1-7 ","2010","","","",""
"3 on scale 1-7 ","2010","","","",""
"4 on scale 1-7","2010","","","",""
"5 on scale 1-7","2010","","","",""
"6 on scale 1-7","2010","","","",""
"7 Strongly agree","2010","","","",""
"1 Strongly disagree","2011","","","",""
"2 on scale 1-7 ","2011","","","",""
"3 on scale 1-7 ","2011","","","",""
"4 on scale 1-7","2011","","","",""
"5 on scale 1-7","2011","","","",""
"6 on scale 1-7","2011","","","",""
"7 Strongly agree","2011","","","",""
"1 Strongly disagree","2012","10","","",""
"2 on scale 1-7 ","2012","53","0.00895560261945686","0.00676609641734484","0.0111451088215689"
"3 on scale 1-7 ","2012","139","0.0213359211912095","0.017977580586873","0.024694261795546"
"4 on scale 1-7","2012","520","0.0762171134751906","0.0700502629523042","0.082383963998077"
"5 on scale 1-7","2012","1543","0.216799761526575","0.207223014343096","0.226376508710053"
"6 on scale 1-7","2012","2993","0.405017276621886","0.39360844503709","0.416426108206681"
"7 Strongly agree","2012","1854","0.270059951277915","0.259741229432772","0.280378673123059"
"1 Strongly disagree","2013","71","0.00447578728812837","0.00352229285332574","0.005429281722931"
"2 on scale 1-7 ","2013","151","0.00807081466301999","0.00679273904102059","0.00934889028501939"
"3 on scale 1-7 ","2013","409","0.0231660847763511","0.0210172935839013","0.0253148759688008"
"4 on scale 1-7","2013","1461","0.0787951843871106","0.0749467377623517","0.0826436310118695"
"5 on scale 1-7","2013","3952","0.212093232825312","0.206253965594687","0.217932500055937"
