"plh0222","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","21","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","1","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","34","0.00618699943177825","0.00423279220976483","0.00814120665379168","1"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","6","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2005","Single parent ","no migration background","6","","","","1"
"1 Strongly disagree","2005","Single parent ","direct migration background","1","","","","1"
"1 Strongly disagree","2005","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","9","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","2","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","1","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","17","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","2","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","1","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","4","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","2","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","30","0.0124680821555407","0.00823694520339439","0.0166992191076869","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","48","0.00960497053047856","0.00717427544206178","0.0120356656188953","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","12","","","","2"
"2 on scale 1-7 ","2005","Single parent ","no migration background","3","","","","2"
"2 on scale 1-7 ","2005","Single parent ","direct migration background","2","","","","2"
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","8","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","11","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","5","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","6","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","17","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","4","","","","2"
"3 on scale 1-7 ","2005","1-pers.-HH","no migration background","68","0.0257528289864417","0.0197129431057733","0.03179271486711","3"
"3 on scale 1-7 ","2005","1-pers.-HH","direct migration background","7","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","2","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","35","0.0288829840915997","0.0197437448045435","0.0380222233786559","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","10","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","3","","","","3"
"3 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","2","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","132","0.0220219229126443","0.018364540115428","0.0256793057098607","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","22","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","7","","","","3"
"3 on scale 1-7 ","2005","Single parent ","indirect migration background","6","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","45","0.0133710919974091","0.00926377253261893","0.0174784114621992","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","77","0.0280859327660885","0.0222050590650849","0.0339668064670921","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","3","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","5","","","","3"
"3 on scale 1-7 ","2005","Single parent ","no migration background","25","","","","3"
"3 on scale 1-7 ","2005","Single parent ","direct migration background","5","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","11","","","","3"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","39","0.140652849590336","0.100218774877363","0.18108692430331","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","21","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","49","0.0835547450153153","0.0598842542744769","0.107225235756154","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","19","","","","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","25","","","","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","127","0.0952696992957175","0.0792486778805636","0.111290720710871","4"
"4 on scale 1-7","2005","1-pers.-HH","no migration background","258","0.102548885504801","0.0909810379309978","0.114116733078605","4"
"4 on scale 1-7","2005","1-pers.-HH","direct migration background","24","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","direct migration background","68","0.106430001968676","0.0833022157843178","0.129557788153033","4"
"4 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","11","","","","4"
"4 on scale 1-7","2005","Single parent ","indirect migration background","13","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","202","0.0742025011514905","0.064829786385846","0.0835752159171351","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","236","0.0800809072618911","0.0704198912645576","0.0897419232592247","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","36","0.087782491857225","0.0600511267019386","0.115513857012511","4"
"4 on scale 1-7","2005","1-pers.-HH","indirect migration background","15","","","","4"
"4 on scale 1-7","2005","Single parent ","no migration background","84","0.0922997772047928","0.073368432203172","0.111231122206414","4"
"4 on scale 1-7","2005","Single parent ","direct migration background","13","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","no migration background","519","0.089413091749963","0.0823019473724381","0.0965242361274879","4"
"5 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","102","0.224885419250789","0.189171949871012","0.260598888630566","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","24","","","","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","245","0.181444825558515","0.160414329889001","0.202475321228028","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","58","0.272787849091439","0.220987582465707","0.32458811571717","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","31","0.321184485366309","0.239976377841391","0.402392592891227","5"
"5 on scale 1-7","2005","1-pers.-HH","indirect migration background","20","","","","5"
"5 on scale 1-7","2005","(Married) couple without C. ","no migration background","1154","0.178330198901897","0.168790397168328","0.187870000635466","5"
"5 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","22","","","","5"
"5 on scale 1-7","2005","Single parent ","indirect migration background","16","","","","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","589","0.203025795940538","0.188641259523344","0.217410332357731","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","45","0.194901139144132","0.140938309693898","0.248863968594366","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","81","0.170970530487475","0.134075853766705","0.207865207208246","5"
"5 on scale 1-7","2005","1-pers.-HH","no migration background","543","0.219634348680096","0.203848029217445","0.235420668142747","5"
"5 on scale 1-7","2005","1-pers.-HH","direct migration background","43","0.192083757506332","0.138803423991663","0.245364091021002","5"
"5 on scale 1-7","2005","(Married) couple without C. ","direct migration background","145","0.21104504137773","0.180442927951192","0.241647154804268","5"
"5 on scale 1-7","2005","Single parent ","no migration background","174","0.191645651771064","0.165902584173095","0.217388719369033","5"
"5 on scale 1-7","2005","Single parent ","direct migration background","31","0.286982833410632","0.207364111632338","0.366601555188925","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","696","0.23464205181756","0.21955797572008","0.24972612791504","5"
"6 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","183","0.35919478224116","0.318155810692314","0.400233753790006","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","63","0.320128110398667","0.251007985422279","0.389248235375056","6"
