"plh0222","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","West Germany","62","0.0113881248007912","0.0086352708241765","0.0141409787774059"
"1 Strongly disagree","2005","Not Employed","East Germany","19","","",""
"1 Strongly disagree","2005","Employed","West Germany","30","0.00348691829084044","0.00232493421763552","0.00464890236404535"
"1 Strongly disagree","2005","Employed","East Germany","8","","",""
"2 on scale 1-7 ","2005","Not Employed","West Germany","71","0.0172970994325917","0.0139145674262089","0.0206796314389745"
"2 on scale 1-7 ","2005","Not Employed","East Germany","24","","",""
"2 on scale 1-7 ","2005","Employed","West Germany","55","0.00644506868405848","0.00486764809703761","0.00802248927107934"
"2 on scale 1-7 ","2005","Employed","East Germany","11","","",""
"3 on scale 1-7 ","2005","Not Employed","West Germany","199","0.0336728910923444","0.0289928847761","0.0383528974085888"
"3 on scale 1-7 ","2005","Not Employed","East Germany","74","0.0374405110393296","0.0292997774045314","0.0455812446741277"
"3 on scale 1-7 ","2005","Employed","West Germany","179","0.0184031920550494","0.0157537712895034","0.0210526128205955"
"3 on scale 1-7 ","2005","Employed","East Germany","35","0.0120380898783782","0.00809803880650547","0.0159781409502508"
"4 on scale 1-7","2005","Not Employed","West Germany","683","0.121183025448008","0.112716323559415","0.129649727336601"
"4 on scale 1-7","2005","Not Employed","East Germany","262","0.138802599468146","0.123976427746739","0.153628771189553"
"4 on scale 1-7","2005","Employed","West Germany","688","0.0728595648984477","0.0677362171374568","0.0779829126594386"
"4 on scale 1-7","2005","Employed","East Germany","183","0.0676989468904503","0.0586223718225077","0.0767755219583929"
"5 on scale 1-7","2005","Not Employed","West Germany","1290","0.22077996706538","0.210018932125771","0.231541002004989"
"5 on scale 1-7","2005","Not Employed","East Germany","438","0.209926630926493","0.192462525250196","0.227390736602791"
"5 on scale 1-7","2005","Employed","West Germany","1828","0.192289547844257","0.184520935000342","0.200058160688172"
"5 on scale 1-7","2005","Employed","East Germany","582","0.193908147837731","0.179624364476643","0.208191931198818"
"6 on scale 1-7","2005","Not Employed","West Germany","1921","0.325320248285022","0.313165428041001","0.337475068529042"
"6 on scale 1-7","2005","Not Employed","East Germany","738","0.318723603108703","0.298741202768085","0.338706003449321"
"6 on scale 1-7","2005","Employed","West Germany","4054","0.39627240358317","0.386630668014563","0.405914139151777"
"6 on scale 1-7","2005","Employed","East Germany","1344","0.436263667294549","0.418346658955422","0.454180675633676"
