"plh0222","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","39","0.00602495180879023","0.00436609277474625","0.00768381084283421"
"1 Strongly disagree","2005","no migration background","Female","60","0.00826157852537373","0.00640171385182238","0.0101214431989251"
"1 Strongly disagree","2005","direct migration background","Male","","","",""
"1 Strongly disagree","2005","direct migration background","Female","","","",""
"1 Strongly disagree","2005","indirect migration background","Male","","","",""
"1 Strongly disagree","2005","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2005","no migration background","Male","58","0.00860996741552346","0.0066294987279346","0.0105904361031123"
"2 on scale 1-7 ","2005","no migration background","Female","68","0.00999943050562868","0.00795507408787986","0.0120437869233775"
"2 on scale 1-7 ","2005","direct migration background","Male","","","",""
"2 on scale 1-7 ","2005","direct migration background","Female","","","",""
"2 on scale 1-7 ","2005","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2005","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2005","no migration background","Male","186","0.0215862145927693","0.0184709533006148","0.0247014758849238"
"3 on scale 1-7 ","2005","no migration background","Female","210","0.0251339894766818","0.0219177051284798","0.0283502738248838"
"3 on scale 1-7 ","2005","direct migration background","Male","36","0.0310088013357946","0.0207511677211144","0.0412664349504749"
"3 on scale 1-7 ","2005","direct migration background","Female","","","",""
"3 on scale 1-7 ","2005","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2005","indirect migration background","Female","","","",""
"4 on scale 1-7","2005","no migration background","Male","631","0.0759227569749106","0.0702448918092121","0.081600622140609"
"4 on scale 1-7","2005","no migration background","Female","827","0.102016899770297","0.0957978876822836","0.10823591185831"
"4 on scale 1-7","2005","direct migration background","Male","127","0.130565550771369","0.110627738531374","0.150503363011363"
"4 on scale 1-7","2005","direct migration background","Female","121","0.0802554216220678","0.0651273613405268","0.0953834819036087"
"4 on scale 1-7","2005","indirect migration background","Male","59","0.146509399326756","0.112027631470451","0.180991167183061"
"4 on scale 1-7","2005","indirect migration background","Female","51","0.136530841155341","0.10392599994375","0.169135682366932"
"5 on scale 1-7","2005","no migration background","Male","1707","0.209266155604873","0.200546293560378","0.217986017649368"
"5 on scale 1-7","2005","no migration background","Female","1772","0.191125850277565","0.183046964798354","0.199204735756776"
"5 on scale 1-7","2005","direct migration background","Male","201","0.179484058749649","0.156774890408663","0.202193227090634"
"5 on scale 1-7","2005","direct migration background","Female","290","0.252447138032007","0.228258098859195","0.276636177204818"
"5 on scale 1-7","2005","indirect migration background","Male","80","0.207235347313077","0.167711295128735","0.24675939949742"
"5 on scale 1-7","2005","indirect migration background","Female","88","0.224397680058789","0.184781552396396","0.264013807721183"
"6 on scale 1-7","2005","no migration background","Male","3383","0.393560751956267","0.383088393638652","0.404033110273882"
"6 on scale 1-7","2005","no migration background","Female","3608","0.368487701919765","0.358575876050351","0.37839952778918"
"6 on scale 1-7","2005","direct migration background","Male","382","0.32218173424583","0.294528122017561","0.349835346474099"
"6 on scale 1-7","2005","direct migration background","Female","395","0.322479746006641","0.296452704737301","0.34850678727598"
"6 on scale 1-7","2005","indirect migration background","Male","145","0.360515732252955","0.313695404293928","0.407336060211981"
"6 on scale 1-7","2005","indirect migration background","Female","144","0.307714355226278","0.26388552970075","0.351543180751806"
"7 Strongly agree","2005","no migration background","Male","2356","0.285029201646866","0.275352356694699","0.294706046599034"
"7 Strongly agree","2005","no migration background","Female","2554","0.294974549524689","0.285604412774319","0.304344686275058"
"7 Strongly agree","2005","direct migration background","Male","326","0.313776967581879","0.28631776296359","0.341236172200169"
"7 Strongly agree","2005","direct migration background","Female","385","0.306041360750318","0.280380613835216","0.33170210766542"
"7 Strongly agree","2005","indirect migration background","Male","96","0.222064513194737","0.181535243235498","0.262593783153976"
"7 Strongly agree","2005","indirect migration background","Female","130","0.313925521550225","0.269855604226336","0.357995438874115"
"1 Strongly disagree","2006","no migration background","Male","","","",""
"1 Strongly disagree","2006","no migration background","Female","","","",""
"1 Strongly disagree","2006","direct migration background","Male","","","",""
"1 Strongly disagree","2006","direct migration background","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"4 on scale 1-7","2006","no migration background","Male","","","",""
"4 on scale 1-7","2006","no migration background","Female","","","",""
"4 on scale 1-7","2006","direct migration background","Male","","","",""
"4 on scale 1-7","2006","direct migration background","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","Female","","","",""
"5 on scale 1-7","2006","no migration background","Male","","","",""
"5 on scale 1-7","2006","no migration background","Female","","","",""
"5 on scale 1-7","2006","direct migration background","Male","","","",""
"5 on scale 1-7","2006","direct migration background","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","Female","","","",""
"6 on scale 1-7","2006","no migration background","Male","","","",""
"6 on scale 1-7","2006","no migration background","Female","","","",""
"6 on scale 1-7","2006","direct migration background","Male","","","",""
"6 on scale 1-7","2006","direct migration background","Female","","","",""
"6 on scale 1-7","2006","indirect migration background","Male","","","",""
"6 on scale 1-7","2006","indirect migration background","Female","","","",""
"7 Strongly agree","2006","no migration background","Male","","","",""
"7 Strongly agree","2006","no migration background","Female","","","",""
"7 Strongly agree","2006","direct migration background","Male","","","",""
"7 Strongly agree","2006","direct migration background","Female","","","",""
"7 Strongly agree","2006","indirect migration background","Male","","","",""
"7 Strongly agree","2006","indirect migration background","Female","","","",""
"1 Strongly disagree","2007","no migration background","Male","","","",""
"1 Strongly disagree","2007","no migration background","Female","","","",""
"1 Strongly disagree","2007","direct migration background","Male","","","",""
"1 Strongly disagree","2007","direct migration background","Female","","","",""
"1 Strongly disagree","2007","indirect migration background","Male","","","",""
"1 Strongly disagree","2007","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2007","no migration background","Male","","","",""
"2 on scale 1-7 ","2007","no migration background","Female","","","",""
"2 on scale 1-7 ","2007","direct migration background","Male","","","",""
"2 on scale 1-7 ","2007","direct migration background","Female","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2007","no migration background","Male","","","",""
"3 on scale 1-7 ","2007","no migration background","Female","","","",""
"3 on scale 1-7 ","2007","direct migration background","Male","","","",""
"3 on scale 1-7 ","2007","direct migration background","Female","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"4 on scale 1-7","2007","no migration background","Male","","","",""
"4 on scale 1-7","2007","no migration background","Female","","","",""
"4 on scale 1-7","2007","direct migration background","Male","","","",""
"4 on scale 1-7","2007","direct migration background","Female","","","",""
"4 on scale 1-7","2007","indirect migration background","Male","","","",""
"4 on scale 1-7","2007","indirect migration background","Female","","","",""
"5 on scale 1-7","2007","no migration background","Male","","","",""
"5 on scale 1-7","2007","no migration background","Female","","","",""
"5 on scale 1-7","2007","direct migration background","Male","","","",""
"5 on scale 1-7","2007","direct migration background","Female","","","",""
"5 on scale 1-7","2007","indirect migration background","Male","","","",""
"5 on scale 1-7","2007","indirect migration background","Female","","","",""
"6 on scale 1-7","2007","no migration background","Male","","","",""
"6 on scale 1-7","2007","no migration background","Female","","","",""
"6 on scale 1-7","2007","direct migration background","Male","","","",""
"6 on scale 1-7","2007","direct migration background","Female","","","",""
"6 on scale 1-7","2007","indirect migration background","Male","","","",""
"6 on scale 1-7","2007","indirect migration background","Female","","","",""
"7 Strongly agree","2007","no migration background","Male","","","",""
"7 Strongly agree","2007","no migration background","Female","","","",""
"7 Strongly agree","2007","direct migration background","Male","","","",""
"7 Strongly agree","2007","direct migration background","Female","","","",""
"7 Strongly agree","2007","indirect migration background","Male","","","",""
"7 Strongly agree","2007","indirect migration background","Female","","","",""
"1 Strongly disagree","2008","no migration background","Male","","","",""
"1 Strongly disagree","2008","no migration background","Female","","","",""
"1 Strongly disagree","2008","direct migration background","Male","","","",""
"1 Strongly disagree","2008","direct migration background","Female","","","",""
"1 Strongly disagree","2008","indirect migration background","Male","","","",""
"1 Strongly disagree","2008","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2008","no migration background","Male","","","",""
"2 on scale 1-7 ","2008","no migration background","Female","","","",""
"2 on scale 1-7 ","2008","direct migration background","Male","","","",""
"2 on scale 1-7 ","2008","direct migration background","Female","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2008","no migration background","Male","","","",""
"3 on scale 1-7 ","2008","no migration background","Female","","","",""
"3 on scale 1-7 ","2008","direct migration background","Male","","","",""
"3 on scale 1-7 ","2008","direct migration background","Female","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Female","","","",""
"4 on scale 1-7","2008","no migration background","Male","","","",""
"4 on scale 1-7","2008","no migration background","Female","","","",""
"4 on scale 1-7","2008","direct migration background","Male","","","",""
"4 on scale 1-7","2008","direct migration background","Female","","","",""
"4 on scale 1-7","2008","indirect migration background","Male","","","",""
"4 on scale 1-7","2008","indirect migration background","Female","","","",""
"5 on scale 1-7","2008","no migration background","Male","","","",""
"5 on scale 1-7","2008","no migration background","Female","","","",""
"5 on scale 1-7","2008","direct migration background","Male","","","",""
"5 on scale 1-7","2008","direct migration background","Female","","","",""
"5 on scale 1-7","2008","indirect migration background","Male","","","",""
"5 on scale 1-7","2008","indirect migration background","Female","","","",""
"6 on scale 1-7","2008","no migration background","Male","","","",""
"6 on scale 1-7","2008","no migration background","Female","","","",""
"6 on scale 1-7","2008","direct migration background","Male","","","",""
"6 on scale 1-7","2008","direct migration background","Female","","","",""
"6 on scale 1-7","2008","indirect migration background","Male","","","",""
"6 on scale 1-7","2008","indirect migration background","Female","","","",""
"7 Strongly agree","2008","no migration background","Male","","","",""
"7 Strongly agree","2008","no migration background","Female","","","",""
"7 Strongly agree","2008","direct migration background","Male","","","",""
"7 Strongly agree","2008","direct migration background","Female","","","",""
"7 Strongly agree","2008","indirect migration background","Male","","","",""
"7 Strongly agree","2008","indirect migration background","Female","","","",""
"1 Strongly disagree","2009","no migration background","Male","34","0.00643925671957504","0.00462746088761694","0.00825105255153313"
"1 Strongly disagree","2009","no migration background","Female","47","0.00686827146576518","0.00507134219345236","0.008665200738078"
"1 Strongly disagree","2009","direct migration background","Male","","","",""
"1 Strongly disagree","2009","direct migration background","Female","","","",""
"1 Strongly disagree","2009","indirect migration background","Male","","","",""
"1 Strongly disagree","2009","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2009","no migration background","Male","63","0.00959064156937038","0.00738301621957859","0.0117982669191622"
"2 on scale 1-7 ","2009","no migration background","Female","74","0.00926022434377189","0.00717624033245439","0.0113442083550894"
"2 on scale 1-7 ","2009","direct migration background","Male","","","",""
"2 on scale 1-7 ","2009","direct migration background","Female","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2009","no migration background","Male","209","0.0280202898468909","0.0242821195202252","0.0317584601735566"
"3 on scale 1-7 ","2009","no migration background","Female","224","0.0321216442150385","0.0282853394460006","0.0359579489840763"
"3 on scale 1-7 ","2009","direct migration background","Male","41","0.0508021301052581","0.0351280610158926","0.0664761991946237"
"3 on scale 1-7 ","2009","direct migration background","Female","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Female","","","",""
"4 on scale 1-7","2009","no migration background","Male","682","0.0925955254501633","0.0860296954650279","0.0991613554352987"
"4 on scale 1-7","2009","no migration background","Female","780","0.102062316331425","0.0954757413804853","0.108648891282365"
"4 on scale 1-7","2009","direct migration background","Male","74","0.106527893252255","0.084507017493311","0.1285487690112"
"4 on scale 1-7","2009","direct migration background","Female","94","0.111154595462069","0.0904458741995139","0.131863316724625"
"4 on scale 1-7","2009","indirect migration background","Male","31","0.0892581466335408","0.0591287489533725","0.119387544313709"
"4 on scale 1-7","2009","indirect migration background","Female","","","",""
"5 on scale 1-7","2009","no migration background","Male","1493","0.202711826516734","0.193605538569099","0.211818114464369"
"5 on scale 1-7","2009","no migration background","Female","1636","0.201427644815188","0.192701538453952","0.210153751176423"
"5 on scale 1-7","2009","direct migration background","Male","138","0.191193649053257","0.163125005493087","0.219262292613426"
"5 on scale 1-7","2009","direct migration background","Female","190","0.194517732169401","0.168439145772317","0.220596318566485"
"5 on scale 1-7","2009","indirect migration background","Male","79","0.217151107108923","0.173580976226032","0.260721237991814"
"5 on scale 1-7","2009","indirect migration background","Female","64","0.186472865070201","0.146732783758652","0.226212946381751"
"6 on scale 1-7","2009","no migration background","Male","3016","0.402564718363408","0.391456166103559","0.413673270623257"
"6 on scale 1-7","2009","no migration background","Female","3136","0.375188372284422","0.364654135750287","0.385722608818556"
"6 on scale 1-7","2009","direct migration background","Male","279","0.347401729154091","0.313415626462293","0.381387831845889"
"6 on scale 1-7","2009","direct migration background","Female","296","0.346069391821425","0.314727595544707","0.377411188098143"
"6 on scale 1-7","2009","indirect migration background","Male","125","0.356989620568846","0.306359885363992","0.4076193557737"
"6 on scale 1-7","2009","indirect migration background","Female","133","0.362134318073546","0.313096135288828","0.411172500858264"
"7 Strongly agree","2009","no migration background","Male","1990","0.258077741533858","0.248166030103549","0.267989452964167"
"7 Strongly agree","2009","no migration background","Female","2218","0.27307152654439","0.263377864420228","0.282765188668552"
"7 Strongly agree","2009","direct migration background","Male","208","0.280224130357056","0.248167798561046","0.312280462153067"
"7 Strongly agree","2009","direct migration background","Female","265","0.299569957917905","0.269390740944818","0.329749174890993"
"7 Strongly agree","2009","indirect migration background","Male","87","0.272459793962372","0.225410990712914","0.319508597211829"
"7 Strongly agree","2009","indirect migration background","Female","129","0.34881964826252","0.300191691503339","0.3974476050217"
"1 Strongly disagree","2010","no migration background","Male","","","",""
"1 Strongly disagree","2010","no migration background","Female","","","",""
"1 Strongly disagree","2010","direct migration background","Male","","","",""
"1 Strongly disagree","2010","direct migration background","Female","","","",""
"1 Strongly disagree","2010","indirect migration background","Male","","","",""
"1 Strongly disagree","2010","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2010","no migration background","Male","","","",""
