"plh0222","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","Male","30","0.00489941845192255","0.0032124463429315","0.0065863905609136"
"1 Strongly disagree","2005","Urban Area","Female","48","0.00697246279646379","0.00505205269922243","0.00889287289370515"
"1 Strongly disagree","2005","Rural Area","Male","20","","",""
"1 Strongly disagree","2005","Rural Area","Female","21","","",""
"2 on scale 1-7 ","2005","Urban Area","Male","57","0.0113438654010089","0.00878524822622229","0.0139024825757955"
"2 on scale 1-7 ","2005","Urban Area","Female","57","0.00980960294695187","0.00753500154903614","0.0120842043448676"
"2 on scale 1-7 ","2005","Rural Area","Male","22","","",""
"2 on scale 1-7 ","2005","Rural Area","Female","25","","",""
"3 on scale 1-7 ","2005","Urban Area","Male","174","0.0249024667522194","0.0211376195145012","0.0286673139899376"
"3 on scale 1-7 ","2005","Urban Area","Female","167","0.0258383949421401","0.0221768151518954","0.0294999747323847"
"3 on scale 1-7 ","2005","Rural Area","Male","65","0.0210849193228141","0.0161682652800195","0.0260015733656087"
"3 on scale 1-7 ","2005","Rural Area","Female","81","0.0220421004237405","0.0172137566892577","0.0268704441582233"
"4 on scale 1-7","2005","Urban Area","Male","564","0.0927212991750938","0.0857138128732951","0.0997287854768926"
"4 on scale 1-7","2005","Urban Area","Female","638","0.0953557134391208","0.088577230391635","0.102134196486607"
"4 on scale 1-7","2005","Rural Area","Male","253","0.0696384855583628","0.0609276122659566","0.078349358850769"
"4 on scale 1-7","2005","Rural Area","Female","361","0.111467213296703","0.101117652661694","0.121816773931712"
"5 on scale 1-7","2005","Urban Area","Male","1303","0.202071550287899","0.192370099002848","0.211773001572949"
"5 on scale 1-7","2005","Urban Area","Female","1477","0.207564134890472","0.198204078817963","0.216924190962981"
"5 on scale 1-7","2005","Rural Area","Male","685","0.21295911574928","0.198948477070596","0.226969754427965"
"5 on scale 1-7","2005","Rural Area","Female","673","0.185275013478666","0.172498111673505","0.198051915283828"
"6 on scale 1-7","2005","Urban Area","Male","2565","0.379511812532375","0.367787657470971","0.39123596759378"
"6 on scale 1-7","2005","Urban Area","Female","2740","0.355570078618363","0.344522408843509","0.366617748393218"
"6 on scale 1-7","2005","Rural Area","Male","1345","0.39180246193606","0.375096669606155","0.408508254265964"
"6 on scale 1-7","2005","Rural Area","Female","1407","0.369864316614546","0.353987995797793","0.385740637431298"
"7 Strongly agree","2005","Urban Area","Male","1888","0.284549587399481","0.273648473058183","0.295450701740779"
"7 Strongly agree","2005","Urban Area","Female","2085","0.298889612366488","0.288324628365429","0.309454596367548"
"7 Strongly agree","2005","Rural Area","Male","890","0.289665889433301","0.274142334513258","0.305189444353343"
"7 Strongly agree","2005","Rural Area","Female","984","0.293389626456327","0.27841610345703","0.308363149455625"
"1 Strongly disagree","2006","Urban Area","Male","","","",""
"1 Strongly disagree","2006","Urban Area","Female","","","",""
"1 Strongly disagree","2006","Rural Area","Male","","","",""
"1 Strongly disagree","2006","Rural Area","Female","","","",""
"2 on scale 1-7 ","2006","Urban Area","Male","","","",""
"2 on scale 1-7 ","2006","Urban Area","Female","","","",""
"2 on scale 1-7 ","2006","Rural Area","Male","","","",""
"2 on scale 1-7 ","2006","Rural Area","Female","","","",""
"3 on scale 1-7 ","2006","Urban Area","Male","","","",""
"3 on scale 1-7 ","2006","Urban Area","Female","","","",""
"3 on scale 1-7 ","2006","Rural Area","Male","","","",""
"3 on scale 1-7 ","2006","Rural Area","Female","","","",""
"4 on scale 1-7","2006","Urban Area","Male","","","",""
"4 on scale 1-7","2006","Urban Area","Female","","","",""
"4 on scale 1-7","2006","Rural Area","Male","","","",""
"4 on scale 1-7","2006","Rural Area","Female","","","",""
"5 on scale 1-7","2006","Urban Area","Male","","","",""
"5 on scale 1-7","2006","Urban Area","Female","","","",""
"5 on scale 1-7","2006","Rural Area","Male","","","",""
"5 on scale 1-7","2006","Rural Area","Female","","","",""
"6 on scale 1-7","2006","Urban Area","Male","","","",""
"6 on scale 1-7","2006","Urban Area","Female","","","",""
"6 on scale 1-7","2006","Rural Area","Male","","","",""
"6 on scale 1-7","2006","Rural Area","Female","","","",""
"7 Strongly agree","2006","Urban Area","Male","","","",""
"7 Strongly agree","2006","Urban Area","Female","","","",""
"7 Strongly agree","2006","Rural Area","Male","","","",""
"7 Strongly agree","2006","Rural Area","Female","","","",""
"1 Strongly disagree","2007","Urban Area","Male","","","",""
"1 Strongly disagree","2007","Urban Area","Female","","","",""
"1 Strongly disagree","2007","Rural Area","Male","","","",""
"1 Strongly disagree","2007","Rural Area","Female","","","",""
"2 on scale 1-7 ","2007","Urban Area","Male","","","",""
"2 on scale 1-7 ","2007","Urban Area","Female","","","",""
"2 on scale 1-7 ","2007","Rural Area","Male","","","",""
"2 on scale 1-7 ","2007","Rural Area","Female","","","",""
"3 on scale 1-7 ","2007","Urban Area","Male","","","",""
"3 on scale 1-7 ","2007","Urban Area","Female","","","",""
"3 on scale 1-7 ","2007","Rural Area","Male","","","",""
"3 on scale 1-7 ","2007","Rural Area","Female","","","",""
"4 on scale 1-7","2007","Urban Area","Male","","","",""
"4 on scale 1-7","2007","Urban Area","Female","","","",""
"4 on scale 1-7","2007","Rural Area","Male","","","",""
"4 on scale 1-7","2007","Rural Area","Female","","","",""
"5 on scale 1-7","2007","Urban Area","Male","","","",""
"5 on scale 1-7","2007","Urban Area","Female","","","",""
"5 on scale 1-7","2007","Rural Area","Male","","","",""
"5 on scale 1-7","2007","Rural Area","Female","","","",""
"6 on scale 1-7","2007","Urban Area","Male","","","",""
"6 on scale 1-7","2007","Urban Area","Female","","","",""
"6 on scale 1-7","2007","Rural Area","Male","","","",""
"6 on scale 1-7","2007","Rural Area","Female","","","",""
"7 Strongly agree","2007","Urban Area","Male","","","",""
"7 Strongly agree","2007","Urban Area","Female","","","",""
"7 Strongly agree","2007","Rural Area","Male","","","",""
