"plh0222","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","Male","","","",""
"1 Strongly disagree","2005","(0) in school","Female","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Female","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","Male","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","Female","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Male","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Female","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2005","(0) in school","Male","","","",""
"2 on scale 1-7 ","2005","(0) in school","Female","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Female","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","34","0.0116026204127593","0.00781142049396176","0.0153938203315569"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Male","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Female","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2005","(0) in school","Male","","","",""
"3 on scale 1-7 ","2005","(0) in school","Female","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Male","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Female","45","0.0469141873097229","0.0352708391286099","0.058557535490836"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","79","0.0265338964047227","0.0208441385620818","0.0322236542473636"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","63","0.0227906615863211","0.0170762737083989","0.0285050494642432"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Male","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Female","49","0.0162568238990889","0.0115139021665228","0.0209997456316551"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Male","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Female","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Male","31","0.0158755038266349","0.00939255241222921","0.0223584552410407"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Female","","","",""
"4 on scale 1-7","2005","(0) in school","Male","52","0.14393062451326","0.104855683636764","0.183005565389756"
"4 on scale 1-7","2005","(0) in school","Female","57","0.170000165428079","0.13013123577881","0.209869095077349"
"4 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","Male","96","0.156901506731094","0.127069480614858","0.18673353284733"
"4 on scale 1-7","2005","(1b) general elementary school","Female","199","0.160586637984672","0.140370302983096","0.180802972986247"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Male","268","0.0893074660499216","0.0792111572950048","0.0994037748048384"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Female","242","0.0913898524823261","0.0803557954368798","0.102423909527772"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Male","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","Female","32","0.0768244075140851","0.0490036772241876","0.104645137803983"
"4 on scale 1-7","2005","(2a) intermediate vocational","Male","119","0.0545468070754531","0.0447330426530211","0.0643605714978852"
"4 on scale 1-7","2005","(2a) intermediate vocational","Female","178","0.0827499909392425","0.0724172609493273","0.0930827209291578"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","35","0.119917445311178","0.0865440579503712","0.153290832671985"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","48","0.0929413451038732","0.0655616643359192","0.120321025871827"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","50","0.101055803809583","0.0782165437845405","0.123895063834626"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","59","0.0879467778910984","0.0688395833642516","0.107053972417945"
"4 on scale 1-7","2005","(3a) lower tertiary education","Male","53","0.0573835556347714","0.0420173023204498","0.072749808949093"
"4 on scale 1-7","2005","(3a) lower tertiary education","Female","50","0.0643632977503054","0.0469736757389844","0.0817529197616263"
"4 on scale 1-7","2005","(3b) higher tertiary education","Male","89","0.062436621099653","0.0498877689883103","0.0749854732109957"
"4 on scale 1-7","2005","(3b) higher tertiary education","Female","87","0.0926513039866608","0.0754544244304705","0.109848183542851"
"5 on scale 1-7","2005","(0) in school","Male","111","0.407911637174726","0.353204554706877","0.462618719642576"
"5 on scale 1-7","2005","(0) in school","Female","75","0.201678224632771","0.159090013930431","0.244266435335111"
"5 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","Female","31","0.273631103289233","0.199516798133336","0.347745408445129"
"5 on scale 1-7","2005","(1b) general elementary school","Male","120","0.216105263900529","0.18234610764401","0.249864420157049"
"5 on scale 1-7","2005","(1b) general elementary school","Female","275","0.208653173158597","0.186278550845758","0.231027795471436"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Male","585","0.191709619899747","0.177773607962129","0.205645631837365"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Female","501","0.196465749150179","0.181251761255592","0.211679737044767"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Male","53","0.159689426368463","0.111824783095792","0.207554069641133"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Female","78","0.234418394673582","0.190162782959015","0.278674006388149"
"5 on scale 1-7","2005","(2a) intermediate vocational","Male","371","0.184304851465884","0.167549124748936","0.201060578182832"
"5 on scale 1-7","2005","(2a) intermediate vocational","Female","477","0.16178053403866","0.147969403045094","0.175591665032226"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","98","0.299896677802606","0.252824499528764","0.346968856076448"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","117","0.336042598496009","0.291500210865369","0.380584986126649"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","128","0.192289682702827","0.162426173551999","0.222153191853654"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","171","0.214079800763209","0.186406947571479","0.241752653954939"
"5 on scale 1-7","2005","(3a) lower tertiary education","Male","181","0.217197890887168","0.189954538349031","0.244441243425306"
"5 on scale 1-7","2005","(3a) lower tertiary education","Female","165","0.18830557127375","0.160601395073937","0.216009747473563"
"5 on scale 1-7","2005","(3b) higher tertiary education","Male","278","0.204889438097006","0.183955181928515","0.225823694265496"
"5 on scale 1-7","2005","(3b) higher tertiary education","Female","216","0.219084535660881","0.19455187536754","0.243617195954222"
"6 on scale 1-7","2005","(0) in school","Male","88","0.238476864956434","0.191038258606407","0.285915471306461"
"6 on scale 1-7","2005","(0) in school","Female","121","0.322312864384885","0.272707991371597","0.371917737398174"
"6 on scale 1-7","2005","(1a) inadequately completed","Male","36","0.317294870767928","0.226972336647735","0.407617404888121"
"6 on scale 1-7","2005","(1a) inadequately completed","Female","33","0.24973113725589","0.177772074222772","0.321690200289007"
"6 on scale 1-7","2005","(1b) general elementary school","Male","187","0.328061127294352","0.289551234770968","0.366571019817736"
"6 on scale 1-7","2005","(1b) general elementary school","Female","393","0.292747538256125","0.267692582317222","0.317802494195027"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Male","1096","0.345178117142422","0.328346878742399","0.362009355542445"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Female","950","0.335319432863823","0.317242144005002","0.353396721722643"
"6 on scale 1-7","2005","(2b) intermediate general qualification","Male","105","0.488114744132933","0.422801071466585","0.553428416799281"
"6 on scale 1-7","2005","(2b) intermediate general qualification","Female","141","0.381654933065379","0.33090591429721","0.432403951833548"
"6 on scale 1-7","2005","(2a) intermediate vocational","Male","895","0.43740004423517","0.415962738426134","0.458837350044207"
"6 on scale 1-7","2005","(2a) intermediate vocational","Female","1171","0.421524164950866","0.403004160353892","0.440044169547841"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","151","0.394653806129174","0.344441813655913","0.444865798602434"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","167","0.319403659724355","0.275437253691082","0.363370065757628"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","292","0.44206871750425","0.404435592749638","0.479701842258863"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","335","0.37771777378216","0.345009752117037","0.410425795447282"
"6 on scale 1-7","2005","(3a) lower tertiary education","Male","376","0.404481667172137","0.372054893232865","0.436908441111408"
"6 on scale 1-7","2005","(3a) lower tertiary education","Female","323","0.429208332075838","0.394133931471132","0.464282732680545"
