"plh0222","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Male","31","0.0106996369023898","0.00709933072295502","0.0142999430818246"
"1 Strongly disagree","2005","Not Employed","Female","50","0.0117038950110438","0.00861565897519389","0.0147921310468936"
"1 Strongly disagree","2005","Employed","Male","19","","",""
"1 Strongly disagree","2005","Employed","Female","19","","",""
"2 on scale 1-7 ","2005","Not Employed","Male","45","0.0187158973595825","0.0139735480418318","0.0234582466773332"
"2 on scale 1-7 ","2005","Not Employed","Female","50","0.0141623356837657","0.0107694292669572","0.0175552421005743"
"2 on scale 1-7 ","2005","Employed","Male","34","0.00559543579574852","0.00381251212218213","0.00737835946931492"
"2 on scale 1-7 ","2005","Employed","Female","32","0.00595344872008766","0.00402373481211817","0.00788316262805715"
"3 on scale 1-7 ","2005","Not Employed","Male","131","0.0396130405442335","0.03278756290692","0.0464385181815471"
"3 on scale 1-7 ","2005","Not Employed","Female","142","0.0311021357311537","0.0261174722820865","0.0360867991802208"
"3 on scale 1-7 ","2005","Employed","Male","108","0.0159849092518632","0.0129871951870707","0.0189826233166557"
"3 on scale 1-7 ","2005","Employed","Female","106","0.0189295948008887","0.0155111702155028","0.0223480193862746"
"4 on scale 1-7","2005","Not Employed","Male","366","0.119337004110396","0.107992558656267","0.130681449564525"
"4 on scale 1-7","2005","Not Employed","Female","579","0.128544152825634","0.118933550809361","0.138154754841907"
"4 on scale 1-7","2005","Employed","Male","451","0.0690942507792997","0.063032360785969","0.0751561407726303"
"4 on scale 1-7","2005","Employed","Female","420","0.0754406142772595","0.068815776155363","0.082065452399156"
"5 on scale 1-7","2005","Not Employed","Male","705","0.224045060094768","0.209454338553682","0.238635781635854"
"5 on scale 1-7","2005","Not Employed","Female","1023","0.21485335157887","0.203059702727983","0.226647000429756"
"5 on scale 1-7","2005","Employed","Male","1283","0.196435629915879","0.186939323783003","0.205931936048754"
"5 on scale 1-7","2005","Employed","Female","1127","0.187940480370724","0.178140857691771","0.197740103049677"
"6 on scale 1-7","2005","Not Employed","Male","1039","0.317569264755932","0.301278579514089","0.333859949997775"
"6 on scale 1-7","2005","Not Employed","Female","1620","0.32808781321562","0.314605852904371","0.341569773526868"
"6 on scale 1-7","2005","Employed","Male","2871","0.415308631833893","0.403530319716701","0.427086943951085"
"6 on scale 1-7","2005","Employed","Female","2527","0.388378276535018","0.376152564193406","0.40060398887663"
"7 Strongly agree","2005","Not Employed","Male","820","0.270020096232698","0.254483913250268","0.285556279215128"
