"plh0222","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","Urban Area","15","","",""
"1 Strongly disagree","2005","1-pers.-HH","Rural Area","7","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","Urban Area","30","0.00716062778843531","0.00475952117421894","0.00956173440265168"
"1 Strongly disagree","2005","(Married) couple without C. ","Rural Area","10","","",""
"1 Strongly disagree","2005","Single parent ","Urban Area","1","","",""
"1 Strongly disagree","2005","Single parent ","Rural Area","6","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","Urban Area","9","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","Rural Area","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","Urban Area","10","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","Rural Area","10","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Urban Area","6","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Rural Area","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","Urban Area","22","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","Rural Area","9","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","47","0.013936385473599","0.0105980964026759","0.017274674544522"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","14","","",""
"2 on scale 1-7 ","2005","Single parent ","Urban Area","5","","",""
"2 on scale 1-7 ","2005","Single parent ","Rural Area","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","10","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","4","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","13","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","9","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","7","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","Urban Area","51","0.026179701228317","0.019296355122384","0.03306304733425"
"3 on scale 1-7 ","2005","1-pers.-HH","Rural Area","26","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","116","0.0239268358910386","0.0195749227340507","0.0282787490480266"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","40","0.0183166332612337","0.0127709922044001","0.0238622743180673"
"3 on scale 1-7 ","2005","Single parent ","Urban Area","28","","",""
"3 on scale 1-7 ","2005","Single parent ","Rural Area","8","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","45","0.0146688257046052","0.00999341229020765","0.0193442391190028"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","16","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","53","0.0220570039415273","0.0160298056589556","0.0280842022240989"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","34","0.0342061014384871","0.0245390901797734","0.0438731126972009"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","34","0.0351571451129347","0.0243272025122213","0.0459870877136481"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","14","","",""
"4 on scale 1-7","2005","1-pers.-HH","Urban Area","211","0.105045566908406","0.0918275233371317","0.11826361047968"
"4 on scale 1-7","2005","1-pers.-HH","Rural Area","86","0.108028511942013","0.0874958377380771","0.128561186145949"
"4 on scale 1-7","2005","(Married) couple without C. ","Urban Area","386","0.091738654549243","0.0835185375764078","0.0999587715220782"
"4 on scale 1-7","2005","(Married) couple without C. ","Rural Area","212","0.0923800408810719","0.0804047985939566","0.104355283168187"
"4 on scale 1-7","2005","Single parent ","Urban Area","73","0.101652136423665","0.0794241848659697","0.123880087981361"
"4 on scale 1-7","2005","Single parent ","Rural Area","37","0.0852627137782711","0.057545884025548","0.112979543530994"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","184","0.0782382718245135","0.0677946726983296","0.0886818709506974"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","86","0.0785103964900069","0.0630585492471906","0.0939622437328231"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","183","0.0838878370727657","0.0725113213489496","0.0952643527965818"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","114","0.0869307778639974","0.0719464647060376","0.101915091021957"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","121","0.11122115782384","0.0927335116334301","0.12970880401425"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","66","0.0976554207806224","0.0737026107637285","0.121608230797516"
"5 on scale 1-7","2005","1-pers.-HH","Urban Area","427","0.215310952536125","0.197591116080419","0.233030788991831"
"5 on scale 1-7","2005","1-pers.-HH","Rural Area","179","0.225020353981464","0.197398241907863","0.252642466055065"
"5 on scale 1-7","2005","(Married) couple without C. ","Urban Area","910","0.181773936127315","0.170791495625","0.192756376629629"
"5 on scale 1-7","2005","(Married) couple without C. ","Rural Area","411","0.183197579920395","0.167199731073884","0.199195428766907"
"5 on scale 1-7","2005","Single parent ","Urban Area","141","0.196954012587051","0.167700936452285","0.226207088721817"
"5 on scale 1-7","2005","Single parent ","Rural Area","80","0.210018413606003","0.169593140874449","0.250443686337557"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","492","0.210977747313203","0.195110770612192","0.226844724014214"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","223","0.194338716968418","0.171607247405341","0.217070186531496"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","517","0.229015272327754","0.211771171301396","0.246259373354113"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","305","0.210838476591151","0.189143654547602","0.2325332986347"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","219","0.228146733421735","0.203471256106977","0.252822210736494"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","115","0.181641924413973","0.150531794936564","0.212752053891383"
"6 on scale 1-7","2005","1-pers.-HH","Urban Area","722","0.335549771032819","0.315194000157066","0.355905541908571"
"6 on scale 1-7","2005","1-pers.-HH","Rural Area","322","0.352873361075495","0.321264786662196","0.384481935488795"
"6 on scale 1-7","2005","(Married) couple without C. ","Urban Area","1811","0.373172315411319","0.359399421827251","0.386945208995388"
"6 on scale 1-7","2005","(Married) couple without C. ","Rural Area","889","0.386082295954354","0.365947917037719","0.406216674870989"
"6 on scale 1-7","2005","Single parent ","Urban Area","264","0.339763925865273","0.304925608220741","0.374602243509805"
"6 on scale 1-7","2005","Single parent ","Rural Area","157","0.388018593283012","0.339655823016214","0.436381363549811"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","1079","0.419680596920878","0.400488420641936","0.438872773199819"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","502","0.380571614337181","0.352679248760442","0.40846397991392"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","891","0.376293734779997","0.356412699525996","0.396174770033998"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","551","0.383690614597352","0.357827061654236","0.409554167540467"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","424","0.347044565500026","0.319053111645616","0.375036019354435"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","251","0.414463223411312","0.374712762003042","0.454213684819581"
"7 Strongly agree","2005","1-pers.-HH","Urban Area","619","0.297008493021714","0.277309803918926","0.316707182124502"
"7 Strongly agree","2005","1-pers.-HH","Rural Area","249","0.267212769520097","0.237943061943077","0.296482477097118"
"7 Strongly agree","2005","(Married) couple without C. ","Urban Area","1437","0.30829124475905","0.295140854825225","0.321441634692875"
"7 Strongly agree","2005","(Married) couple without C. ","Rural Area","670","0.309966248940725","0.290839745378402","0.329092752503047"
"7 Strongly agree","2005","Single parent ","Urban Area","198","0.300656619357067","0.266927924535647","0.334385314178488"
"7 Strongly agree","2005","Single parent ","Rural Area","101","0.285295784741081","0.240480450815063","0.330111118667099"
"7 Strongly agree","2005","Couple + C. LE 16 ","Urban Area","721","0.271068157577521","0.253781383914416","0.288354931240626"
"7 Strongly agree","2005","Couple + C. LE 16 ","Rural Area","330","0.313751248294648","0.287094626159038","0.340407870430258"
"7 Strongly agree","2005","Couple + C. GT 16 ","Urban Area","614","0.278824481046848","0.260422211508836","0.29722675058486"
"7 Strongly agree","2005","Couple + C. GT 16 ","Rural Area","335","0.271010348490021","0.247370111552295","0.294650585427747"
