"plh0222","year","education","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","no migration background","63","0.01271554373133","0.00992726736177702","0.0155038201008831"
"1 Strongly disagree","2005","lower secondary degree","direct migration background","5","","",""
"1 Strongly disagree","2005","lower secondary degree","indirect migration background","2","","",""
"1 Strongly disagree","2005","secondary school degree","no migration background","16","","",""
"1 Strongly disagree","2005","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2005","secondary school degree","indirect migration background","1","","",""
"1 Strongly disagree","2005","college entrance qualification","no migration background","15","","",""
"1 Strongly disagree","2005","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2005","Other degree","no migration background","","","",""
"1 Strongly disagree","2005","Other degree","direct migration background","8","","",""
"1 Strongly disagree","2005","Other degree","indirect migration background","1","","",""
"1 Strongly disagree","2005","no degree/no degree yet","no migration background","5","","",""
"1 Strongly disagree","2005","no degree/no degree yet","direct migration background","2","","",""
"1 Strongly disagree","2005","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","no migration background","67","0.0125043076592813","0.00973899252392303","0.0152696227946395"
"2 on scale 1-7 ","2005","lower secondary degree","direct migration background","9","","",""
"2 on scale 1-7 ","2005","lower secondary degree","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","secondary school degree","no migration background","33","0.00749927441304913","0.0052319814609975","0.00976656736510077"
"2 on scale 1-7 ","2005","secondary school degree","direct migration background","2","","",""
"2 on scale 1-7 ","2005","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","no migration background","16","","",""
"2 on scale 1-7 ","2005","college entrance qualification","direct migration background","2","","",""
"2 on scale 1-7 ","2005","college entrance qualification","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Other degree","no migration background","1","","",""
"2 on scale 1-7 ","2005","Other degree","direct migration background","10","","",""
"2 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","no migration background","6","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","6","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","lower secondary degree","no migration background","161","0.0274157182469345","0.0233521211837472","0.0314793153101219"
"3 on scale 1-7 ","2005","lower secondary degree","direct migration background","16","","",""
"3 on scale 1-7 ","2005","lower secondary degree","indirect migration background","6","","",""
"3 on scale 1-7 ","2005","secondary school degree","no migration background","90","0.0153745531910775","0.0121410791536961","0.0186080272284589"
"3 on scale 1-7 ","2005","secondary school degree","direct migration background","3","","",""
"3 on scale 1-7 ","2005","secondary school degree","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","college entrance qualification","no migration background","92","0.0180222139983066","0.0142310512925507","0.0218133767040625"
"3 on scale 1-7 ","2005","college entrance qualification","direct migration background","5","","",""
"3 on scale 1-7 ","2005","college entrance qualification","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","Other degree","no migration background","6","","",""
"3 on scale 1-7 ","2005","Other degree","direct migration background","34","0.0321325716902017","0.0210631109798378","0.0432020324005656"
"3 on scale 1-7 ","2005","Other degree","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","no migration background","33","0.0675148661103881","0.0471649636827497","0.0878647685380264"
"3 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","6","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","6","","",""
"4 on scale 1-7","2005","lower secondary degree","no migration background","624","0.101977311304415","0.0944464849499266","0.109508137658902"
"4 on scale 1-7","2005","lower secondary degree","direct migration background","60","0.112157790944994","0.0867595662051333","0.137556015684856"
"4 on scale 1-7","2005","lower secondary degree","indirect migration background","35","0.175153490199478","0.128224221240829","0.222082759158127"
"4 on scale 1-7","2005","secondary school degree","no migration background","357","0.0710142732726644","0.0642641773729385","0.0777643691723903"
