"plh0222","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","Male","","","",""
"1 Strongly disagree","2005","lower secondary degree","Female","47","0.0154861759938969","0.0114560536125461","0.0195162983752478"
"1 Strongly disagree","2005","secondary school degree","Male","","","",""
"1 Strongly disagree","2005","secondary school degree","Female","","","",""
"1 Strongly disagree","2005","college entrance qualification","Male","","","",""
"1 Strongly disagree","2005","college entrance qualification","Female","","","",""
"1 Strongly disagree","2005","Other degree","Male","","","",""
"1 Strongly disagree","2005","Other degree","Female","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Male","39","0.01302023102062","0.00923313664182819","0.0168073253994119"
"2 on scale 1-7 ","2005","lower secondary degree","Female","38","0.0124429681535545","0.00882488688648557","0.0160610494206234"
"2 on scale 1-7 ","2005","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2005","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2005","Other degree","Male","","","",""
"2 on scale 1-7 ","2005","Other degree","Female","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","Male","90","0.0258892275716767","0.0205839711757473","0.0311944839676061"
"3 on scale 1-7 ","2005","lower secondary degree","Female","93","0.029502047521092","0.0239792563656432","0.0350248386765408"
"3 on scale 1-7 ","2005","secondary school degree","Male","35","0.0166389391140897","0.0116896926117721","0.0215881856164073"
"3 on scale 1-7 ","2005","secondary school degree","Female","61","0.0156774110188245","0.0115249931335436","0.0198298289041054"
"3 on scale 1-7 ","2005","college entrance qualification","Male","54","0.0173301574464383","0.0124250496568121","0.0222352652360645"
"3 on scale 1-7 ","2005","college entrance qualification","Female","46","0.0171127078363018","0.0120022539799428","0.0222231616926608"
"3 on scale 1-7 ","2005","Other degree","Male","","","",""
"3 on scale 1-7 ","2005","Other degree","Female","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2005","lower secondary degree","Male","321","0.0932908444108263","0.0835746505682518","0.103007038253401"
"4 on scale 1-7","2005","lower secondary degree","Female","398","0.11589067879006","0.105443176673003","0.126338180907116"
"4 on scale 1-7","2005","secondary school degree","Male","149","0.0546637426855307","0.045868200736602","0.0634592846344595"
"4 on scale 1-7","2005","secondary school degree","Female","235","0.0814775315837601","0.0723330523372203","0.0906220108303"
"4 on scale 1-7","2005","college entrance qualification","Male","188","0.077079737950343","0.0670544768494133","0.0871049990512727"
"4 on scale 1-7","2005","college entrance qualification","Female","195","0.0849881481954966","0.0739995881337568","0.0959767082572364"
"4 on scale 1-7","2005","Other degree","Male","69","0.146852393122875","0.116516984513156","0.177187801732594"
"4 on scale 1-7","2005","Other degree","Female","67","0.0993039581401174","0.0749226738429252","0.12368524243731"
"4 on scale 1-7","2005","no degree/no degree yet","Male","63","0.127864036025346","0.0956578447842197","0.160070227266471"
"4 on scale 1-7","2005","no degree/no degree yet","Female","79","0.138411325655553","0.107550228792144","0.169272422518962"
"5 on scale 1-7","2005","lower secondary degree","Male","669","0.196118848694538","0.182854123764195","0.209383573624881"
"5 on scale 1-7","2005","lower secondary degree","Female","693","0.19592361799497","0.182968920424518","0.208878315565421"
"5 on scale 1-7","2005","secondary school degree","Male","480","0.183181839110367","0.168215221422248","0.198148456798487"
"5 on scale 1-7","2005","secondary school degree","Female","612","0.171099141644943","0.158510746553902","0.183687536735983"
"5 on scale 1-7","2005","college entrance qualification","Male","563","0.223092991187317","0.207444554028765","0.238741428345869"
"5 on scale 1-7","2005","college entrance qualification","Female","553","0.236682160477997","0.219933359883115","0.253430961072879"
"5 on scale 1-7","2005","Other degree","Male","97","0.180807692940014","0.14782404915294","0.213791336727087"
"5 on scale 1-7","2005","Other degree","Female","141","0.228538314774182","0.19430721416607","0.262769415382294"
"5 on scale 1-7","2005","no degree/no degree yet","Male","134","0.348062937090026","0.302121477247243","0.39400439693281"
"5 on scale 1-7","2005","no degree/no degree yet","Female","106","0.229468216812465","0.191890351809391","0.267046081815538"
"6 on scale 1-7","2005","lower secondary degree","Male","1222","0.343274860890743","0.327412950994745","0.359136770786741"
