"plh0222","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Full Time","3","","",""
"1 Strongly disagree","2005","16-34 y.","Part Time","","","",""
"1 Strongly disagree","2005","16-34 y.","Not Working","9","","",""
"1 Strongly disagree","2005","35-65 y.","Full Time","26","","",""
"1 Strongly disagree","2005","35-65 y.","Part Time","9","","",""
"1 Strongly disagree","2005","35-65 y.","Not Working","25","","",""
"1 Strongly disagree","2005","66 and older","Full Time","","","",""
"1 Strongly disagree","2005","66 and older","Part Time","","","",""
"1 Strongly disagree","2005","66 and older","Not Working","47","0.0140782637702567","0.0101807262700755","0.0179758012704378"
"2 on scale 1-7 ","2005","16-34 y.","Full Time","8","","",""
"2 on scale 1-7 ","2005","16-34 y.","Part Time","10","","",""
"2 on scale 1-7 ","2005","16-34 y.","Not Working","16","","",""
"2 on scale 1-7 ","2005","35-65 y.","Full Time","33","0.00740911557534669","0.00521885573692627","0.00959937541376711"
"2 on scale 1-7 ","2005","35-65 y.","Part Time","15","","",""
"2 on scale 1-7 ","2005","35-65 y.","Not Working","20","","",""
"2 on scale 1-7 ","2005","66 and older","Full Time","","","",""
"2 on scale 1-7 ","2005","66 and older","Part Time","","","",""
"2 on scale 1-7 ","2005","66 and older","Not Working","59","0.0191021654584267","0.0145737348007583","0.023630596116095"
"3 on scale 1-7 ","2005","16-34 y.","Full Time","25","","",""
"3 on scale 1-7 ","2005","16-34 y.","Part Time","38","0.0296380759923003","0.0213440155174431","0.0379321364671576"
"3 on scale 1-7 ","2005","16-34 y.","Not Working","72","0.0456644009276002","0.0354736774632093","0.0558551243919912"
"3 on scale 1-7 ","2005","35-65 y.","Full Time","89","0.0160412527747293","0.0128325100240898","0.0192499955253689"
"3 on scale 1-7 ","2005","35-65 y.","Part Time","57","0.018708303404258","0.013871920280747","0.023544686527769"
"3 on scale 1-7 ","2005","35-65 y.","Not Working","85","0.0311483867550505","0.0245640232033562","0.0377327503067449"
"3 on scale 1-7 ","2005","66 and older","Full Time","","","",""
"3 on scale 1-7 ","2005","66 and older","Part Time","5","","",""
"3 on scale 1-7 ","2005","66 and older","Not Working","116","0.0327679350358558","0.0268783538533566","0.0386575162183551"
"4 on scale 1-7","2005","16-34 y.","Full Time","148","0.0728583512480338","0.0617263699692829","0.0839903325267847"
"4 on scale 1-7","2005","16-34 y.","Part Time","143","0.0851473318269535","0.0714972133207331","0.0987974503331739"
"4 on scale 1-7","2005","16-34 y.","Not Working","219","0.139028807948973","0.122139483373165","0.155918132524781"
"4 on scale 1-7","2005","35-65 y.","Full Time","325","0.0617797811598374","0.0556308038485009","0.0679287584711739"
"4 on scale 1-7","2005","35-65 y.","Part Time","241","0.0859376524480732","0.0759334128225635","0.0959418920735829"
