"plh0222","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","Male","38","0.00571172837584044","0.00400003288550564","0.00742342386617524"
"1 Strongly disagree","2005","West Germany","Female","54","0.00734276913767544","0.00548890106520499","0.00919663721014589"
"1 Strongly disagree","2005","East Germany","Male","12","","",""
"1 Strongly disagree","2005","East Germany","Female","15","","",""
"2 on scale 1-7 ","2005","West Germany","Male","63","0.0108263290249588","0.00847581168159905","0.0131768463683185"
"2 on scale 1-7 ","2005","West Germany","Female","63","0.0105026149336234","0.0082889836705099","0.0127162461967369"
"2 on scale 1-7 ","2005","East Germany","Male","16","","",""
"2 on scale 1-7 ","2005","East Germany","Female","19","","",""
"3 on scale 1-7 ","2005","West Germany","Male","187","0.0238139955244465","0.0203508639069819","0.0272771271419111"
"3 on scale 1-7 ","2005","West Germany","Female","191","0.0248168649525163","0.0214388172155814","0.0281949126894513"
"3 on scale 1-7 ","2005","East Germany","Male","52","0.0232758150255478","0.0172623063363716","0.0292893237147241"
"3 on scale 1-7 ","2005","East Germany","Female","57","0.0239087645356522","0.0180558793638911","0.0297616497074133"
"4 on scale 1-7","2005","West Germany","Male","638","0.0872635467116312","0.0808532858502147","0.0936738075730476"
"4 on scale 1-7","2005","West Germany","Female","733","0.0956971173592243","0.0893092539891808","0.102084980729268"
"4 on scale 1-7","2005","East Germany","Male","179","0.078050987627988","0.0673522588824055","0.0887497163735705"
"4 on scale 1-7","2005","East Germany","Female","266","0.121332305178862","0.108822608377518","0.133842001980207"
"5 on scale 1-7","2005","West Germany","Male","1475","0.202633001780819","0.193503001464668","0.211763002096971"
"5 on scale 1-7","2005","West Germany","Female","1643","0.204024681871477","0.195274030371629","0.212775333371324"
"5 on scale 1-7","2005","East Germany","Male","513","0.217651477034053","0.201193726829366","0.234109227238739"
"5 on scale 1-7","2005","East Germany","Female","507","0.185286926629385","0.170401168393508","0.200172684865262"
"6 on scale 1-7","2005","West Germany","Male","2885","0.379278277053078","0.368257453938504","0.390299100167651"
"6 on scale 1-7","2005","West Germany","Female","3090","0.358859117718353","0.348443429755839","0.369274805680868"
