"plh0222","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Urban Area","9","","","","1"
"1 Strongly disagree","2005","16-34 y.","Rural Area","3","","","","1"
"1 Strongly disagree","2005","35-65 y.","Urban Area","41","0.00604810948781656","0.00432391605392396","0.00777230292170915","1"
"1 Strongly disagree","2005","35-65 y.","Rural Area","19","","","","1"
"1 Strongly disagree","2005","66 and older","Urban Area","28","","","","1"
"1 Strongly disagree","2005","66 and older","Rural Area","19","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","Urban Area","48","0.00800682376457896","0.00602494100529368","0.00998870652386424","2"
"2 on scale 1-7 ","2005","16-34 y.","Urban Area","23","","","","2"
"2 on scale 1-7 ","2005","66 and older","Rural Area","16","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Rural Area","11","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Rural Area","20","","","","2"
"2 on scale 1-7 ","2005","66 and older","Urban Area","43","0.0207677244734797","0.0151540510481803","0.026381397898779","2"
"3 on scale 1-7 ","2005","66 and older","Urban Area","81","0.0344766471192357","0.0272945093646378","0.0416587848738336","3"
"3 on scale 1-7 ","2005","16-34 y.","Urban Area","99","0.029492568575107","0.0239241168756786","0.0350610202745354","3"
"3 on scale 1-7 ","2005","35-65 y.","Rural Area","70","0.0218704011801358","0.0172261876588548","0.0265146147014169","3"
"3 on scale 1-7 ","2005","35-65 y.","Urban Area","161","0.0196894192723628","0.0165998937932754","0.0227789447514502","3"
"3 on scale 1-7 ","2005","16-34 y.","Rural Area","36","0.0156981433860407","0.00990063962121457","0.0214956471508668","3"
"3 on scale 1-7 ","2005","66 and older","Rural Area","40","0.0279304439082028","0.0188178742470898","0.0370430135693157","3"
"4 on scale 1-7","2005","66 and older","Rural Area","152","0.128059036894513","0.109579038573374","0.146539035215652","4"
"4 on scale 1-7","2005","16-34 y.","Rural Area","175","0.0916916329955954","0.0782319679426344","0.105151298048556","4"
"4 on scale 1-7","2005","35-65 y.","Urban Area","589","0.0841739095677628","0.0779995952006581","0.0903482239348674","4"
"4 on scale 1-7","2005","66 and older","Urban Area","278","0.116077534427005","0.103468233746161","0.128686835107848","4"
"4 on scale 1-7","2005","16-34 y.","Urban Area","335","0.0959103680627579","0.086218282296404","0.105602453829112","4"
"4 on scale 1-7","2005","35-65 y.","Rural Area","287","0.0759786834743005","0.0675652652033158","0.0843921017452852","4"
"5 on scale 1-7","2005","66 and older","Rural Area","243","0.203660734449758","0.181388900026081","0.225932568873436","5"
"5 on scale 1-7","2005","35-65 y.","Rural Area","703","0.176180693142806","0.164083607836693","0.188277778448919","5"
"5 on scale 1-7","2005","66 and older","Urban Area","513","0.210252563742524","0.194211816704379","0.22629331078067","5"
"5 on scale 1-7","2005","16-34 y.","Urban Area","807","0.237876698805134","0.223862531536441","0.251890866073827","5"
"5 on scale 1-7","2005","16-34 y.","Rural Area","412","0.240329832675686","0.220401584670399","0.260258080680973","5"
"5 on scale 1-7","2005","35-65 y.","Urban Area","1460","0.186939579447129","0.178269850428012","0.195609308466247","5"
"6 on scale 1-7","2005","66 and older","Rural Area","431","0.330549762031443","0.304534341778622","0.356565182284265","6"
"6 on scale 1-7","2005","35-65 y.","Urban Area","3102","0.379591220623643","0.368799504078524","0.390382937168761","6"
"6 on scale 1-7","2005","66 and older","Urban Area","783","0.300308788916442","0.282264197271706","0.318353380561179","6"
"6 on scale 1-7","2005","16-34 y.","Urban Area","1420","0.398634289822971","0.382519101594662","0.41474947805128","6"
"6 on scale 1-7","2005","35-65 y.","Rural Area","1593","0.388842722794275","0.373363502370177","0.404321943218374","6"
"6 on scale 1-7","2005","16-34 y.","Rural Area","728","0.404976452541169","0.382081765901035","0.427871139181303","6"
"7 Strongly agree","2005","66 and older","Rural Area","355","0.279435998272575","0.254620058367573","0.304251938177577","7"
"7 Strongly agree","2005","66 and older","Urban Area","753","0.307152572836078","0.288992996563137","0.32531214910902","7"
"7 Strongly agree","2005","35-65 y.","Urban Area","2367","0.315550937836707","0.305216216126756","0.325885659546658","7"
"7 Strongly agree","2005","35-65 y.","Rural Area","1118","0.322705054064573","0.307860149695884","0.337549958433261","7"
"7 Strongly agree","2005","16-34 y.","Urban Area","853","0.229465322115977","0.215625409407404","0.24330523482455","7"
"7 Strongly agree","2005","16-34 y.","Rural Area","401","0.238279578794859","0.218409757887212","0.258149399702507","7"
"1 Strongly disagree","2006","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2006","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2006","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Rural Area","","","","","3"
