"plh0222","year","e11102","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","81","0.0113067031140019","0.00895971459521107","0.0136536916327927"
"1 Strongly disagree","2005","Employed","38","0.00354109346365687","0.00251319532423133","0.00456899160308242"
"2 on scale 1-7 ","2005","Not Employed","95","0.0159633047620627","0.0131811631933416","0.0187454463307837"
"2 on scale 1-7 ","2005","Employed","66","0.00575863424451728","0.00444927942752025","0.00706798906151432"
"3 on scale 1-7 ","2005","Not Employed","273","0.0344682648160169","0.0304187297625101","0.0385177998695237"
"3 on scale 1-7 ","2005","Employed","214","0.0173272298247862","0.015069246567598","0.0195852130819744"
"4 on scale 1-7","2005","Not Employed","945","0.124902653859344","0.11756383459612","0.132241473122567"
"4 on scale 1-7","2005","Employed","871","0.0719872096860251","0.0675146479964739","0.0764597713755763"
"5 on scale 1-7","2005","Not Employed","1728","0.218488743826167","0.209316104260261","0.227661383392072"
"5 on scale 1-7","2005","Employed","2410","0.192563157349736","0.185739887165833","0.199386427533639"
"6 on scale 1-7","2005","Not Employed","2659","0.323927645445175","0.313539625575737","0.334315665314613"
"6 on scale 1-7","2005","Employed","5398","0.403032560466691","0.394544722558566","0.411520398374816"
"7 Strongly agree","2005","Not Employed","2015","0.270942684177233","0.2610768973699","0.280808470984566"
"7 Strongly agree","2005","Employed","3832","0.305790114964588","0.297817352847513","0.313762877081663"
"1 Strongly disagree","2006","Not Employed","","","",""
"1 Strongly disagree","2006","Employed","","","",""
"2 on scale 1-7 ","2006","Not Employed","","","",""
"2 on scale 1-7 ","2006","Employed","","","",""
"3 on scale 1-7 ","2006","Not Employed","","","",""
"3 on scale 1-7 ","2006","Employed","","","",""
"4 on scale 1-7","2006","Not Employed","","","",""
"4 on scale 1-7","2006","Employed","","","",""
"5 on scale 1-7","2006","Not Employed","","","",""
"5 on scale 1-7","2006","Employed","","","",""
"6 on scale 1-7","2006","Not Employed","","","",""
"6 on scale 1-7","2006","Employed","","","",""
"7 Strongly agree","2006","Not Employed","","","",""
"7 Strongly agree","2006","Employed","","","",""
"1 Strongly disagree","2007","Not Employed","","","",""
"1 Strongly disagree","2007","Employed","","","",""
"2 on scale 1-7 ","2007","Not Employed","","","",""
"2 on scale 1-7 ","2007","Employed","","","",""
"3 on scale 1-7 ","2007","Not Employed","","","",""
"3 on scale 1-7 ","2007","Employed","","","",""
"4 on scale 1-7","2007","Not Employed","","","",""
"4 on scale 1-7","2007","Employed","","","",""
"5 on scale 1-7","2007","Not Employed","","","",""
"5 on scale 1-7","2007","Employed","","","",""
"6 on scale 1-7","2007","Not Employed","","","",""
"6 on scale 1-7","2007","Employed","","","",""
"7 Strongly agree","2007","Not Employed","","","",""
"7 Strongly agree","2007","Employed","","","",""
"1 Strongly disagree","2008","Not Employed","","","",""
"1 Strongly disagree","2008","Employed","","","",""
"2 on scale 1-7 ","2008","Not Employed","","","",""
"2 on scale 1-7 ","2008","Employed","","","",""
"3 on scale 1-7 ","2008","Not Employed","","","",""
"3 on scale 1-7 ","2008","Employed","","","",""
"4 on scale 1-7","2008","Not Employed","","","",""
"4 on scale 1-7","2008","Employed","","","",""
"5 on scale 1-7","2008","Not Employed","","","",""
"5 on scale 1-7","2008","Employed","","","",""
"6 on scale 1-7","2008","Not Employed","","","",""
"6 on scale 1-7","2008","Employed","","","",""
"7 Strongly agree","2008","Not Employed","","","",""
"7 Strongly agree","2008","Employed","","","",""
"1 Strongly disagree","2009","Not Employed","62","0.0116675297371051","0.00910539748053696","0.0142296619936731"
"1 Strongly disagree","2009","Employed","34","0.00367288321182143","0.00255285924298054","0.00479290718066231"
"2 on scale 1-7 ","2009","Not Employed","92","0.0168604893817489","0.013788616662538","0.0199323621009598"
"2 on scale 1-7 ","2009","Employed","69","0.00590677257159375","0.00448800431105597","0.00732554083213153"
"3 on scale 1-7 ","2009","Not Employed","258","0.0398798494014324","0.0352111049700541","0.0445485938328107"
"3 on scale 1-7 ","2009","Employed","270","0.0266839033591833","0.0237000710350697","0.0296677356832969"
"4 on scale 1-7","2009","Not Employed","817","0.123688932511056","0.115833770926682","0.131544094095431"
"4 on scale 1-7","2009","Employed","870","0.0818725391956808","0.0767962845443903","0.0869487938469713"
"5 on scale 1-7","2009","Not Employed","1474","0.217244290282701","0.207405360489251","0.227083220076152"
"5 on scale 1-7","2009","Employed","2126","0.191096213902149","0.183816785859741","0.198375641944557"
"6 on scale 1-7","2009","Not Employed","2348","0.333060296259014","0.321815145759053","0.344305446758975"
"6 on scale 1-7","2009","Employed","4637","0.411739219585921","0.402627111809811","0.42085132736203"
"7 Strongly agree","2009","Not Employed","1697","0.257598612426942","0.24716459155374","0.268032633300144"
"7 Strongly agree","2009","Employed","3200","0.279028468173651","0.270724109516142","0.28733282683116"
"1 Strongly disagree","2010","Not Employed","","","",""
"1 Strongly disagree","2010","Employed","","","",""
"2 on scale 1-7 ","2010","Not Employed","","","",""
"2 on scale 1-7 ","2010","Employed","","","",""
"3 on scale 1-7 ","2010","Not Employed","","","",""
"3 on scale 1-7 ","2010","Employed","","","",""
"4 on scale 1-7","2010","Not Employed","","","",""
"4 on scale 1-7","2010","Employed","","","",""
