"plh0222","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","(0) in school","2","","",""
"1 Strongly disagree","2005","16-34 y.","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","16-34 y.","(1b) general elementary school","1","","",""
"1 Strongly disagree","2005","16-34 y.","(1c) basic vocational qualification","3","","",""
"1 Strongly disagree","2005","16-34 y.","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2005","16-34 y.","(2a) intermediate vocational","1","","",""
"1 Strongly disagree","2005","16-34 y.","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","16-34 y.","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","16-34 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2005","35-65 y.","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","35-65 y.","(1b) general elementary school","14","","",""
"1 Strongly disagree","2005","35-65 y.","(1c) basic vocational qualification","21","","",""
"1 Strongly disagree","2005","35-65 y.","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2005","35-65 y.","(2a) intermediate vocational","11","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"1 Strongly disagree","2005","35-65 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","35-65 y.","(3b) higher tertiary education","6","","",""
"1 Strongly disagree","2005","66 and older","(0) in school","","","",""
"1 Strongly disagree","2005","66 and older","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","66 and older","(1b) general elementary school","20","","",""
"1 Strongly disagree","2005","66 and older","(1c) basic vocational qualification","18","","",""
"1 Strongly disagree","2005","66 and older","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","66 and older","(2a) intermediate vocational","3","","",""
"1 Strongly disagree","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","66 and older","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","66 and older","(3b) higher tertiary education","3","","",""
"2 on scale 1-7 ","2005","16-34 y.","(0) in school","8","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","7","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1c) basic vocational qualification","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","16-34 y.","(2a) intermediate vocational","2","","",""
"2 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","3","","",""
"2 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","2","","",""
"2 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","5","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","6","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","23","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2a) intermediate vocational","17","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"2 on scale 1-7 ","2005","35-65 y.","(3a) lower tertiary education","6","","",""
