"plh0222","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","70","0.0118657341963822","0.00933777283945434","0.0143936955533101"
"1 Strongly disagree","2005","secondary school degree","","","",""
"1 Strongly disagree","2005","college entrance qualification","","","",""
"1 Strongly disagree","2005","Other degree","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","77","0.0127213204038776","0.010104938612073","0.0153377021956822"
"2 on scale 1-7 ","2005","secondary school degree","35","0.00701694748230824","0.0049055364791226","0.00912835848549389"
"2 on scale 1-7 ","2005","college entrance qualification","","","",""
"2 on scale 1-7 ","2005","Other degree","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","183","0.0277599701759061","0.023924563763364","0.0315953765884482"
"3 on scale 1-7 ","2005","secondary school degree","96","0.0161107765350481","0.0129261457572402","0.0192954073128561"
"3 on scale 1-7 ","2005","college entrance qualification","100","0.0172282754654601","0.0136892298554302","0.0207673210754901"
"3 on scale 1-7 ","2005","Other degree","43","0.0348963523804418","0.0240562988481102","0.0457364059127735"
"3 on scale 1-7 ","2005","no degree/no degree yet","45","0.0514543917153648","0.0369726877753204","0.0659360956554093"
"4 on scale 1-7","2005","lower secondary degree","719","0.104993191500834","0.0978365562793097","0.112149826722358"
"4 on scale 1-7","2005","secondary school degree","384","0.0693924229686158","0.062964553227278","0.0758202927099537"
"4 on scale 1-7","2005","college entrance qualification","383","0.0807850768638436","0.0733734587480489","0.0881966949796384"
"4 on scale 1-7","2005","Other degree","136","0.121756249308572","0.102440676302534","0.141071822314611"
"4 on scale 1-7","2005","no degree/no degree yet","142","0.133308944826329","0.111027613625371","0.155590276027288"
"5 on scale 1-7","2005","lower secondary degree","1362","0.196017756917906","0.186749755760404","0.205285758075409"
"5 on scale 1-7","2005","secondary school degree","1092","0.176544873756424","0.166900472436076","0.186189275076773"
"5 on scale 1-7","2005","college entrance qualification","1116","0.229459944369312","0.218023527389176","0.240896361349448"
"5 on scale 1-7","2005","Other degree","238","0.20599999528037","0.182110977744185","0.229889012816555"
"5 on scale 1-7","2005","no degree/no degree yet","240","0.286839868526505","0.257192058634782","0.316487678418228"
"6 on scale 1-7","2005","lower secondary degree","2484","0.332131889035425","0.321136368731042","0.343127409339809"
"6 on scale 1-7","2005","secondary school degree","2601","0.428374350265101","0.415857492054959","0.440891208475243"
"6 on scale 1-7","2005","college entrance qualification","2230","0.413764809180848","0.400369533756377","0.427160084605319"
