"plh0222","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","lower secondary degree","4","","",""
"1 Strongly disagree","2005","16-34 y.","secondary school degree","2","","",""
"1 Strongly disagree","2005","16-34 y.","college entrance qualification","2","","",""
"1 Strongly disagree","2005","16-34 y.","Other degree","","","",""
"1 Strongly disagree","2005","16-34 y.","no degree/no degree yet","3","","",""
"1 Strongly disagree","2005","35-65 y.","lower secondary degree","31","0.0113491293111244","0.00794062470692859","0.0147576339153202"
"1 Strongly disagree","2005","35-65 y.","secondary school degree","12","","",""
"1 Strongly disagree","2005","35-65 y.","college entrance qualification","10","","",""
"1 Strongly disagree","2005","35-65 y.","Other degree","6","","",""
"1 Strongly disagree","2005","35-65 y.","no degree/no degree yet","1","","",""
"1 Strongly disagree","2005","66 and older","lower secondary degree","35","0.0163876055719517","0.0113007841766161","0.0214744269672874"
"1 Strongly disagree","2005","66 and older","secondary school degree","3","","",""
"1 Strongly disagree","2005","66 and older","college entrance qualification","3","","",""
"1 Strongly disagree","2005","66 and older","Other degree","3","","",""
"1 Strongly disagree","2005","66 and older","no degree/no degree yet","3","","",""
"2 on scale 1-7 ","2005","16-34 y.","lower secondary degree","9","","",""
"2 on scale 1-7 ","2005","16-34 y.","secondary school degree","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","college entrance qualification","9","","",""
"2 on scale 1-7 ","2005","16-34 y.","Other degree","2","","",""
"2 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","8","","",""
"2 on scale 1-7 ","2005","35-65 y.","lower secondary degree","25","","",""
"2 on scale 1-7 ","2005","35-65 y.","secondary school degree","22","","",""
"2 on scale 1-7 ","2005","35-65 y.","college entrance qualification","9","","",""
"2 on scale 1-7 ","2005","35-65 y.","Other degree","7","","",""
"2 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","5","","",""
"2 on scale 1-7 ","2005","66 and older","lower secondary degree","43","0.0185105602640824","0.0131101178528842","0.0239110026752805"
"2 on scale 1-7 ","2005","66 and older","secondary school degree","9","","",""
"2 on scale 1-7 ","2005","66 and older","college entrance qualification","2","","",""
"2 on scale 1-7 ","2005","66 and older","Other degree","2","","",""
"2 on scale 1-7 ","2005","66 and older","no degree/no degree yet","2","","",""
"3 on scale 1-7 ","2005","16-34 y.","lower secondary degree","23","","",""
"3 on scale 1-7 ","2005","16-34 y.","secondary school degree","18","","",""
"3 on scale 1-7 ","2005","16-34 y.","college entrance qualification","33","0.0178690894369529","0.0113307397271235","0.0244074391467822"
"3 on scale 1-7 ","2005","16-34 y.","Other degree","5","","",""
"3 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","36","0.0525044297811247","0.0358743001494633","0.0691345594127861"
"3 on scale 1-7 ","2005","35-65 y.","lower secondary degree","75","0.0222422099473296","0.0174968873013592","0.0269875325933"
"3 on scale 1-7 ","2005","35-65 y.","secondary school degree","62","0.0145969643431699","0.0108124931756288","0.0183814355107109"
"3 on scale 1-7 ","2005","35-65 y.","college entrance qualification","55","0.0174145645982176","0.012774477204041","0.0220546519923943"
"3 on scale 1-7 ","2005","35-65 y.","Other degree","32","0.033872803658818","0.0211611802318511","0.0465844270857849"
"3 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","7","","",""
"3 on scale 1-7 ","2005","66 and older","lower secondary degree","85","0.0352089610233249","0.0278244800284076","0.0425934420182422"
"3 on scale 1-7 ","2005","66 and older","secondary school degree","16","","",""
"3 on scale 1-7 ","2005","66 and older","college entrance qualification","12","","",""
"3 on scale 1-7 ","2005","66 and older","Other degree","6","","",""
"3 on scale 1-7 ","2005","66 and older","no degree/no degree yet","2","","",""
"4 on scale 1-7","2005","16-34 y.","lower secondary degree","115","0.126278492062682","0.105100567661226","0.147456416464139"
"4 on scale 1-7","2005","16-34 y.","secondary school degree","95","0.0618282676289081","0.0500638654285189","0.0735926698292973"
"4 on scale 1-7","2005","16-34 y.","college entrance qualification","123","0.0723184759750322","0.059534783031893","0.0851021689181715"
"4 on scale 1-7","2005","16-34 y.","Other degree","16","","",""
"4 on scale 1-7","2005","16-34 y.","no degree/no degree yet","114","0.149266077112677","0.122696386202178","0.175835768023176"
"4 on scale 1-7","2005","35-65 y.","lower secondary degree","319","0.0845420543042736","0.0755901231454992","0.0934939854630479"
"4 on scale 1-7","2005","35-65 y.","secondary school degree","236","0.0670199371772301","0.0591294254580089","0.0749104488964513"
"4 on scale 1-7","2005","35-65 y.","college entrance qualification","212","0.0813679120353326","0.0716699142538086","0.0910659098168566"
"4 on scale 1-7","2005","35-65 y.","Other degree","90","0.127088505365849","0.103684158024309","0.150492852707389"
"4 on scale 1-7","2005","35-65 y.","no degree/no degree yet","16","","",""
"4 on scale 1-7","2005","66 and older","lower secondary degree","285","0.12529384047557","0.112029896013589","0.13855778493755"
"4 on scale 1-7","2005","66 and older","secondary school degree","53","0.099446604672158","0.0741119254305752","0.124781283913741"
"4 on scale 1-7","2005","66 and older","college entrance qualification","48","0.0999008573409648","0.0751309903070539","0.124670724374876"
"4 on scale 1-7","2005","66 and older","Other degree","30","0.146728181543319","0.0935389030739121","0.199917460012726"
"4 on scale 1-7","2005","66 and older","no degree/no degree yet","12","","",""
"5 on scale 1-7","2005","16-34 y.","lower secondary degree","200","0.224659395797526","0.198049648869315","0.251269142725737"
"5 on scale 1-7","2005","16-34 y.","secondary school degree","335","0.198962104344629","0.179461554055623","0.218462654633635"
"5 on scale 1-7","2005","16-34 y.","college entrance qualification","369","0.254487384770697","0.23298964150266","0.275985128038734"
"5 on scale 1-7","2005","16-34 y.","Other degree","38","0.294417022773016","0.222196956733375","0.366637088812656"
"5 on scale 1-7","2005","16-34 y.","no degree/no degree yet","194","0.300915622202801","0.266717974544602","0.335113269861001"
