"plh0222","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","no migration background","65","0.0118852881103687","0.00925663489047212","0.0145139413302654","1"
"1 Strongly disagree","2005","Not Employed","direct migration background","11","","","","1"
"1 Strongly disagree","2005","Not Employed","indirect migration background","5","","","","1"
"1 Strongly disagree","2005","Employed","no migration background","34","0.0039976794098568","0.00281471367067331","0.00518064514904029","1"
"1 Strongly disagree","2005","Employed","direct migration background","4","","","","1"
"1 Strongly disagree","2005","Employed","indirect migration background","","","","","1"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","4","","","","2"
"2 on scale 1-7 ","2005","Not Employed","no migration background","78","0.0158571801477862","0.0128270114963053","0.0188873487992671","2"
"2 on scale 1-7 ","2005","Employed","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","13","","","","2"
"2 on scale 1-7 ","2005","Employed","no migration background","48","0.00492045181958211","0.00360864645682031","0.00623225718234391","2"
"2 on scale 1-7 ","2005","Employed","direct migration background","16","","","","2"
"3 on scale 1-7 ","2005","Employed","direct migration background","28","","","","3"
"3 on scale 1-7 ","2005","Not Employed","no migration background","221","0.0341275144924897","0.0297236192068226","0.0385314097781569","3"
"3 on scale 1-7 ","2005","Employed","no migration background","175","0.0161836863233582","0.0138181275320965","0.01854924511462","3"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","15","","","","3"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","37","0.0381714959403797","0.0261933460352369","0.0501496458455226","3"
"3 on scale 1-7 ","2005","Employed","indirect migration background","11","","","","3"
"4 on scale 1-7","2005","Employed","indirect migration background","59","0.110836555528428","0.0845045413772382","0.137168569679618","4"
"4 on scale 1-7","2005","Not Employed","direct migration background","144","0.140514287487317","0.118789731663485","0.162238843311149","4"
"4 on scale 1-7","2005","Not Employed","indirect migration background","51","0.208097844504894","0.160885183983323","0.255310505026465","4"
"4 on scale 1-7","2005","Employed","direct migration background","104","0.0777684698283826","0.0634985690702156","0.0920383705865496","4"
"4 on scale 1-7","2005","Not Employed","no migration background","750","0.119394234544162","0.111529081156077","0.127259387932247","4"
"4 on scale 1-7","2005","Employed","no migration background","708","0.0690483520814447","0.0642952380710117","0.0738014660918777","4"
"5 on scale 1-7","2005","Employed","indirect migration background","89","0.188511400841329","0.155704757940959","0.221318043741699","5"
"5 on scale 1-7","2005","Employed","no migration background","2061","0.191283817149501","0.183910291560804","0.198657342738199","5"
"5 on scale 1-7","2005","Employed","direct migration background","260","0.202345964689762","0.180939066186073","0.223752863193452","5"
"5 on scale 1-7","2005","Not Employed","no migration background","1418","0.212826019770034","0.2028977748251","0.222754264714969","5"
"5 on scale 1-7","2005","Not Employed","direct migration background","231","0.24099440762441","0.214258354077224","0.267730461171596","5"
"5 on scale 1-7","2005","Not Employed","indirect migration background","79","0.275375765044549","0.223423055012091","0.327328475077006","5"
"6 on scale 1-7","2005","Employed","indirect migration background","212","0.373858965059059","0.33327618889","0.414441741228117","6"
"6 on scale 1-7","2005","Not Employed","indirect migration background","77","0.247090184855234","0.196926648226109","0.297253721484359","6"
"6 on scale 1-7","2005","Employed","direct migration background","469","0.330869778044239","0.305798119431294","0.355941436657184","6"
"6 on scale 1-7","2005","Not Employed","no migration background","2274","0.328891420057586","0.317495551684787","0.340287288430385","6"
"6 on scale 1-7","2005","Employed","no migration background","4717","0.415595408185236","0.406356297072591","0.424834519297882","6"
"6 on scale 1-7","2005","Not Employed","direct migration background","308","0.310280802694095","0.281361691422372","0.339199913965817","6"
"7 Strongly agree","2005","Employed","indirect migration background","173","0.295527575828427","0.257255433396101","0.333799718260752","7"
"7 Strongly agree","2005","Employed","direct migration background","472","0.354008382988394","0.328527210541939","0.37948955543485","7"
"7 Strongly agree","2005","Not Employed","indirect migration background","53","0.209248151888085","0.161939579331512","0.256556724444657","7"
"7 Strongly agree","2005","Employed","no migration background","3187","0.29897060503102","0.290387975440743","0.307553234621298","7"
"7 Strongly agree","2005","Not Employed","no migration background","1723","0.277018342877573","0.266163022145963","0.287873663609182","7"
"7 Strongly agree","2005","Not Employed","direct migration background","239","0.246944496498367","0.219986693120468","0.273902299876266","7"
"1 Strongly disagree","2006","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Employed","no migration background","","","","","1"
"1 Strongly disagree","2006","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2006","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2006","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","indirect migration background","","","","","4"
"5 on scale 1-7","2006","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2006","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Employed","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2006","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Employed","no migration background","","","","","7"
