"plh0222","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Urban Area","63","0.00641059515740031","0.00492816195307223","0.00789302836172838","1"
"1 Strongly disagree","2005","no migration background","Rural Area","36","0.00863876088147778","0.0063581062680476","0.010919415494908","1"
"1 Strongly disagree","2005","direct migration background","Urban Area","12","","","","1"
"1 Strongly disagree","2005","direct migration background","Rural Area","3","","","","1"
"1 Strongly disagree","2005","indirect migration background","Urban Area","3","","","","1"
"1 Strongly disagree","2005","indirect migration background","Rural Area","2","","","","1"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","24","","","","2"
"2 on scale 1-7 ","2005","no migration background","Urban Area","84","0.00960524175276804","0.00779356463469854","0.0114169188708375","2"
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2005","no migration background","Rural Area","42","0.00878054488538311","0.00648141520198436","0.0110796745687819","2"
"2 on scale 1-7 ","2005","direct migration background","Rural Area","5","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","6","","","","2"
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","26","","","","3"
"3 on scale 1-7 ","2005","no migration background","Urban Area","259","0.0244084847687255","0.021542150078157","0.0272748194592941","3"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","9","","","","3"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","56","0.0278988253691626","0.0205630823719563","0.0352345683663689","3"
"3 on scale 1-7 ","2005","no migration background","Rural Area","137","0.0214814088991052","0.0179084028804834","0.025054414917727","3"
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","","","","","3"
"4 on scale 1-7","2005","indirect migration background","Rural Area","18","","","","4"
"4 on scale 1-7","2005","no migration background","Rural Area","559","0.0915648626756922","0.0844571606571363","0.0986725646942482","4"
"4 on scale 1-7","2005","direct migration background","Urban Area","211","0.111129071789035","0.0971290533044466","0.125129090273623","4"
"4 on scale 1-7","2005","indirect migration background","Urban Area","92","0.13696241246553","0.111901637525199","0.162023187405861","4"
"4 on scale 1-7","2005","no migration background","Urban Area","899","0.0881456273100452","0.0828795696324122","0.0934116849876782","4"
"4 on scale 1-7","2005","direct migration background","Rural Area","37","0.0684999897415046","0.0437454542955809","0.0932545251874283","4"
"5 on scale 1-7","2005","indirect migration background","Rural Area","23","","","","5"
"5 on scale 1-7","2005","direct migration background","Rural Area","88","0.218122528696786","0.177652109103964","0.258592948289608","5"
"5 on scale 1-7","2005","indirect migration background","Urban Area","145","0.221570844898474","0.191298588296903","0.251843101500046","5"
"5 on scale 1-7","2005","no migration background","Urban Area","2232","0.201247201588512","0.193799991529126","0.208694411647899","5"
"5 on scale 1-7","2005","no migration background","Rural Area","1247","0.197472348339315","0.18766162623608","0.207283070442549","5"
"5 on scale 1-7","2005","direct migration background","Urban Area","403","0.218405534278565","0.200001290728475","0.236809777828655","5"
"6 on scale 1-7","2005","indirect migration background","Rural Area","33","0.352461363891879","0.261941309968713","0.442981417815045","6"
"6 on scale 1-7","2005","direct migration background","Urban Area","633","0.312665149191829","0.292015183473895","0.333315114909762","6"
