"plh0222","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Male","","","",""
"1 Strongly disagree","2005","in school","Female","","","",""
"1 Strongly disagree","2005","inadequately","Male","","","",""
"1 Strongly disagree","2005","inadequately","Female","","","",""
"1 Strongly disagree","2005","general elemantary","Male","","","",""
"1 Strongly disagree","2005","general elemantary","Female","","","",""
"1 Strongly disagree","2005","middle vocational","Male","","","",""
"1 Strongly disagree","2005","middle vocational","Female","","","",""
"1 Strongly disagree","2005","vocational + Abi","Male","","","",""
"1 Strongly disagree","2005","vocational + Abi","Female","","","",""
"1 Strongly disagree","2005","higher vocational","Male","","","",""
"1 Strongly disagree","2005","higher vocational","Female","","","",""
"1 Strongly disagree","2005","higher education","Male","","","",""
"1 Strongly disagree","2005","higher education","Female","","","",""
"2 on scale 1-7 ","2005","in school","Male","","","",""
"2 on scale 1-7 ","2005","in school","Female","","","",""
"2 on scale 1-7 ","2005","inadequately","Male","","","",""
"2 on scale 1-7 ","2005","inadequately","Female","","","",""
"2 on scale 1-7 ","2005","general elemantary","Male","","","",""
"2 on scale 1-7 ","2005","general elemantary","Female","","","",""
"2 on scale 1-7 ","2005","middle vocational","Male","42","0.0091082753419951","0.00643735378978429","0.0117791968942059"
"2 on scale 1-7 ","2005","middle vocational","Female","35","0.00850946518568613","0.00604953248325841","0.0109693978881139"
"2 on scale 1-7 ","2005","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2005","vocational + Abi","Female","","","",""
"2 on scale 1-7 ","2005","higher vocational","Male","","","",""
"2 on scale 1-7 ","2005","higher vocational","Female","","","",""
"2 on scale 1-7 ","2005","higher education","Male","","","",""
"2 on scale 1-7 ","2005","higher education","Female","","","",""
"3 on scale 1-7 ","2005","in school","Male","","","",""
"3 on scale 1-7 ","2005","in school","Female","","","",""
"3 on scale 1-7 ","2005","inadequately","Male","","","",""
"3 on scale 1-7 ","2005","inadequately","Female","","","",""
"3 on scale 1-7 ","2005","general elemantary","Male","","","",""
"3 on scale 1-7 ","2005","general elemantary","Female","51","0.0417318032763426","0.0319454019356752","0.05151820461701"
"3 on scale 1-7 ","2005","middle vocational","Male","112","0.0237136432412757","0.0194358705128432","0.0279914159697082"
"3 on scale 1-7 ","2005","middle vocational","Female","117","0.021009749937866","0.0171688991841758","0.0248506006915563"
"3 on scale 1-7 ","2005","vocational + Abi","Male","","","",""
"3 on scale 1-7 ","2005","vocational + Abi","Female","","","",""
"3 on scale 1-7 ","2005","higher vocational","Male","","","",""
"3 on scale 1-7 ","2005","higher vocational","Female","","","",""
"3 on scale 1-7 ","2005","higher education","Male","46","0.0147376586233975","0.00982156237742109","0.019653754869374"
"3 on scale 1-7 ","2005","higher education","Female","30","0.0170666872213119","0.0111758261461479","0.0229575482964759"
"4 on scale 1-7","2005","in school","Male","51","0.144316321084901","0.105007207363908","0.183625434805894"
"4 on scale 1-7","2005","in school","Female","57","0.170471915393627","0.130500401241262","0.210443429545993"
"4 on scale 1-7","2005","inadequately","Male","","","",""
"4 on scale 1-7","2005","inadequately","Female","","","",""
"4 on scale 1-7","2005","general elemantary","Male","110","0.134533702565264","0.110510114775463","0.158557290355066"
"4 on scale 1-7","2005","general elemantary","Female","227","0.144737667476985","0.127519522256601","0.161955812697369"
"4 on scale 1-7","2005","middle vocational","Male","385","0.0833535832351614","0.0755822950198536","0.0911248714504691"
"4 on scale 1-7","2005","middle vocational","Female","444","0.089584673778264","0.0819363820436822","0.0972329655128457"
"4 on scale 1-7","2005","vocational + Abi","Male","39","0.110969033839007","0.0824513349406561","0.139486732737358"
"4 on scale 1-7","2005","vocational + Abi","Female","47","0.0919758265231328","0.0700112505695656","0.1139404024767"
"4 on scale 1-7","2005","higher vocational","Male","56","0.0599720318259649","0.0443817484940147","0.0755623151579152"
"4 on scale 1-7","2005","higher vocational","Female","41","0.0649599502167914","0.0462283354904558","0.083691564943127"
"4 on scale 1-7","2005","higher education","Male","142","0.0603089392328014","0.0505968294835198","0.0700210489820829"
"4 on scale 1-7","2005","higher education","Female","137","0.0809378510531048","0.0685330325615057","0.093342669544704"
"5 on scale 1-7","2005","in school","Male","110","0.408228595565734","0.353248232627154","0.463208958504313"
"5 on scale 1-7","2005","in school","Female","75","0.20223788112065","0.159542923099077","0.244932839142224"
"5 on scale 1-7","2005","inadequately","Male","","","",""
"5 on scale 1-7","2005","inadequately","Female","30","0.225978358793545","0.15490084187902","0.297055875708071"
"5 on scale 1-7","2005","general elemantary","Male","169","0.199087462485986","0.17097416802408","0.227200756947892"
"5 on scale 1-7","2005","general elemantary","Female","350","0.21338166407647","0.193332028159004","0.233431299993936"
"5 on scale 1-7","2005","middle vocational","Male","956","0.198771884802986","0.187552074235277","0.209991695370696"
"5 on scale 1-7","2005","middle vocational","Female","1008","0.191327922503849","0.180793682503606","0.201862162504092"
"5 on scale 1-7","2005","vocational + Abi","Male","96","0.190904031046495","0.155220920875997","0.226587141216993"
"5 on scale 1-7","2005","vocational + Abi","Female","131","0.208398951328443","0.177528838740346","0.239269063916539"
"5 on scale 1-7","2005","higher vocational","Male","144","0.179588589283025","0.154384880404385","0.204792298161664"
"5 on scale 1-7","2005","higher vocational","Female","140","0.205875543480624","0.175144031123332","0.236607055837917"
"5 on scale 1-7","2005","higher education","Male","459","0.210072128088385","0.193453004205677","0.226691251971094"
"5 on scale 1-7","2005","higher education","Female","381","0.206339630711415","0.18793399547144","0.22474526595139"
"6 on scale 1-7","2005","in school","Male","87","0.236360882480611","0.188837123110641","0.283884641850581"
"6 on scale 1-7","2005","in school","Female","120","0.320432284550896","0.270830975901228","0.370033593200564"
"6 on scale 1-7","2005","inadequately","Male","35","0.343572283484085","0.249548533375904","0.437596033592266"
"6 on scale 1-7","2005","inadequately","Female","31","0.273541234609878","0.197781375898275","0.34930109332148"
"6 on scale 1-7","2005","general elemantary","Male","283","0.366401159730368","0.332479050644856","0.400323268815879"
"6 on scale 1-7","2005","general elemantary","Female","529","0.308493628705408","0.285890575802812","0.331096681608005"
"6 on scale 1-7","2005","middle vocational","Male","1870","0.374994664363758","0.361383842092944","0.388605486634571"
"6 on scale 1-7","2005","middle vocational","Female","2113","0.367260049343094","0.354350018521191","0.380170080164998"
"6 on scale 1-7","2005","vocational + Abi","Male","195","0.442053696829721","0.396962802589246","0.487144591070195"
"6 on scale 1-7","2005","vocational + Abi","Female","272","0.380857819682127","0.343950381339056","0.417765258025198"
"6 on scale 1-7","2005","higher vocational","Male","391","0.417183893577696","0.384806731587712","0.44956105556768"
"6 on scale 1-7","2005","higher vocational","Female","259","0.39049626196075","0.353416759714144","0.427575764207357"
"6 on scale 1-7","2005","higher education","Male","995","0.409755979538273","0.389692389891025","0.429819569185521"
"6 on scale 1-7","2005","higher education","Female","780","0.405736617818048","0.38340327529659","0.428069960339506"
"7 Strongly agree","2005","in school","Male","35","0.121964785677582","0.0853588005645837","0.15857077079058"
"7 Strongly agree","2005","in school","Female","66","0.234301784778022","0.189279736607496","0.279323832948549"
"7 Strongly agree","2005","inadequately","Male","","","",""
"7 Strongly agree","2005","inadequately","Female","33","0.289623190127739","0.212535803141065","0.366710577114413"
"7 Strongly agree","2005","general elemantary","Male","169","0.244564447884126","0.214302797346074","0.274826098422179"
"7 Strongly agree","2005","general elemantary","Female","398","0.258432467510597","0.237008751649128","0.279856183372065"
"7 Strongly agree","2005","middle vocational","Male","1472","0.303737789924008","0.29080876469753","0.316666815150486"
"7 Strongly agree","2005","middle vocational","Female","1610","0.315994068165132","0.303543269629611","0.328444866700654"
"7 Strongly agree","2005","vocational + Abi","Male","122","0.224839787547682","0.186935577299642","0.262743997795722"
"7 Strongly agree","2005","vocational + Abi","Female","207","0.310902037402986","0.275722547712749","0.346081527093223"
"7 Strongly agree","2005","higher vocational","Male","279","0.314090459191039","0.283613612307286","0.344567306074792"
"7 Strongly agree","2005","higher vocational","Female","200","0.30230809626691","0.267402585350236","0.337213607183583"
"7 Strongly agree","2005","higher education","Male","649","0.294832728154846","0.276230536772535","0.313434919537157"
"7 Strongly agree","2005","higher education","Female","517","0.282070513228493","0.261603150843664","0.302537875613322"
"1 Strongly disagree","2006","in school","Male","","","",""
"1 Strongly disagree","2006","in school","Female","","","",""
