"plh0222","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","West Germany","68","0.00565431376791626","0.0043150211898822","0.00699360634595031"
"1 Strongly disagree","2005","Urban Area","East Germany","10","","",""
"1 Strongly disagree","2005","Rural Area","West Germany","24","","",""
"1 Strongly disagree","2005","Rural Area","East Germany","17","","",""
"2 on scale 1-7 ","2005","Urban Area","West Germany","99","0.0107083832774312","0.00886997938509102","0.0125467871697713"
"2 on scale 1-7 ","2005","Urban Area","East Germany","15","","",""
"2 on scale 1-7 ","2005","Rural Area","West Germany","27","","",""
"2 on scale 1-7 ","2005","Rural Area","East Germany","20","","",""
"3 on scale 1-7 ","2005","Urban Area","West Germany","306","0.0260009905592037","0.0231585524498913","0.0288434286685162"
"3 on scale 1-7 ","2005","Urban Area","East Germany","35","0.0196011213397024","0.0131099525592268","0.026092290120178"
"3 on scale 1-7 ","2005","Rural Area","West Germany","72","0.0189520018237829","0.0144678089394618","0.023436194708104"
"3 on scale 1-7 ","2005","Rural Area","East Germany","74","0.0258103811869998","0.0203837522402159","0.0312370101337837"
"4 on scale 1-7","2005","Urban Area","West Germany","1041","0.0926848347053651","0.0875051868147542","0.0978644825959761"
"4 on scale 1-7","2005","Urban Area","East Germany","161","0.107145010857292","0.0926620458433706","0.121627975871214"
"4 on scale 1-7","2005","Rural Area","West Germany","330","0.0882022328651852","0.0788761200556221","0.0975283456747484"
"4 on scale 1-7","2005","Rural Area","East Germany","284","0.0961294946441108","0.0860417842367901","0.106217205051431"
"5 on scale 1-7","2005","Urban Area","West Germany","2433","0.206726515532492","0.199493383810443","0.213959647254542"
"5 on scale 1-7","2005","Urban Area","East Germany","347","0.187767416080171","0.169480883715179","0.206053948445162"
"5 on scale 1-7","2005","Rural Area","West Germany","685","0.192472226034469","0.17950717050479","0.205437281564147"
"5 on scale 1-7","2005","Rural Area","East Germany","673","0.208633402494653","0.194727731583729","0.222539073405577"
"6 on scale 1-7","2005","Urban Area","West Germany","4597","0.367010842103491","0.358401808646957","0.375619875560026"
"6 on scale 1-7","2005","Urban Area","East Germany","708","0.368795566659933","0.346203346778166","0.391387786541701"
"6 on scale 1-7","2005","Rural Area","West Germany","1378","0.374237244338039","0.358322855269318","0.390151633406761"
"6 on scale 1-7","2005","Rural Area","East Germany","1374","0.390517322364568","0.373821338973766","0.40721330575537"
"7 Strongly agree","2005","Urban Area","West Germany","3497","0.2912141200541","0.283099268945865","0.299328971162335"
"7 Strongly agree","2005","Urban Area","East Germany","476","0.298687756923197","0.277256607657185","0.320118906189208"
