"plh0222","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","Urban Area","1","","","","1"
"1 Strongly disagree","2005","in school","Rural Area","1","","","","1"
"1 Strongly disagree","2005","inadequately","Urban Area","3","","","","1"
"1 Strongly disagree","2005","inadequately","Rural Area","2","","","","1"
"1 Strongly disagree","2005","general elemantary","Urban Area","24","","","","1"
"1 Strongly disagree","2005","general elemantary","Rural Area","13","","","","1"
"1 Strongly disagree","2005","middle vocational","Urban Area","34","0.00602421484183297","0.00414462810661539","0.00790380157705055","1"
"1 Strongly disagree","2005","middle vocational","Rural Area","18","","","","1"
"1 Strongly disagree","2005","vocational + Abi","Urban Area","1","","","","1"
"1 Strongly disagree","2005","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2005","higher vocational","Urban Area","6","","","","1"
"1 Strongly disagree","2005","higher vocational","Rural Area","5","","","","1"
"1 Strongly disagree","2005","higher education","Urban Area","8","","","","1"
"1 Strongly disagree","2005","higher education","Rural Area","2","","","","1"
"2 on scale 1-7 ","2005","general elemantary","Rural Area","10","","","","2"
"2 on scale 1-7 ","2005","middle vocational","Urban Area","52","0.0095658755313211","0.00720159283494411","0.0119301582276981","2"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","25","","","","2"
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","5","","","","2"
"2 on scale 1-7 ","2005","higher vocational","Urban Area","7","","","","2"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","2","","","","2"
"2 on scale 1-7 ","2005","higher education","Urban Area","14","","","","2"
"2 on scale 1-7 ","2005","higher education","Rural Area","5","","","","2"
"2 on scale 1-7 ","2005","in school","Urban Area","7","","","","2"
"2 on scale 1-7 ","2005","in school","Rural Area","1","","","","2"
"2 on scale 1-7 ","2005","inadequately","Urban Area","6","","","","2"
"2 on scale 1-7 ","2005","inadequately","Rural Area","1","","","","2"
"2 on scale 1-7 ","2005","general elemantary","Urban Area","22","","","","2"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","1","","","","2"
"3 on scale 1-7 ","2005","general elemantary","Urban Area","50","0.0404664995842795","0.0308709804861075","0.0500620186824516","3"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","25","","","","3"
"3 on scale 1-7 ","2005","middle vocational","Urban Area","158","0.023652297199843","0.0199611347302752","0.0273434596694108","3"
"3 on scale 1-7 ","2005","in school","Urban Area","25","","","","3"
"3 on scale 1-7 ","2005","in school","Rural Area","11","","","","3"
"3 on scale 1-7 ","2005","inadequately","Urban Area","7","","","","3"
"3 on scale 1-7 ","2005","inadequately","Rural Area","4","","","","3"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","71","0.0197822046119275","0.0152983386561991","0.0242660705676559","3"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","11","","","","3"
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","4","","","","3"
"3 on scale 1-7 ","2005","higher vocational","Urban Area","16","","","","3"
"3 on scale 1-7 ","2005","higher vocational","Rural Area","10","","","","3"
"3 on scale 1-7 ","2005","higher education","Urban Area","58","0.0159858356690189","0.0114729153571516","0.0204987559808861","3"
"3 on scale 1-7 ","2005","higher education","Rural Area","18","","","","3"
"4 on scale 1-7","2005","middle vocational","Urban Area","513","0.086901053405356","0.0800588546644955","0.0937432521462166","4"
"4 on scale 1-7","2005","general elemantary","Rural Area","102","0.138701094466747","0.114111911713038","0.163290277220456","4"
"4 on scale 1-7","2005","higher education","Rural Area","74","0.0525208223115907","0.0398888758068493","0.065152768816332","4"
"4 on scale 1-7","2005","middle vocational","Rural Area","316","0.0858403176855543","0.0768202317590929","0.0948604036120158","4"
"4 on scale 1-7","2005","vocational + Abi","Urban Area","62","0.0982458527179333","0.0784218963842154","0.118069809051651","4"
"4 on scale 1-7","2005","in school","Urban Area","77","0.161021727279014","0.127024576765557","0.195018877792471","4"
"4 on scale 1-7","2005","in school","Rural Area","31","0.149245324534547","0.099612609197279","0.198878039871816","4"
"4 on scale 1-7","2005","vocational + Abi","Rural Area","24","","","","4"
"4 on scale 1-7","2005","higher vocational","Urban Area","58","0.0591326104219415","0.0445206399441507","0.0737445808997323","4"
"4 on scale 1-7","2005","higher vocational","Rural Area","39","0.0680114516664436","0.04706560548806","0.0889572978448272","4"
"4 on scale 1-7","2005","higher education","Urban Area","205","0.075234088546895","0.0657430758134521","0.0847251012803379","4"
"4 on scale 1-7","2005","inadequately","Urban Area","25","","","","4"
"4 on scale 1-7","2005","inadequately","Rural Area","11","","","","4"
"4 on scale 1-7","2005","general elemantary","Urban Area","235","0.142719685456904","0.125686575526668","0.159752795387141","4"
"5 on scale 1-7","2005","higher vocational","Urban Area","185","0.1989276600827","0.174198207230904","0.223657112934496","5"
"5 on scale 1-7","2005","higher vocational","Rural Area","99","0.171530478794612","0.140167990139247","0.202892967449978","5"
"5 on scale 1-7","2005","higher education","Urban Area","592","0.209219270911613","0.194583412526613","0.223855129296613","5"
"5 on scale 1-7","2005","higher education","Rural Area","248","0.206267552017354","0.183355066336063","0.229180037698646","5"
"5 on scale 1-7","2005","in school","Urban Area","125","0.293622557151044","0.251497738916945","0.335747375385143","5"
"5 on scale 1-7","2005","in school","Rural Area","60","0.324728558064166","0.259503431639374","0.389953684488957","5"
"5 on scale 1-7","2005","inadequately","Urban Area","38","0.203285934253321","0.143489074959946","0.263082793546695","5"
"5 on scale 1-7","2005","inadequately","Rural Area","12","","","","5"
"5 on scale 1-7","2005","general elemantary","Urban Area","357","0.207720268882121","0.187965620928331","0.227474916835911","5"
