"plh0222","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Urban Area","53","0.0108428535552985","0.00801549865292454","0.0136702084576724","1"
"1 Strongly disagree","2005","Not Employed","Rural Area","28","","","","1"
"1 Strongly disagree","2005","Employed","Urban Area","25","","","","1"
"1 Strongly disagree","2005","Employed","Rural Area","13","","","","1"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","25","","","","2"
"2 on scale 1-7 ","2005","Employed","Urban Area","44","0.00567993106735731","0.00409521672276217","0.00726464541195246","2"
"2 on scale 1-7 ","2005","Employed","Rural Area","22","","","","2"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","70","0.0178649044790516","0.0142486261543089","0.0214811828037944","2"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","84","0.0295122722790941","0.0230590290732017","0.0359655154849865","3"
"3 on scale 1-7 ","2005","Employed","Urban Area","152","0.0178194368182904","0.0150297271422608","0.0206091464943201","3"
"3 on scale 1-7 ","2005","Employed","Rural Area","62","0.0162394011080622","0.0124122924197413","0.020066509796383","3"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","189","0.0367324629721097","0.031597061859353","0.0418678640848665","3"
"4 on scale 1-7","2005","Employed","Rural Area","286","0.0650969236784842","0.0576271987954803","0.0725666485614882","4"
"4 on scale 1-7","2005","Not Employed","Rural Area","328","0.130076599268997","0.117249697224108","0.142903501313885","4"
"4 on scale 1-7","2005","Employed","Urban Area","585","0.0751048392429735","0.0695471204593692","0.0806625580265778","4"
"4 on scale 1-7","2005","Not Employed","Urban Area","617","0.122538881604042","0.113586743349372","0.131491019858712","4"
"5 on scale 1-7","2005","Employed","Urban Area","1616","0.194316935811137","0.185973329612445","0.20266054200983","5"
"5 on scale 1-7","2005","Not Employed","Rural Area","564","0.213483647662113","0.197858725233039","0.229108570091187","5"
"5 on scale 1-7","2005","Not Employed","Urban Area","1164","0.220775375499094","0.209451827270932","0.232098923727255","5"
"5 on scale 1-7","2005","Employed","Rural Area","794","0.188687124302131","0.176840178638881","0.200534069965381","5"
"6 on scale 1-7","2005","Employed","Urban Area","3595","0.399422883980645","0.389094860523543","0.409750907437747","6"
"6 on scale 1-7","2005","Employed","Rural Area","1803","0.411010321431946","0.396112550723422","0.42590809214047","6"
"6 on scale 1-7","2005","Not Employed","Rural Area","949","0.335106787388017","0.317107751357805","0.353105823418229","6"
"6 on scale 1-7","2005","Not Employed","Urban Area","1710","0.318820334975051","0.306097622042973","0.331543047907129","6"
"7 Strongly agree","2005","Employed","Rural Area","1210","0.30767013698106","0.293695508063972","0.321644765898148","7"
"7 Strongly agree","2005","Not Employed","Rural Area","664","0.267697706485541","0.250814722569884","0.284580690401198","7"
"7 Strongly agree","2005","Employed","Urban Area","2622","0.304939466355829","0.29523136086776","0.314647571843898","7"
"7 Strongly agree","2005","Not Employed","Urban Area","1351","0.272425186915354","0.260270652129823","0.284579721700884","7"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2006","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Urban Area","","","","","3"
"4 on scale 1-7","2006","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2006","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Not Employed","Urban Area","","","","","4"
"5 on scale 1-7","2006","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Urban Area","","","","","5"
"6 on scale 1-7","2006","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Urban Area","","","","","6"
"7 Strongly agree","2006","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Employed","Urban Area","","","","","7"
"7 Strongly agree","2006","Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Not Employed","Urban Area","","","","","7"
"1 Strongly disagree","2007","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2007","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2007","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2007","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2007","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2007","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2007","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2007","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2007","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2007","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2007","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2007","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2007","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2007","Employed","Rural Area","","","","","6"
"7 Strongly agree","2007","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2007","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2007","Employed","Urban Area","","","","","7"
"7 Strongly agree","2007","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2008","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2008","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2008","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2008","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2008","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2008","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2008","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2008","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2008","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2008","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2008","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2008","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2008","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2008","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2008","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2008","Employed","Urban Area","","","","","6"
"7 Strongly agree","2008","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2008","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2008","Employed","Urban Area","","","","","7"
"7 Strongly agree","2008","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2009","Not Employed","Rural Area","18","","","","1"
"1 Strongly disagree","2009","Employed","Urban Area","22","","","","1"
"1 Strongly disagree","2009","Employed","Rural Area","12","","","","1"
"1 Strongly disagree","2009","Not Employed","Urban Area","44","0.0125304906728625","0.00923811656041903","0.015822864785306","1"
"2 on scale 1-7 ","2009","Not Employed","Rural Area","36","0.0222313909861502","0.0162868600202948","0.0281759219520056","2"
"2 on scale 1-7 ","2009","Employed","Urban Area","38","0.00504253529689646","0.00342487082930381","0.0066601997644891","2"
"2 on scale 1-7 ","2009","Employed","Rural Area","31","0.00776016719454274","0.0049851236300424","0.0105352107590431","2"
"2 on scale 1-7 ","2009","Not Employed","Urban Area","56","0.014323757443338","0.0108068663832336","0.0178406485034424","2"
"3 on scale 1-7 ","2009","Not Employed","Urban Area","164","0.0418615186632209","0.0359338363039479","0.047789201022494","3"
"3 on scale 1-7 ","2009","Not Employed","Rural Area","94","0.0356841555417967","0.0282048100772807","0.0431635010063126","3"
"3 on scale 1-7 ","2009","Employed","Urban Area","172","0.0265260270346659","0.0228560783504038","0.030195975718928","3"
"3 on scale 1-7 ","2009","Employed","Rural Area","98","0.0270224760399948","0.021894571738041","0.0321503803419485","3"
"4 on scale 1-7","2009","Not Employed","Rural Area","294","0.122318906162393","0.109108036853914","0.135529775470872","4"
"4 on scale 1-7","2009","Employed","Urban Area","562","0.0841367324498738","0.0777970156674895","0.090476449232258","4"
"4 on scale 1-7","2009","Not Employed","Urban Area","523","0.124336010013327","0.114569700119203","0.134102319907452","4"
