"plh0222","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","1-pers.-HH","19","","",""
"1 Strongly disagree","2005","lower secondary degree","(Married) couple without C. ","24","","",""
"1 Strongly disagree","2005","lower secondary degree","Single parent ","5","","",""
"1 Strongly disagree","2005","lower secondary degree","Couple + C. LE 16 ","4","","",""
"1 Strongly disagree","2005","lower secondary degree","Couple + C. GT 16 ","8","","",""
"1 Strongly disagree","2005","lower secondary degree","Couple + C. LE and GT 16","2","","",""
"1 Strongly disagree","2005","secondary school degree","1-pers.-HH","1","","",""
"1 Strongly disagree","2005","secondary school degree","(Married) couple without C. ","6","","",""
"1 Strongly disagree","2005","secondary school degree","Single parent ","1","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. LE 16 ","6","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. GT 16 ","3","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2005","college entrance qualification","1-pers.-HH","1","","",""
"1 Strongly disagree","2005","college entrance qualification","(Married) couple without C. ","6","","",""
"1 Strongly disagree","2005","college entrance qualification","Single parent ","1","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. LE 16 ","1","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. GT 16 ","5","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"1 Strongly disagree","2005","Other degree","1-pers.-HH","1","","",""
"1 Strongly disagree","2005","Other degree","(Married) couple without C. ","4","","",""
"1 Strongly disagree","2005","Other degree","Single parent ","","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. LE 16 ","1","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. GT 16 ","1","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. LE and GT 16","1","","",""
"1 Strongly disagree","2005","no degree/no degree yet","1-pers.-HH","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Single parent ","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"2 on scale 1-7 ","2005","lower secondary degree","1-pers.-HH","18","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(Married) couple without C. ","39","0.0159484351071297","0.0114467763373187","0.0204500938769407"
"2 on scale 1-7 ","2005","lower secondary degree","Single parent ","2","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE 16 ","2","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. GT 16 ","6","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE and GT 16","4","","",""
"2 on scale 1-7 ","2005","secondary school degree","1-pers.-HH","11","","",""
