"plh0222","year","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Male","50","0.00592222314476188","0.00440782462049867","0.00743662166902508"
"1 Strongly disagree","2005","Female","69","0.00733984455432172","0.00572732506375197","0.00895236404489147"
"2 on scale 1-7 ","2005","Male","79","0.00988648913372761","0.00793371887637816","0.0118392593910771"
"2 on scale 1-7 ","2005","Female","82","0.00981139585383171","0.00794937042556154","0.0116734212821019"
"3 on scale 1-7 ","2005","Male","239","0.0237125010868799","0.0207094331461871","0.0267155690275728"
"3 on scale 1-7 ","2005","Female","248","0.0246503483695621","0.021721121941883","0.0275795747972412"
"4 on scale 1-7","2005","Male","817","0.0855261677009527","0.0800063751108574","0.091045960291048"
"4 on scale 1-7","2005","Female","999","0.100397791205247","0.094720403118191","0.106075179292304"
"5 on scale 1-7","2005","Male","1988","0.205465307488762","0.197490626934756","0.213439988042768"
"5 on scale 1-7","2005","Female","2150","0.200588776637648","0.19302393776945","0.208153615505846"
"6 on scale 1-7","2005","Male","3910","0.383342924277695","0.373746637967061","0.392939210588329"
"6 on scale 1-7","2005","Female","4147","0.360043446102543","0.350975395249776","0.369111496955311"
"7 Strongly agree","2005","Male","2778","0.286144387167221","0.277223964827384","0.295064809507058"
"7 Strongly agree","2005","Female","3069","0.297168397276846","0.288534871339216","0.305801923214477"
"1 Strongly disagree","2006","Male","","","",""
"1 Strongly disagree","2006","Female","","","",""
"2 on scale 1-7 ","2006","Male","","","",""
"2 on scale 1-7 ","2006","Female","","","",""
"3 on scale 1-7 ","2006","Male","","","",""
"3 on scale 1-7 ","2006","Female","","","",""
"4 on scale 1-7","2006","Male","","","",""
"4 on scale 1-7","2006","Female","","","",""
"5 on scale 1-7","2006","Male","","","",""
"5 on scale 1-7","2006","Female","","","",""
"6 on scale 1-7","2006","Male","","","",""
"6 on scale 1-7","2006","Female","","","",""
"7 Strongly agree","2006","Male","","","",""
"7 Strongly agree","2006","Female","","","",""
"1 Strongly disagree","2007","Male","","","",""
"1 Strongly disagree","2007","Female","","","",""
"2 on scale 1-7 ","2007","Male","","","",""
"2 on scale 1-7 ","2007","Female","","","",""
"3 on scale 1-7 ","2007","Male","","","",""
"3 on scale 1-7 ","2007","Female","","","",""
"4 on scale 1-7","2007","Male","","","",""
"4 on scale 1-7","2007","Female","","","",""
"5 on scale 1-7","2007","Male","","","",""
"5 on scale 1-7","2007","Female","","","",""
"6 on scale 1-7","2007","Male","","","",""
"6 on scale 1-7","2007","Female","","","",""
"7 Strongly agree","2007","Male","","","",""
"7 Strongly agree","2007","Female","","","",""
"1 Strongly disagree","2008","Male","","","",""
"1 Strongly disagree","2008","Female","","","",""
"2 on scale 1-7 ","2008","Male","","","",""
"2 on scale 1-7 ","2008","Female","","","",""
"3 on scale 1-7 ","2008","Male","","","",""
"3 on scale 1-7 ","2008","Female","","","",""
"4 on scale 1-7","2008","Male","","","",""
"4 on scale 1-7","2008","Female","","","",""
"5 on scale 1-7","2008","Male","","","",""
"5 on scale 1-7","2008","Female","","","",""
"6 on scale 1-7","2008","Male","","","",""
"6 on scale 1-7","2008","Female","","","",""
"7 Strongly agree","2008","Male","","","",""
"7 Strongly agree","2008","Female","","","",""
"1 Strongly disagree","2009","Male","42","0.00643788326701858","0.00474609112999327","0.00812967540404389"
"1 Strongly disagree","2009","Female","54","0.00692385656698295","0.00524479439532072","0.00860291873864519"
"2 on scale 1-7 ","2009","Male","75","0.0107038571226847","0.00852709360106245","0.012880620644307"
"2 on scale 1-7 ","2009","Female","86","0.0093944807681283","0.00744109403370517","0.0113478675025514"
"3 on scale 1-7 ","2009","Male","266","0.0315292179627275","0.0278328278308032","0.0352256080946518"
"3 on scale 1-7 ","2009","Female","262","0.0317802919604576","0.0282283376387145","0.0353322462822007"
"4 on scale 1-7","2009","Male","787","0.0940484178595048","0.0878738554852075","0.100222980233802"
"4 on scale 1-7","2009","Female","900","0.101068027153665","0.0949646279107286","0.107171426396601"
"5 on scale 1-7","2009","Male","1710","0.202119580429858","0.193624821885198","0.210614338974517"
"5 on scale 1-7","2009","Female","1890","0.199831953526057","0.191734946040356","0.207928961011758"
"6 on scale 1-7","2009","Male","3420","0.393747549371443","0.383412474510125","0.40408262423276"
"6 on scale 1-7","2009","Female","3565","0.37090997087541","0.361128771159107","0.380691170591712"
"7 Strongly agree","2009","Male","2285","0.261413493986764","0.252118638827706","0.270708349145822"
"7 Strongly agree","2009","Female","2612","0.2800914191493","0.27099877806116","0.28918406023744"
"1 Strongly disagree","2010","Male","","","",""
"1 Strongly disagree","2010","Female","","","",""
"2 on scale 1-7 ","2010","Male","","","",""
"2 on scale 1-7 ","2010","Female","","","",""
"3 on scale 1-7 ","2010","Male","","","",""
"3 on scale 1-7 ","2010","Female","","","",""
"4 on scale 1-7","2010","Male","","","",""
"4 on scale 1-7","2010","Female","","","",""
"5 on scale 1-7","2010","Male","","","",""
"5 on scale 1-7","2010","Female","","","",""
"6 on scale 1-7","2010","Male","","","",""
"6 on scale 1-7","2010","Female","","","",""
"7 Strongly agree","2010","Male","","","",""
"7 Strongly agree","2010","Female","","","",""
"1 Strongly disagree","2011","Male","","","",""
"1 Strongly disagree","2011","Female","","","",""
"2 on scale 1-7 ","2011","Male","","","",""
"2 on scale 1-7 ","2011","Female","","","",""
"3 on scale 1-7 ","2011","Male","","","",""
"3 on scale 1-7 ","2011","Female","","","",""
"4 on scale 1-7","2011","Male","","","",""
"4 on scale 1-7","2011","Female","","","",""
"5 on scale 1-7","2011","Male","","","",""
"5 on scale 1-7","2011","Female","","","",""
"6 on scale 1-7","2011","Male","","","",""
"6 on scale 1-7","2011","Female","","","",""
"7 Strongly agree","2011","Male","","","",""
"7 Strongly agree","2011","Female","","","",""
"1 Strongly disagree","2012","Male","4","","",""
"1 Strongly disagree","2012","Female","6","","",""
"2 on scale 1-7 ","2012","Male","26","","",""
"2 on scale 1-7 ","2012","Female","27","","",""
"3 on scale 1-7 ","2012","Male","57","0.0206793725726478","0.015485615973098","0.0258731291721977"
"3 on scale 1-7 ","2012","Female","82","0.0218494741294562","0.0174428709596407","0.0262560772992717"
"4 on scale 1-7","2012","Male","206","0.0694573643624598","0.0601788648136119","0.0787358639113076"
"4 on scale 1-7","2012","Female","314","0.0815045954993835","0.0732573268097461","0.0897518641890209"
"5 on scale 1-7","2012","Male","637","0.228253801234829","0.212935989695985","0.243571612773673"
"5 on scale 1-7","2012","Female","906","0.207840401045617","0.195609683630248","0.220071118460987"
"6 on scale 1-7","2012","Male","1246","0.41416617358188","0.396188851551629","0.432143495612132"
"6 on scale 1-7","2012","Female","1747","0.397861000936142","0.383107514379092","0.412614487493192"
"7 Strongly agree","2012","Male","708","0.254078340071677","0.238189913403239","0.269966766740114"
"7 Strongly agree","2012","Female","1146","0.282560782382946","0.268989243340719","0.296132321425173"
"1 Strongly disagree","2013","Male","34","0.00425491979217107","0.00289634729874474","0.00561349228559741"
"1 Strongly disagree","2013","Female","37","0.00468621177074028","0.00334824997756971","0.00602417356391085"
"2 on scale 1-7 ","2013","Male","75","0.00940526055748579","0.00739062512349728","0.0114198959914743"
"2 on scale 1-7 ","2013","Female","76","0.00679946377592142","0.00518952800028874","0.00840939955155411"
"3 on scale 1-7 ","2013","Male","191","0.0232774970692196","0.0201303518657839","0.0264246422726553"
"3 on scale 1-7 ","2013","Female","218","0.0230599402575216","0.0201194767466324","0.0260004037684108"
"4 on scale 1-7","2013","Male","697","0.0779981089174566","0.0724009068444521","0.0835953109904611"
"4 on scale 1-7","2013","Female","764","0.0795545726917484","0.0742532487574733","0.0848558966260234"
"5 on scale 1-7","2013","Male","1909","0.221331000589313","0.212666159349005","0.229995841829622"
"5 on scale 1-7","2013","Female","2043","0.203292243373226","0.195407951862976","0.211176534883476"
"6 on scale 1-7","2013","Male","3616","0.408743795860696","0.398483107765813","0.419004483955579"
"6 on scale 1-7","2013","Female","4005","0.396716179334021","0.387132030664707","0.406300328003336"
"7 Strongly agree","2013","Male","2296","0.254989417213658","0.245892267482103","0.264086566945212"
"7 Strongly agree","2013","Female","2866","0.285891388796821","0.277039510818036","0.294743266775607"
"1 Strongly disagree","2014","Male","","","",""
"1 Strongly disagree","2014","Female","","","",""
"2 on scale 1-7 ","2014","Male","","","",""
"2 on scale 1-7 ","2014","Female","","","",""
"3 on scale 1-7 ","2014","Male","","","",""
"3 on scale 1-7 ","2014","Female","","","",""
"4 on scale 1-7","2014","Male","","","",""
"4 on scale 1-7","2014","Female","","","",""
"5 on scale 1-7","2014","Male","","","",""
"5 on scale 1-7","2014","Female","","","",""
"6 on scale 1-7","2014","Male","","","",""
"6 on scale 1-7","2014","Female","","","",""
"7 Strongly agree","2014","Male","","","",""
"7 Strongly agree","2014","Female","","","",""
"1 Strongly disagree","2015","Male","","","",""
"1 Strongly disagree","2015","Female","","","",""
"2 on scale 1-7 ","2015","Male","","","",""
"2 on scale 1-7 ","2015","Female","","","",""
"3 on scale 1-7 ","2015","Male","","","",""
"3 on scale 1-7 ","2015","Female","","","",""
"4 on scale 1-7","2015","Male","","","",""
"4 on scale 1-7","2015","Female","","","",""
"5 on scale 1-7","2015","Male","","","",""
"5 on scale 1-7","2015","Female","","","",""
"6 on scale 1-7","2015","Male","","","",""
"6 on scale 1-7","2015","Female","","","",""
"7 Strongly agree","2015","Male","","","",""
"7 Strongly agree","2015","Female","","","",""
"1 Strongly disagree","2016","Male","","","",""
"1 Strongly disagree","2016","Female","","","",""
"2 on scale 1-7 ","2016","Male","","","",""
"2 on scale 1-7 ","2016","Female","","","",""
"3 on scale 1-7 ","2016","Male","","","",""
"3 on scale 1-7 ","2016","Female","","","",""
"4 on scale 1-7","2016","Male","","","",""
"4 on scale 1-7","2016","Female","","","",""
"5 on scale 1-7","2016","Male","","","",""
"5 on scale 1-7","2016","Female","","","",""
"6 on scale 1-7","2016","Male","","","",""
"6 on scale 1-7","2016","Female","","","",""
"7 Strongly agree","2016","Male","","","",""
"7 Strongly agree","2016","Female","","","",""
"1 Strongly disagree","2017","Male","33","0.00200839625901918","0.00126551739389733","0.00275127512414103"
"1 Strongly disagree","2017","Female","42","0.0034811441145834","0.00254674611350673","0.00441554211566007"
"2 on scale 1-7 ","2017","Male","109","0.00947201301551012","0.00786475953191693","0.0110792664991033"
"2 on scale 1-7 ","2017","Female","99","0.00760935840999592","0.00623074185564486","0.00898797496434698"
"3 on scale 1-7 ","2017","Male","309","0.0244331038441978","0.021871289192703","0.0269949184956925"
"3 on scale 1-7 ","2017","Female","305","0.0204622937762147","0.0182162621055193","0.02270832544691"
"4 on scale 1-7","2017","Male","1170","0.094321623853599","0.0894718387961254","0.0991714089110726"
"4 on scale 1-7","2017","Female","1171","0.0851970225071282","0.0807680382943788","0.0896260067198776"
"5 on scale 1-7","2017","Male","2982","0.229555831071683","0.222577611861836","0.236534050281529"
"5 on scale 1-7","2017","Female","3079","0.207430535758587","0.200997986043017","0.213863085474158"
"6 on scale 1-7","2017","Male","5462","0.416969158708779","0.408787759427115","0.425150557990444"
"6 on scale 1-7","2017","Female","6156","0.402809060776894","0.395028079696305","0.410590041857483"
"7 Strongly agree","2017","Male","3887","0.223239873247212","0.216330173073796","0.230149573420628"
"7 Strongly agree","2017","Female","4411","0.273010584656596","0.265942822515595","0.280078346797597"
"1 Strongly disagree","2018","Male","","","",""
"1 Strongly disagree","2018","Female","","","",""
"2 on scale 1-7 ","2018","Male","","","",""
"2 on scale 1-7 ","2018","Female","","","",""
"3 on scale 1-7 ","2018","Male","","","",""
"3 on scale 1-7 ","2018","Female","","","",""
"4 on scale 1-7","2018","Male","","","",""
"4 on scale 1-7","2018","Female","","","",""
"5 on scale 1-7","2018","Male","","","",""
"5 on scale 1-7","2018","Female","","","",""
"6 on scale 1-7","2018","Male","","","",""
"6 on scale 1-7","2018","Female","","","",""
"7 Strongly agree","2018","Male","","","",""
"7 Strongly agree","2018","Female","","","",""
"1 Strongly disagree","2019","Male","69","0.00572500390234826","0.00439146000501888","0.00705854779967765"
"1 Strongly disagree","2019","Female","46","0.00299387993139651","0.00207018041613368","0.00391757944665935"
"2 on scale 1-7 ","2019","Male","111","0.00940012467848367","0.00769450536447573","0.0111057439924916"
"2 on scale 1-7 ","2019","Female","86","0.00839811679310953","0.00685526489000366","0.00994096869621541"
"3 on scale 1-7 ","2019","Male","283","0.0227093159049901","0.0200761388073615","0.0253424930026188"
"3 on scale 1-7 ","2019","Female","270","0.0218912875798021","0.0194173209869843","0.02436525417262"
"4 on scale 1-7","2019","Male","1146","0.0945366201302109","0.0893652973662551","0.0997079428941668"
"4 on scale 1-7","2019","Female","1037","0.0846756184691701","0.079968758065449","0.0893824788728913"
"5 on scale 1-7","2019","Male","2748","0.223235490676685","0.215875242276618","0.230595739076752"
"5 on scale 1-7","2019","Female","2824","0.211556852688542","0.20465185791465","0.218461847462434"
"6 on scale 1-7","2019","Male","5038","0.409550855129856","0.400859022973437","0.418242687286275"
"6 on scale 1-7","2019","Female","5512","0.400055145626334","0.391772287723355","0.408338003529312"
"7 Strongly agree","2019","Male","2901","0.234842589577426","0.22735003373531","0.242335145419542"
"7 Strongly agree","2019","Female","3664","0.270429098911647","0.262919355881187","0.277938841942107"
