"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","direct migration background","4.04","4","910","2","3","5","5","5","3.97","4.11","1","5","5","5"
"1990","16-34 y.","indirect migration background","3.78","4","262","2","3","5","5","5","3.63","3.93","1","5","4","5"
"1990","16-34 y.","no migration background","3.79","4","2468","2","3","5","5","5","3.74","3.84","1","5","4","4"
"1990","35-65 y.","direct migration background","4.35","5","1531","3","4","5","5","5","4.31","4.39","1","5","5","5"
"1990","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1990","35-65 y.","no migration background","4.01","4","3204","2","3","5","5","5","3.97","4.05","1","5","4","4"
"1990","66 and older","direct migration background","4.48","5","81","3","4","5","5","5","4.26","4.7","1","5","5","5"
"1990","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1990","66 and older","no migration background","4.5","5","966","3","4","5","5","5","4.44","4.56","1","5","5","5"
"1991","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1991","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1991","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1991","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1991","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1991","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1991","66 and older","direct migration background","","","","","","","","","","","","","",""
"1991","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1991","66 and older","no migration background","","","","","","","","","","","","","",""
"1992","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1992","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1992","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1992","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1992","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1992","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1992","66 and older","direct migration background","","","","","","","","","","","","","",""
"1992","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1992","66 and older","no migration background","","","","","","","","","","","","","",""
"1993","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1993","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1993","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1993","66 and older","direct migration background","","","","","","","","","","","","","",""
"1993","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1993","66 and older","no migration background","","","","","","","","","","","","","",""
"1994","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1994","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1994","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1994","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1994","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1994","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1994","66 and older","direct migration background","","","","","","","","","","","","","",""
"1994","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1994","66 and older","no migration background","","","","","","","","","","","","","",""
"1995","16-34 y.","direct migration background","4.02","5","941","2","3","5","5","5","3.95","4.09","1","5","5","5"
"1995","16-34 y.","indirect migration background","3.77","4","478","2","3","5","5","5","3.66","3.88","1","5","4","5"
"1995","16-34 y.","no migration background","3.95","4","3512","2","3","5","5","5","3.91","3.99","1","5","4","4"
"1995","35-65 y.","direct migration background","4.36","5","1643","3","4","5","5","5","4.32","4.4","1","5","5","5"
"1995","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1995","35-65 y.","no migration background","4.11","4","5148","2","4","5","5","5","4.08","4.14","1","5","4","4"
"1995","66 and older","direct migration background","4.47","5","212","3","4","5","5","5","4.34","4.6","1","5","5","5"
"1995","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1995","66 and older","no migration background","4.42","5","1318","2","4","5","5","5","4.37","4.47","1","5","5","5"
"1996","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1996","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1996","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1996","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1996","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1996","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1996","66 and older","direct migration background","","","","","","","","","","","","","",""
"1996","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1996","66 and older","no migration background","","","","","","","","","","","","","",""
"1997","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1997","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1997","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1997","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1997","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1997","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1997","66 and older","direct migration background","","","","","","","","","","","","","",""
"1997","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1997","66 and older","no migration background","","","","","","","","","","","","","",""
"1998","16-34 y.","direct migration background","4.4","5","715","3","4","5","5","5","4.33","4.47","1","5","5","5"
"1998","16-34 y.","indirect migration background","3.95","4","550","2","3","5","5","5","3.86","4.04","1","5","4","5"
"1998","16-34 y.","no migration background","3.97","4","3597","2","3","5","5","5","3.93","4.01","1","5","4","4"
"1998","35-65 y.","direct migration background","4.42","5","1432","3","4","5","5","5","4.38","4.46","1","5","5","5"
"1998","35-65 y.","indirect migration background","4.15","4","44","2","4","5","5","5","3.88","4.42","2","5","4","5"
"1998","35-65 y.","no migration background","4.16","4","6016","2","4","5","5","5","4.13","4.19","1","5","4","5"
"1998","66 and older","direct migration background","4.55","5","252","3","4","5","5","5","4.44","4.66","1","5","5","5"
"1998","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1998","66 and older","no migration background","4.48","5","1591","3","4","5","5","5","4.43","4.53","1","5","5","5"
"1999","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1999","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1999","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1999","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1999","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1999","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1999","66 and older","direct migration background","","","","","","","","","","","","","",""
"1999","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1999","66 and older","no migration background","","","","","","","","","","","","","",""
"2000","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2000","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2000","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2000","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2000","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2000","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2000","66 and older","direct migration background","","","","","","","","","","","","","",""
"2000","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2000","66 and older","no migration background","","","","","","","","","","","","","",""
"2001","16-34 y.","direct migration background","4.47","5","829","3","4","5","5","5","4.41","4.53","2","5","5","5"
"2001","16-34 y.","indirect migration background","4.22","5","651","2","4","5","5","5","4.14","4.3","2","5","5","5"
"2001","16-34 y.","no migration background","4.22","5","4772","2","4","5","5","5","4.19","4.25","2","5","5","5"
"2001","35-65 y.","direct migration background","4.54","5","1750","3","4","5","5","5","4.5","4.58","2","5","5","5"
"2001","35-65 y.","indirect migration background","4.4","5","102","3","4","5","5","5","4.24","4.56","2","5","5","5"
"2001","35-65 y.","no migration background","4.37","5","10322","3","4","5","5","5","4.35","4.39","2","5","5","5"
"2001","66 and older","direct migration background","4.58","5","336","3","5","5","5","5","4.49","4.67","2","5","5","5"
"2001","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2001","66 and older","no migration background","4.57","5","3036","3","5","5","5","5","4.54","4.6","2","5","5","5"
"2002","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2002","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2002","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2002","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2002","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2002","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2002","66 and older","direct migration background","","","","","","","","","","","","","",""
"2002","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2002","66 and older","no migration background","","","","","","","","","","","","","",""
"2003","16-34 y.","direct migration background","4.22","5","675","2","4","5","5","5","4.14","4.3","1","5","5","5"
"2003","16-34 y.","indirect migration background","4.08","5","635","2","3","5","5","5","3.99","4.17","1","5","5","5"
"2003","16-34 y.","no migration background","3.96","4","4547","2","3","5","5","5","3.92","4","1","5","4","4"
"2003","35-65 y.","direct migration background","4.47","5","1592","3","4","5","5","5","4.43","4.51","1","5","5","5"
"2003","35-65 y.","indirect migration background","4.23","5","137","3","4","5","5","5","4.04","4.42","1","5","4","5"
"2003","35-65 y.","no migration background","4.17","5","10894","2","4","5","5","5","4.15","4.19","1","5","4","4"
"2003","66 and older","direct migration background","4.54","5","355","3","5","5","5","5","4.45","4.63","1","5","5","5"
"2003","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2003","66 and older","no migration background","4.47","5","3291","3","4","5","5","5","4.44","4.5","1","5","5","5"
"2004","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2004","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2004","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2004","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2004","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2004","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2004","66 and older","direct migration background","","","","","","","","","","","","","",""
"2004","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2004","66 and older","no migration background","","","","","","","","","","","","","",""
"2005","16-34 y.","direct migration background","4.42","5","529","3","4","5","5","5","4.34","4.5","2","5","5","5"
"2005","16-34 y.","indirect migration background","4.22","5","658","2","4","5","5","5","4.14","4.3","2","5","4","5"
"2005","16-34 y.","no migration background","4.11","4","4121","2","4","5","5","5","4.08","4.14","2","5","4","4"
"2005","35-65 y.","direct migration background","4.55","5","1466","4","4","5","5","5","4.51","4.59","2","5","5","5"
"2005","35-65 y.","indirect migration background","4.35","4","153","3","4","5","5","5","4.22","4.48","2","5","4","5"
"2005","35-65 y.","no migration background","4.29","5","9937","3","4","5","5","5","4.27","4.31","2","5","4","5"
"2005","66 and older","direct migration background","4.58","5","364","3","5","5","5","5","4.5","4.66","2","5","5","5"
"2005","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2005","66 and older","no migration background","4.5","5","3383","3","4","5","5","5","4.47","4.53","2","5","5","5"
"2006","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2006","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2006","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2006","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2006","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
