"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","3.95","4","6136","2","3","5","5","5","3.92","3.98","1","5","4","4"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","4.22","5","3315","2","4","5","5","5","4.18","4.26","1","5","5","5"
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","","","","","","","","","","","","","",""
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","","","","","","","","","","","","","",""
"1992","Employed","East Germany","","","","","","","","","","","","","",""
"1992","Employed","West Germany","","","","","","","","","","","","","",""
"1992","Not Employed","East Germany","","","","","","","","","","","","","",""
"1992","Not Employed","West Germany","","","","","","","","","","","","","",""
"1993","Employed","East Germany","","","","","","","","","","","","","",""
"1993","Employed","West Germany","","","","","","","","","","","","","",""
"1993","Not Employed","East Germany","","","","","","","","","","","","","",""
"1993","Not Employed","West Germany","","","","","","","","","","","","","",""
"1994","Employed","East Germany","","","","","","","","","","","","","",""
"1994","Employed","West Germany","","","","","","","","","","","","","",""
"1994","Not Employed","East Germany","","","","","","","","","","","","","",""
"1994","Not Employed","West Germany","","","","","","","","","","","","","",""
"1995","Employed","East Germany","4.21","4","2378","3","4","5","5","5","4.17","4.25","1","5","4","4"
"1995","Employed","West Germany","4.03","4","6108","2","4","5","5","5","4","4.06","1","5","4","5"
"1995","Not Employed","East Germany","4.47","5","1301","3","4","5","5","5","4.42","4.52","1","5","5","5"
"1995","Not Employed","West Germany","4.19","5","3498","2","4","5","5","5","4.15","4.23","1","5","5","5"
"1996","Employed","East Germany","","","","","","","","","","","","","",""
"1996","Employed","West Germany","","","","","","","","","","","","","",""
"1996","Not Employed","East Germany","","","","","","","","","","","","","",""
"1996","Not Employed","West Germany","","","","","","","","","","","","","",""
"1997","Employed","East Germany","","","","","","","","","","","","","",""
