"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1990","college entrance qualification","West Germany","3.49","4","1202","2","3","4","5","5","3.42","3.56","1","5","4","4"
"1990","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1990","lower secondary degree","West Germany","4.28","5","4531","3","4","5","5","5","4.25","4.31","1","5","5","5"
"1990","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","West Germany","4.09","5","832","2","4","5","5","5","4.02","4.16","1","5","5","5"
"1990","Other degree","East Germany","","","","","","","","","","","","","",""
"1990","Other degree","West Germany","4.52","5","999","3","4","5","5","5","4.47","4.57","1","5","5","5"
"1990","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1990","secondary school degree","West Germany","3.8","4","1679","2","3","5","5","5","3.75","3.85","1","5","4","4"
"1991","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1991","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1991","Other degree","East Germany","","","","","","","","","","","","","",""
"1991","Other degree","West Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1992","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1992","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1992","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1992","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1992","Other degree","East Germany","","","","","","","","","","","","","",""
"1992","Other degree","West Germany","","","","","","","","","","","","","",""
"1992","secondary school degree","East Germany","","","","","","","","","","","","","",""
