"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","(Married) couple without C.","3.64","4","308","2","3","5","5","5","3.5","3.78","1","5","4","4"
"1990","college entrance qualification","1-pers.-HH","3.36","3","185","2","2","4","5","5","3.19","3.53","1","5","3","4"
"1990","college entrance qualification","Couple + C. GT 16 ","3.55","4","275","2","3","5","5","5","3.4","3.7","1","5","3","4"
"1990","college entrance qualification","Couple + C. LE 16","3.49","4","265","2","3","4","5","5","3.35","3.63","1","5","4","4"
"1990","college entrance qualification","Couple + C. LE and GT 16","3.41","4","45","1","3","4","5","5","3.04","3.78","1","5","3","4"
"1990","college entrance qualification","Single parent","3.34","4","66","2","2","4","5","5","3.03","3.65","1","5","3","4"
"1990","lower secondary degree","(Married) couple without C.","4.28","5","1287","3","4","5","5","5","4.22","4.34","1","5","5","5"
"1990","lower secondary degree","1-pers.-HH","4.44","5","524","3","4","5","5","5","4.35","4.53","1","5","5","5"
"1990","lower secondary degree","Couple + C. GT 16 ","4.23","5","948","3","4","5","5","5","4.17","4.29","1","5","4","5"
"1990","lower secondary degree","Couple + C. LE 16","4.15","4","892","3","4","5","5","5","4.09","4.21","1","5","4","4"
"1990","lower secondary degree","Couple + C. LE and GT 16","4.12","4","340","3","4","5","5","5","4.01","4.23","1","5","4","5"
"1990","lower secondary degree","Single parent","4.28","5","231","2","4","5","5","5","4.13","4.43","1","5","5","5"
"1990","no degree/no degree yet","(Married) couple without C.","4.5","5","81","3","4","5","5","5","4.34","4.66","1","5","5","5"
"1990","no degree/no degree yet","1-pers.-HH","4.6","5","44","4","4","5","5","5","4.38","4.82","2","5","5","5"
"1990","no degree/no degree yet","Couple + C. GT 16 ","3.58","4","225","1","2","5","5","5","3.41","3.75","1","5","5","5"
"1990","no degree/no degree yet","Couple + C. LE 16","4.72","5","163","4","5","5","5","5","4.62","4.82","2","5","5","5"
"1990","no degree/no degree yet","Couple + C. LE and GT 16","3.89","4","176","1","3","5","5","5","3.73","4.05","1","5","5","5"
"1990","no degree/no degree yet","Single parent","3.94","4.58","40","2","3","5","5","5","3.56","4.32","1","5","5","5"
"1990","Other degree","(Married) couple without C.","4.55","5","155","3","5","5","5","5","4.42","4.68","1","5","5","5"
"1990","Other degree","1-pers.-HH","4.46","5","59","2","5","5","5","5","4.21","4.71","1","5","5","5"
"1990","Other degree","Couple + C. GT 16 ","4.42","5","187","3","4","5","5","5","4.28","4.56","1","5","5","5"
"1990","Other degree","Couple + C. LE 16","4.63","5","322","4","5","5","5","5","4.54","4.72","1","5","5","5"
"1990","Other degree","Couple + C. LE and GT 16","4.64","5","154","4","4","5","5","5","4.53","4.75","1","5","5","5"
"1990","Other degree","Single parent","","","","","","","","","","","","","",""
"1990","secondary school degree","(Married) couple without C.","3.94","4","437","2","3","5","5","5","3.84","4.04","1","5","4","4"
"1990","secondary school degree","1-pers.-HH","3.97","4","208","2","3","5","5","5","3.81","4.13","1","5","4","4"
"1990","secondary school degree","Couple + C. GT 16 ","3.54","4","365","2","3","4","5","5","3.42","3.66","1","5","4","4"
"1990","secondary school degree","Couple + C. LE 16","3.78","4","397","2","3","5","5","5","3.67","3.89","1","5","4","4"
"1990","secondary school degree","Couple + C. LE and GT 16","3.46","4","127","2","2","4","5","5","3.24","3.68","1","5","3","4"
"1990","secondary school degree","Single parent","3.79","4","78","2","3","5","5","5","3.53","4.05","1","5","3","4"
"1991","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"1991","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","college entrance qualification","Single parent","","","","","","","","","","","","","",""
