"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","college entrance qualification","3.44","4","622","2","3","4","5","5","3.35","3.53","1","5","4","4"
"1990","16-34 y.","lower secondary degree","4.12","4","1428","2","4","5","5","5","4.07","4.17","1","5","4","5"
"1990","16-34 y.","no degree/no degree yet","3.6","4","307","1","2","5","5","5","3.45","3.75","1","5","4","5"
"1990","16-34 y.","Other degree","4.31","5","239","2","4","5","5","5","4.18","4.44","1","5","5","5"
"1990","16-34 y.","secondary school degree","3.71","4","893","2","3","5","5","5","3.63","3.79","1","5","4","4"
"1990","35-65 y.","college entrance qualification","3.42","4","485","2","2","4","5","5","3.32","3.52","1","5","4","4"
"1990","35-65 y.","lower secondary degree","4.2","4","2343","3","4","5","5","5","4.16","4.24","1","5","4","5"
"1990","35-65 y.","no degree/no degree yet","4.76","5","505","4","5","5","5","5","4.71","4.81","1","5","5","5"
"1990","35-65 y.","Other degree","4.65","5","752","4","5","5","5","5","4.6","4.7","1","5","5","5"
"1990","35-65 y.","secondary school degree","3.72","4","619","2","3","5","5","5","3.63","3.81","1","5","4","4"
"1990","66 and older","college entrance qualification","3.98","5","95","2","3","5","5","5","3.71","4.25","1","5","4","5"
"1990","66 and older","lower secondary degree","4.62","5","760","4","5","5","5","5","4.56","4.68","1","5","5","5"
"1990","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","66 and older","Other degree","","","","","","","","","","","","","",""
"1990","66 and older","secondary school degree","4.3","5","167","3","4","5","5","5","4.14","4.46","1","5","4","5"
"1991","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1991","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1991","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1991","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1991","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1991","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1991","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1991","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1991","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","66 and older","Other degree","","","","","","","","","","","","","",""
"1991","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1992","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1992","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1992","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1992","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1992","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1992","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1992","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1992","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1992","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1992","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1992","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","66 and older","Other degree","","","","","","","","","","","","","",""
"1992","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1993","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1993","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1993","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1993","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1993","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1993","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1993","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1993","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1993","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1993","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1993","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","66 and older","Other degree","","","","","","","","","","","","","",""
"1993","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1994","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1994","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1994","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1994","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1994","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1994","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1994","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","35-65 y.","Other degree","","","","","","","","","","","","","",""
