"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","general elemantary","3.94","4","938","2","3","5","5","5","3.86","4.02","1","5","4","5"
"1990","16-34 y.","higher education","3.55","4","198","2","3","4","5","5","3.39","3.71","1","5","4","4"
"1990","16-34 y.","higher vocational","3.53","4","165","2","3","4","5","5","3.37","3.69","1","5","4","4"
"1990","16-34 y.","in school","3.12","3","159","1","2","4","5","5","2.89","3.35","1","5","3","4"
"1990","16-34 y.","inadequately","4.41","5","158","3","4","5","5","5","4.27","4.55","1","5","5","5"
"1990","16-34 y.","middle vocational","3.89","4","1747","2","3","5","5","5","3.84","3.94","1","5","4","4"
"1990","16-34 y.","vocational + Abi","3.54","4","164","2","3","5","5","5","3.36","3.72","1","5","4","4"
"1990","35-65 y.","general elemantary","4.4","5","1145","3","4","5","5","5","4.35","4.45","1","5","5","5"
"1990","35-65 y.","higher education","3.41","4","436","2","2","4","5","5","3.3","3.52","1","5","4","4"
"1990","35-65 y.","higher vocational","3.79","4","278","2","3","5","5","5","3.66","3.92","1","5","4","4"
"1990","35-65 y.","in school","","","","","","","","","","","","","",""
"1990","35-65 y.","inadequately","4.81","5","453","4","5","5","5","5","4.75","4.87","1","5","5","5"
"1990","35-65 y.","middle vocational","4.05","4","2299","2","4","5","5","5","4.01","4.09","1","5","4","4"
"1990","35-65 y.","vocational + Abi","3.9","4","105","2","3","5","5","5","3.7","4.1","1","5","4","5"
"1990","66 and older","general elemantary","4.67","5","385","4","5","5","5","5","4.59","4.75","1","5","5","5"
"1990","66 and older","higher education","3.74","4","61","2","2","5","5","5","3.38","4.1","1","5","3","5"
"1990","66 and older","higher vocational","4.5","5","69","3","4","5","5","5","4.25","4.75","1","5","5","5"
"1990","66 and older","in school","","","","","","","","","","","","","",""
"1990","66 and older","inadequately","","","","","","","","","","","","","",""
"1990","66 and older","middle vocational","4.46","5","496","3","4","5","5","5","4.37","4.55","1","5","5","5"
"1990","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1991","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1991","16-34 y.","higher education","","","","","","","","","","","","","",""
"1991","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1991","16-34 y.","in school","","","","","","","","","","","","","",""
"1991","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1991","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"1991","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1991","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"1991","35-65 y.","higher education","","","","","","","","","","","","","",""
"1991","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1991","35-65 y.","in school","","","","","","","","","","","","","",""
"1991","35-65 y.","inadequately","","","","","","","","","","","","","",""
"1991","35-65 y.","middle vocational","","","","","","","","","","","","","",""
"1991","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1991","66 and older","general elemantary","","","","","","","","","","","","","",""
"1991","66 and older","higher education","","","","","","","","","","","","","",""
"1991","66 and older","higher vocational","","","","","","","","","","","","","",""
"1991","66 and older","in school","","","","","","","","","","","","","",""
"1991","66 and older","inadequately","","","","","","","","","","","","","",""
"1991","66 and older","middle vocational","","","","","","","","","","","","","",""
"1991","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1992","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1992","16-34 y.","higher education","","","","","","","","","","","","","",""
"1992","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1992","16-34 y.","in school","","","","","","","","","","","","","",""
"1992","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1992","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"1992","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1992","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"1992","35-65 y.","higher education","","","","","","","","","","","","","",""
"1992","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1992","35-65 y.","in school","","","","","","","","","","","","","",""
