"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Rural Area","Female","4.1","4","972","2","4","5","5","5","4.03","4.17","1","5","4","4"
"1990","Rural Area","Male","4.11","4","934","2","4","5","5","5","4.05","4.17","1","5","4","5"
"1990","Urban Area","Female","4.07","4","3818","2","3","5","5","5","4.03","4.11","1","5","4","5"
"1990","Urban Area","Male","4.02","4","3727","2","3","5","5","5","3.98","4.06","1","5","4","5"
"1991","Rural Area","Female","","","","","","","","","","","","","",""
"1991","Rural Area","Male","","","","","","","","","","","","","",""
"1991","Urban Area","Female","","","","","","","","","","","","","",""
"1991","Urban Area","Male","","","","","","","","","","","","","",""
"1992","Rural Area","Female","","","","","","","","","","","","","",""
"1992","Rural Area","Male","","","","","","","","","","","","","",""
"1992","Urban Area","Female","","","","","","","","","","","","","",""
"1992","Urban Area","Male","","","","","","","","","","","","","",""
"1993","Rural Area","Female","","","","","","","","","","","","","",""
"1993","Rural Area","Male","","","","","","","","","","","","","",""
"1993","Urban Area","Female","","","","","","","","","","","","","",""
"1993","Urban Area","Male","","","","","","","","","","","","","",""
"1994","Rural Area","Female","","","","","","","","","","","","","",""
"1994","Rural Area","Male","","","","","","","","","","","","","",""
"1994","Urban Area","Female","","","","","","","","","","","","","",""
"1994","Urban Area","Male","","","","","","","","","","","","","",""
"1995","Rural Area","Female","4.19","5","2294","2","4","5","5","5","4.15","4.23","1","5","4","5"
"1995","Rural Area","Male","4.19","5","2158","3","4","5","5","5","4.15","4.23","1","5","5","5"
"1995","Urban Area","Female","4.11","5","4590","2","4","5","5","5","4.08","4.14","1","5","5","5"
"1995","Urban Area","Male","4.13","5","4243","2","4","5","5","5","4.1","4.16","1","5","5","5"
"1996","Rural Area","Female","","","","","","","","","","","","","",""
"1996","Rural Area","Male","","","","","","","","","","","","","",""
"1996","Urban Area","Female","","","","","","","","","","","","","",""
"1996","Urban Area","Male","","","","","","","","","","","","","",""
"1997","Rural Area","Female","","","","","","","","","","","","","",""
"1997","Rural Area","Male","","","","","","","","","","","","","",""
"1997","Urban Area","Female","","","","","","","","","","","","","",""
"1997","Urban Area","Male","","","","","","","","","","","","","",""
"1998","Rural Area","Female","4.24","5","2489","3","4","5","5","5","4.2","4.28","1","5","4","5"
"1998","Rural Area","Male","4.27","5","2369","2","4","5","5","5","4.23","4.31","1","5","5","5"
"1998","Urban Area","Female","4.15","5","4857","2","4","5","5","5","4.12","4.18","1","5","5","5"
"1998","Urban Area","Male","4.21","5","4488","2","4","5","5","5","4.18","4.24","1","5","5","5"
"1999","Rural Area","Female","","","","","","","","","","","","","",""
"1999","Rural Area","Male","","","","","","","","","","","","","",""
"1999","Urban Area","Female","","","","","","","","","","","","","",""
"1999","Urban Area","Male","","","","","","","","","","","","","",""
"2000","Rural Area","Female","","","","","","","","","","","","","",""
"2000","Rural Area","Male","","","","","","","","","","","","","",""
"2000","Urban Area","Female","","","","","","","","","","","","","",""
"2000","Urban Area","Male","","","","","","","","","","","","","",""
"2001","Rural Area","Female","4.41","5","3827","3","4","5","5","5","4.38","4.44","2","5","5","5"
"2001","Rural Area","Male","4.52","5","3625","3","4","5","5","5","4.49","4.55","2","5","5","5"
"2001","Urban Area","Female","4.32","5","7516","2","4","5","5","5","4.3","4.34","2","5","5","5"
"2001","Urban Area","Male","4.41","5","6848","3","4","5","5","5","4.39","4.43","2","5","5","5"
"2002","Rural Area","Female","","","","","","","","","","","","","",""
"2002","Rural Area","Male","","","","","","","","","","","","","",""
"2002","Urban Area","Female","","","","","","","","","","","","","",""
"2002","Urban Area","Male","","","","","","","","","","","","","",""
"2003","Rural Area","Female","4.24","5","3775","2","4","5","5","5","4.21","4.27","1","5","4","5"
"2003","Rural Area","Male","4.33","5","3538","3","4","5","5","5","4.3","4.36","1","5","5","5"
"2003","Urban Area","Female","4.16","5","7710","2","4","5","5","5","4.13","4.19","1","5","4","5"
"2003","Urban Area","Male","4.23","5","7116","2","4","5","5","5","4.2","4.26","1","5","5","5"
"2004","Rural Area","Female","","","","","","","","","","","","","",""
