"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","(Married) couple without C.","general elemantary","4.44","5","535","3","4","5","5","5","4.36","4.52","1","5","5","5"
"1990","(Married) couple without C.","higher education","3.54","4","197","2","3","4","5","5","3.37","3.71","1","5","3","4"
"1990","(Married) couple without C.","higher vocational","4","4","154","2","4","5","5","5","3.82","4.18","1","5","4","4"
"1990","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","inadequately","4.67","5","70","3","5","5","5","5","4.52","4.82","3","5","5","5"
"1990","(Married) couple without C.","middle vocational","4.12","4","1241","3","4","5","5","5","4.06","4.18","1","5","4","5"
"1990","(Married) couple without C.","vocational + Abi","3.99","4","80","2","3","5","5","5","3.74","4.24","1","5","4","5"
"1990","1-pers.-HH","general elemantary","4.48","5","304","3","4","5","5","5","4.37","4.59","1","5","5","5"
"1990","1-pers.-HH","higher education","3.42","4","110","2","2","5","5","5","3.19","3.65","1","5","3","4"
"1990","1-pers.-HH","higher vocational","3.88","4","56","2","3","5","5","5","3.57","4.19","1","5","4","5"
"1990","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1990","1-pers.-HH","inadequately","4.76","5","35","4","5","5","5","5","4.61","4.91","4","5","5","5"
"1990","1-pers.-HH","middle vocational","4.18","5","479","2","4","5","5","5","4.08","4.28","1","5","4","5"
"1990","1-pers.-HH","vocational + Abi","3.26","3","39","1","3","4","5","5","2.87","3.65","1","5","3","4"
"1990","Couple + C. GT 16 ","general elemantary","4.19","5","564","2","4","5","5","5","4.1","4.28","1","5","5","5"
"1990","Couple + C. GT 16 ","higher education","3.54","4","111","2","3","4","5","5","3.31","3.77","1","5","4","4"
"1990","Couple + C. GT 16 ","higher vocational","3.92","4","80","3","4","5","5","5","3.71","4.13","1","5","4","4"
"1990","Couple + C. GT 16 ","in school","3.01","2.41","71","1","2","4","5","5","2.66","3.36","1","5","2","4"
"1990","Couple + C. GT 16 ","inadequately","4.44","5","150","3","4","5","5","5","4.3","4.58","1","5","5","5"
"1990","Couple + C. GT 16 ","middle vocational","3.92","4","978","2","3","5","5","5","3.85","3.99","1","5","4","4"
"1990","Couple + C. GT 16 ","vocational + Abi","4.04","4","58","2","3","5","5","5","3.75","4.33","2","5","4","5"
"1990","Couple + C. LE 16","general elemantary","4.31","5","401","3","4","5","5","5","4.22","4.4","1","5","5","5"
"1990","Couple + C. LE 16","higher education","3.5","4","194","2","3","4","5","5","3.34","3.66","1","5","4","4"
"1990","Couple + C. LE 16","higher vocational","3.65","4","149","2","3","5","5","5","3.47","3.83","1","5","4","4"
"1990","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1990","Couple + C. LE 16","inadequately","4.85","5","147","4","5","5","5","5","4.76","4.94","2","5","5","5"
"1990","Couple + C. LE 16","middle vocational","4.04","4","1083","2","4","5","5","5","3.98","4.1","1","5","4","4"
"1990","Couple + C. LE 16","vocational + Abi","3.63","4","73","2","3","5","5","5","3.37","3.89","1","5","4","4"
"1990","Couple + C. LE and GT 16","general elemantary","4.14","4.52","291","2","4","5","5","5","4.01","4.27","1","5","5","5"
"1990","Couple + C. LE and GT 16","higher education","3.42","4","34","1","3","4","5","5","3.04","3.8","1","5","3","4"
"1990","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"1990","Couple + C. LE and GT 16","in school","3.25","4","60","1","2","4","5","5","2.88","3.62","1","5","3","4"
"1990","Couple + C. LE and GT 16","inadequately","4.78","5","111","4","5","5","5","5","4.69","4.87","2","5","5","5"
"1990","Couple + C. LE and GT 16","middle vocational","3.93","4","315","2","3","5","5","5","3.81","4.05","1","5","4","5"
"1990","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1990","Single parent","general elemantary","4.2","5","141","2","4","5","5","5","3.99","4.41","1","5","4","5"
"1990","Single parent","higher education","","","","","","","","","","","","","",""
"1990","Single parent","higher vocational","","","","","","","","","","","","","",""
"1990","Single parent","in school","","","","","","","","","","","","","",""
"1990","Single parent","inadequately","4.51","5","31","2","5","5","5","5","4.14","4.88","1","5","5","5"
"1990","Single parent","middle vocational","4.03","4","205","2","3","5","5","5","3.87","4.19","1","5","4","5"
"1990","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1991","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1991","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1991","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1991","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1991","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1991","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"1991","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
