"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-W?rttemberg","Female","4.02","4","888","2","3","5","5","5","3.95","4.09","1","5","4","5"
"1990","Baden-W?rttemberg","Male","3.93","4","903","2","3","5","5","5","3.86","4","1","5","4","5"
"1990","Bavaria","Female","3.99","4","812","2","3","5","5","5","3.91","4.07","1","5","4","4"
"1990","Bavaria","Male","3.99","4","783","2","3","5","5","5","3.91","4.07","1","5","4","4"
"1990","Berlin","Female","3.95","4","175","2","3","5","5","5","3.77","4.13","1","5","4","5"
"1990","Berlin","Male","4.09","4","154","3","4","5","5","5","3.92","4.26","1","5","4","5"
"1990","Brandenburg","Female","","","","","","","","","","","","","",""
"1990","Brandenburg","Male","","","","","","","","","","","","","",""
"1990","Bremen","Female","4.16","5","56","2","3","5","5","5","3.87","4.45","1","5","4","5"
"1990","Bremen","Male","4.26","5","47","3","4","5","5","5","3.97","4.55","2","5","4","5"
"1990","Hamburg","Female","3.92","4","86","2","3","5","5","5","3.67","4.17","1","5","4","5"
"1990","Hamburg","Male","3.95","4","80","2","3","5","5","5","3.68","4.22","1","5","4","5"
"1990","Hesse","Female","4.21","5","489","3","4","5","5","5","4.12","4.3","1","5","5","5"
"1990","Hesse","Male","4.19","4","490","3","4","5","5","5","4.1","4.28","1","5","5","5"
"1990","Lower Saxony","Female","4.11","4","493","2","4","5","5","5","4.01","4.21","1","5","4","5"
"1990","Lower Saxony","Male","3.98","4","483","2","3","5","5","5","3.88","4.08","1","5","4","4"
"1990","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"1990","North Rhine-Westphalia","Female","4.09","4","1296","2","4","5","5","5","4.03","4.15","1","5","4","5"
"1990","North Rhine-Westphalia","Male","4.09","4","1263","2","4","5","5","5","4.03","4.15","1","5","4","5"
"1990","Rhineland-Palatinate,Saarland","Female","4.22","5","349","2","4","5","5","5","4.1","4.34","1","5","5","5"
"1990","Rhineland-Palatinate,Saarland","Male","4.12","5","320","2","4","5","5","5","4","4.24","1","5","5","5"
"1990","Saxony","Female","","","","","","","","","","","","","",""
"1990","Saxony","Male","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"1990","Schleswig-Holstein","Female","4.07","4","146","2","4","5","5","5","3.9","4.24","1","5","4","5"
"1990","Schleswig-Holstein","Male","4","4","138","3","3","5","5","5","3.83","4.17","1","5","4","5"
"1990","Thuringia","Female","","","","","","","","","","","","","",""
"1990","Thuringia","Male","","","","","","","","","","","","","",""
"1991","Baden-W?rttemberg","Female","","","","","","","","","","","","","",""
"1991","Baden-W?rttemberg","Male","","","","","","","","","","","","","",""
"1991","Bavaria","Female","","","","","","","","","","","","","",""
"1991","Bavaria","Male","","","","","","","","","","","","","",""
"1991","Berlin","Female","","","","","","","","","","","","","",""
"1991","Berlin","Male","","","","","","","","","","","","","",""
"1991","Brandenburg","Female","","","","","","","","","","","","","",""
"1991","Brandenburg","Male","","","","","","","","","","","","","",""
"1991","Bremen","Female","","","","","","","","","","","","","",""
"1991","Bremen","Male","","","","","","","","","","","","","",""
"1991","Hamburg","Female","","","","","","","","","","","","","",""
"1991","Hamburg","Male","","","","","","","","","","","","","",""
"1991","Hesse","Female","","","","","","","","","","","","","",""
"1991","Hesse","Male","","","","","","","","","","","","","",""
"1991","Lower Saxony","Female","","","","","","","","","","","","","",""
"1991","Lower Saxony","Male","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"1991","North Rhine-Westphalia","Female","","","","","","","","","","","","","",""
"1991","North Rhine-Westphalia","Male","","","","","","","","","","","","","",""
"1991","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","","","","",""
"1991","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","","","","",""
"1991","Saxony","Female","","","","","","","","","","","","","",""
"1991","Saxony","Male","","","","","","","","","","","","","",""
"1991","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"1991","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","Female","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","Male","","","","","","","","","","","","","",""
"1991","Thuringia","Female","","","","","","","","","","","","","",""
"1991","Thuringia","Male","","","","","","","","","","","","","",""
"1992","Baden-W?rttemberg","Female","","","","","","","","","","","","","",""
"1992","Baden-W?rttemberg","Male","","","","","","","","","","","","","",""
"1992","Bavaria","Female","","","","","","","","","","","","","",""
"1992","Bavaria","Male","","","","","","","","","","","","","",""
"1992","Berlin","Female","","","","","","","","","","","","","",""
"1992","Berlin","Male","","","","","","","","","","","","","",""
"1992","Brandenburg","Female","","","","","","","","","","","","","",""
"1992","Brandenburg","Male","","","","","","","","","","","","","",""
"1992","Bremen","Female","","","","","","","","","","","","","",""
"1992","Bremen","Male","","","","","","","","","","","","","",""
"1992","Hamburg","Female","","","","","","","","","","","","","",""
"1992","Hamburg","Male","","","","","","","","","","","","","",""
"1992","Hesse","Female","","","","","","","","","","","","","",""
"1992","Hesse","Male","","","","","","","","","","","","","",""
"1992","Lower Saxony","Female","","","","","","","","","","","","","",""
"1992","Lower Saxony","Male","","","","","","","","","","","","","",""
"1992","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"1992","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"1992","North Rhine-Westphalia","Female","","","","","","","","","","","","","",""
"1992","North Rhine-Westphalia","Male","","","","","","","","","","","","","",""
"1992","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","","","","",""
"1992","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","","","","",""
"1992","Saxony","Female","","","","","","","","","","","","","",""
"1992","Saxony","Male","","","","","","","","","","","","","",""
"1992","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"1992","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
