"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","Rural Area","4.32","5","312","3","4","5","5","5","4.22","4.42","1","5","5","5"
"1990","direct migration background","Urban Area","4.26","5","2210","2","4","5","5","5","4.22","4.3","1","5","5","5"
"1990","indirect migration background","Rural Area","3.86","4","37","2","3","5","5","5","3.51","4.21","1","5","4","5"
"1990","indirect migration background","Urban Area","3.85","4","254","2","3","5","5","5","3.69","4.01","1","5","4","5"
"1990","no migration background","Rural Area","4.09","4","1557","2","4","5","5","5","4.04","4.14","1","5","4","4"
"1990","no migration background","Urban Area","4.02","4","5081","2","3","5","5","5","3.99","4.05","1","5","4","4"
"1991","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1991","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1991","no migration background","Rural Area","","","","","","","","","","","","","",""
"1991","no migration background","Urban Area","","","","","","","","","","","","","",""
"1992","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1992","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1992","no migration background","Rural Area","","","","","","","","","","","","","",""
"1992","no migration background","Urban Area","","","","","","","","","","","","","",""
"1993","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1993","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1993","no migration background","Rural Area","","","","","","","","","","","","","",""
"1993","no migration background","Urban Area","","","","","","","","","","","","","",""
"1994","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1994","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1994","no migration background","Rural Area","","","","","","","","","","","","","",""
"1994","no migration background","Urban Area","","","","","","","","","","","","","",""
"1995","direct migration background","Rural Area","4.24","5","463","2","4","5","5","5","4.15","4.33","1","5","5","5"
"1995","direct migration background","Urban Area","4.28","5","2333","2","4","5","5","5","4.24","4.32","1","5","5","5"
"1995","indirect migration background","Rural Area","3.5","4","75","1","2","5","5","5","3.23","3.77","1","5","4","4"
"1995","indirect migration background","Urban Area","3.86","4","436","2","3","5","5","5","3.74","3.98","1","5","4","5"
"1995","no migration background","Rural Area","4.2","4","3914","3","4","5","5","5","4.17","4.23","1","5","4","5"
"1995","no migration background","Urban Area","4.09","4","6064","2","4","5","5","5","4.06","4.12","1","5","4","4"
"1996","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1996","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1996","no migration background","Rural Area","","","","","","","","","","","","","",""
"1996","no migration background","Urban Area","","","","","","","","","","","","","",""
"1997","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1997","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1997","no migration background","Rural Area","","","","","","","","","","","","","",""
"1997","no migration background","Urban Area","","","","","","","","","","","","","",""
"1998","direct migration background","Rural Area","4.42","5","406","3","4","5","5","5","4.33","4.51","1","5","5","5"
"1998","direct migration background","Urban Area","4.44","5","1993","3","4","5","5","5","4.4","4.48","1","5","5","5"
"1998","indirect migration background","Rural Area","3.83","4","91","2","3","5","5","5","3.61","4.05","1","5","4","5"
"1998","indirect migration background","Urban Area","4.03","4","509","2","4","5","5","5","3.93","4.13","1","5","5","5"
"1998","no migration background","Rural Area","4.25","5","4361","3","4","5","5","5","4.22","4.28","1","5","5","5"
"1998","no migration background","Urban Area","4.14","5","6843","2","4","5","5","5","4.11","4.17","1","5","4","5"
"1999","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1999","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1999","no migration background","Rural Area","","","","","","","","","","","","","",""
"1999","no migration background","Urban Area","","","","","","","","","","","","","",""
"2000","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2000","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2000","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2000","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2000","no migration background","Rural Area","","","","","","","","","","","","","",""
"2000","no migration background","Urban Area","","","","","","","","","","","","","",""
"2001","direct migration background","Rural Area","4.41","5","504","3","4","5","5","5","4.33","4.49","2","5","5","5"
"2001","direct migration background","Urban Area","4.55","5","2411","3","4","5","5","5","4.52","4.58","2","5","5","5"
"2001","indirect migration background","Rural Area","4.32","5","97","2","4","5","5","5","4.13","4.51","2","5","4","5"
"2001","indirect migration background","Urban Area","4.24","5","674","2","4","5","5","5","4.17","4.31","2","5","5","5"
"2001","no migration background","Rural Area","4.47","5","6851","3","4","5","5","5","4.45","4.49","2","5","5","5"
"2001","no migration background","Urban Area","4.33","5","11279","3","4","5","5","5","4.31","4.35","2","5","5","5"
"2002","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2002","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2002","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2002","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2002","no migration background","Rural Area","","","","","","","","","","","","","",""
"2002","no migration background","Urban Area","","","","","","","","","","","","","",""
"2003","direct migration background","Rural Area","4.37","5","460","2","4","5","5","5","4.28","4.46","1","5","5","5"
"2003","direct migration background","Urban Area","4.42","5","2162","3","4","5","5","5","4.38","4.46","1","5","5","5"
"2003","indirect migration background","Rural Area","4.24","5","101","3","4","5","5","5","4.01","4.47","1","5","4","5"
"2003","indirect migration background","Urban Area","4.1","5","684","2","3","5","5","5","4.01","4.19","1","5","5","5"
"2003","no migration background","Rural Area","4.28","5","6752","3","4","5","5","5","4.26","4.3","1","5","5","5"
"2003","no migration background","Urban Area","4.15","5","11980","2","4","5","5","5","4.13","4.17","1","5","4","5"
"2004","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2004","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2004","no migration background","Rural Area","","","","","","","","","","","","","",""
"2004","no migration background","Urban Area","","","","","","","","","","","","","",""
"2005","direct migration background","Rural Area","4.47","5","406","3","4","5","5","5","4.38","4.56","2","5","5","5"
"2005","direct migration background","Urban Area","4.53","5","1953","4","4","5","5","5","4.49","4.57","2","5","5","5"
"2005","indirect migration background","Rural Area","4.18","4","105","2","4","5","5","5","4","4.36","2","5","4","5"
"2005","indirect migration background","Urban Area","4.27","5","717","3","4","5","5","5","4.2","4.34","2","5","5","5"
"2005","no migration background","Rural Area","4.35","5","6313","3","4","5","5","5","4.33","4.37","2","5","5","5"
"2005","no migration background","Urban Area","4.27","5","11128","3","4","5","5","5","4.25","4.29","2","5","4","5"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
