"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","3.1","3","5318","1","2","4","5","7","3.06","3.14","1","7","3","3"
"2005","35-65 y.","2.98","3","11593","1","2","4","5","7","2.95","3.01","1","7","3","3"
"2005","66 and older","2.51","2","3771","1","1","4","5","7","2.46","2.56","1","7","2","2"
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","","","","","","","","","","","","","",""
"2008","35-65 y.","","","","","","","","","","","","","",""
"2008","66 and older","","","","","","","","","","","","","",""
"2009","16-34 y.","3.27","3","3987","1","2","4","6","7","3.22","3.32","1","7","3","3"
"2009","35-65 y.","3.17","3","9856","1","2","4","5","7","3.14","3.2","1","7","3","3"
"2009","66 and older","2.71","2","4148","1","1","4","5","7","2.66","2.76","1","7","2","2"
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","3.15","3","2200","1","2","5","6","7","3.08","3.22","1","7","3","3"
"2012","35-65 y.","3.11","3","4900","1","2","5","6","7","3.06","3.16","1","7","3","3"
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","3.29","3","3692","1","2","5","5","7","3.24","3.34","1","7","3","3"
"2013","35-65 y.","3.13","3","10219","1","2","4","5","7","3.1","3.16","1","7","3","3"
"2013","66 and older","2.8","2","4931","1","1","4","5","7","2.75","2.85","1","7","2","2"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","3.25","3","7566","1","2","5","6","7","3.21","3.29","1","7","3","3"
"2017","35-65 y.","3.21","3","16673","1","2","5","6","7","3.18","3.24","1","7","3","3"
"2017","66 and older","2.82","2","5025","1","1","4","5","7","2.77","2.87","1","7","2","3"
"2018","16-34 y.","","","","","","","","","","","","","",""
"2018","35-65 y.","","","","","","","","","","","","","",""
"2018","66 and older","","","","","","","","","","","","","",""
"2019","16-34 y.","3.14","3","5424","1","2","4","5","7","3.1","3.18","1","7","3","3"
"2019","35-65 y.","3.01","3","15133","1","2","4","5","7","2.98","3.04","1","7","3","3"
"2019","66 and older","2.71","2","5192","1","1","4","5","7","2.67","2.75","1","7","2","2"
