"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","2.65","2","404","1","1","4","5","7","2.49","2.81","1","7","2","2"
"2005","direct migration background","Urban Area","2.73","2","1958","1","1","4","5","7","2.66","2.8","1","7","2","2"
"2005","indirect migration background","Rural Area","2.94","3","107","1","2","4","5","7","2.61","3.27","1","7","2","3"
"2005","indirect migration background","Urban Area","2.97","3","724","1","2","4","5","7","2.85","3.09","1","7","2","3"
"2005","no migration background","Rural Area","2.98","3","6327","1","2","4","5","7","2.94","3.02","1","7","3","3"
"2005","no migration background","Urban Area","2.91","3","11162","1","1","4","5","7","2.88","2.94","1","7","3","3"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","2.82","2","312","1","1","4","5","7","2.64","3","1","7","2","3"
"2009","direct migration background","Urban Area","2.94","3","1337","1","1","4","5","7","2.85","3.03","1","7","2","3"
"2009","indirect migration background","Rural Area","2.9","3","118","1","2","4","5","6","2.6","3.2","1","7","2","3"
"2009","indirect migration background","Urban Area","3.24","3","593","1","2","4","5","7","3.11","3.37","1","7","3","3"
"2009","no migration background","Rural Area","3.11","3","5784","1","2","4","5","7","3.07","3.15","1","7","3","3"
"2009","no migration background","Urban Area","3.1","3","9847","1","2","4","5","7","3.07","3.13","1","7","3","3"
"2010","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2010","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2010","no migration background","Rural Area","","","","","","","","","","","","","",""
"2010","no migration background","Urban Area","","","","","","","","","","","","","",""
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2011","no migration background","Rural Area","","","","","","","","","","","","","",""
"2011","no migration background","Urban Area","","","","","","","","","","","","","",""
"2012","direct migration background","Rural Area","2.82","2","299","1","1","4","6","7","2.62","3.02","1","7","2","3"
"2012","direct migration background","Urban Area","2.88","2","789","1","1","4","5","7","2.76","3","1","7","2","3"
"2012","indirect migration background","Rural Area","3.21","3","98","1","2","5","6","7","2.85","3.57","1","7","2","4"
"2012","indirect migration background","Urban Area","3.16","3","385","1","2","5","6","7","2.98","3.34","1","7","2","3"
"2012","no migration background","Rural Area","3.14","3","2284","1","2","5","5","7","3.07","3.21","1","7","3","3"
"2012","no migration background","Urban Area","3.22","3","3269","1","2","5","6","7","3.16","3.28","1","7","3","3"
"2013","direct migration background","Rural Area","2.83","2","390","1","1","4","6","7","2.66","3","1","7","2","3"
"2013","direct migration background","Urban Area","2.96","3","1292","1","1","4","5","7","2.87","3.05","1","7","2","3"
"2013","indirect migration background","Rural Area","3.27","3","136","1","2","5","6","7","2.99","3.55","1","7","2","3"
"2013","indirect migration background","Urban Area","3.33","3","577","1","2","5","6","7","3.19","3.47","1","7","3","3"
"2013","no migration background","Rural Area","3.08","3","6112","1","2","4","5","7","3.04","3.12","1","7","3","3"
"2013","no migration background","Urban Area","3.07","3","10335","1","2","4","5","7","3.04","3.1","1","7","3","3"
