"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","Full Time","college entrance qualification","3.56","4","913","3","3","4","4","4","3.52","3.6","1","4","4","4"
"1992","Full Time","lower secondary degree","3.27","4","2215","2","3","4","4","4","3.23","3.31","1","4","3","4"
"1992","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","Full Time","Other degree","3.15","3","39","2","2","4","4","4","2.86","3.44","2","4","3","4"
"1992","Full Time","secondary school degree","3.38","4","2046","2","3","4","4","4","3.35","3.41","1","4","3","4"
"1992","Not Working","college entrance qualification","3.41","4","376","2","3","4","4","4","3.33","3.49","1","4","4","4"
"1992","Not Working","lower secondary degree","2.96","3","2222","2","2","4","4","4","2.92","3","1","4","3","3"
"1992","Not Working","no degree/no degree yet","3.29","4","163","2","3","4","4","4","3.15","3.43","1","4","3","4"
"1992","Not Working","Other degree","2.83","3","36","1","2","4","4","4","2.49","3.17","1","4","2","3"
"1992","Not Working","secondary school degree","3.28","4","694","2","3","4","4","4","3.21","3.35","1","4","3","4"
"1992","Part Time","college entrance qualification","3.49","4","381","2","3","4","4","4","3.41","3.57","1","4","4","4"
"1992","Part Time","lower secondary degree","3.23","3","921","2","3","4","4","4","3.17","3.29","1","4","3","3"
"1992","Part Time","no degree/no degree yet","3.49","4","36","2","3","4","4","4","3.21","3.77","1","4","3","4"
"1992","Part Time","Other degree","","","","","","","","","","","","","",""
"1992","Part Time","secondary school degree","3.33","4","734","2","3","4","4","4","3.27","3.39","1","4","3","4"
"1993","Full Time","college entrance qualification","3.36","4","926","2","3","4","4","4","3.31","3.41","1","4","3","4"
"1993","Full Time","lower secondary degree","3.17","3","2302","2","3","4","4","4","3.13","3.21","1","4","3","3"
"1993","Full Time","no degree/no degree yet","3.19","3","256","2","3","4","4","4","3.07","3.31","1","4","3","3"
"1993","Full Time","Other degree","3.05","3","543","2","2","4","4","4","2.97","3.13","1","4","3","3"
"1993","Full Time","secondary school degree","3.25","3","2062","2","3","4","4","4","3.21","3.29","1","4","3","3"
"1993","Not Working","college entrance qualification","3.28","4","408","2","3","4","4","4","3.19","3.37","1","4","3","4"
"1993","Not Working","lower secondary degree","2.82","3","2361","1","2","4","4","4","2.78","2.86","1","4","3","3"
"1993","Not Working","no degree/no degree yet","3","3","461","2","2","4","4","4","2.91","3.09","1","4","3","3"
"1993","Not Working","Other degree","2.61","3","263","1","2","4","4","4","2.49","2.73","1","4","3","3"
"1993","Not Working","secondary school degree","3.12","3","814","2","3","4","4","4","3.06","3.18","1","4","3","3"
"1993","Part Time","college entrance qualification","3.37","4","438","2","3","4","4","4","3.29","3.45","1","4","3","4"
"1993","Part Time","lower secondary degree","3.11","3","991","2","2","4","4","4","3.05","3.17","1","4","3","3"
"1993","Part Time","no degree/no degree yet","2.9","3","102","2","2","4","4","4","2.71","3.09","1","4","3","3"
"1993","Part Time","Other degree","2.93","3","159","2","2","4","4","4","2.78","3.08","1","4","3","3"
"1993","Part Time","secondary school degree","3.17","3","692","2","3","4","4","4","3.1","3.24","1","4","3","3"
"1994","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"1994","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"1994","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","Full Time","Other degree","","","","","","","","","","","","","",""
"1994","Full Time","secondary school degree","","","","","","","","","","","","","",""
"1994","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1994","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1994","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","Not Working","Other degree","","","","","","","","","","","","","",""
"1994","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1994","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1994","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1994","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","Part Time","Other degree","","","","","","","","","","","","","",""
"1994","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1995","Full Time","college entrance qualification","3.54","4","991","3","3","4","4","4","3.5","3.58","1","4","4","4"
"1995","Full Time","lower secondary degree","3.29","3","1996","2","3","4","4","4","3.25","3.33","1","4","3","3"
"1995","Full Time","no degree/no degree yet","3.17","3","197","2","3","4","4","4","3.05","3.29","1","4","3","3"
"1995","Full Time","Other degree","3.17","3","554","2","3","4","4","4","3.1","3.24","1","4","3","3"
"1995","Full Time","secondary school degree","3.37","4","1988","2","3","4","4","4","3.34","3.4","1","4","3","4"
"1995","Not Working","college entrance qualification","3.4","4","489","2","3","4","4","4","3.33","3.47","1","4","4","4"
"1995","Not Working","lower secondary degree","2.9","3","2432","1","2","4","4","4","2.86","2.94","1","4","3","3"
"1995","Not Working","no degree/no degree yet","3.16","3","547","2","3","4","4","4","3.08","3.24","1","4","3","3"
"1995","Not Working","Other degree","2.84","3","377","1","2","4","4","4","2.74","2.94","1","4","3","3"
"1995","Not Working","secondary school degree","3.15","3","813","2","3","4","4","4","3.09","3.21","1","4","3","3"
"1995","Part Time","college entrance qualification","3.53","4","431","3","3","4","4","4","3.46","3.6","1","4","4","4"
