"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","2.82","3","6999","1","1","4","5","7","2.78","2.86","1","7","2","3"
"2005","1-pers.-HH","2.66","2","2951","1","1","4","5","7","2.6","2.72","1","7","2","2"
"2005","Couple + C. GT 16 ","3.07","3","3638","1","2","4","5","7","3.02","3.12","1","7","3","3"
"2005","Couple + C. LE 16","2.98","3","3696","1","2","4","5","7","2.93","3.03","1","7","3","3"
"2005","Couple + C. LE and GT 16","3.02","3","1698","1","2","4","6","7","2.94","3.1","1","7","3","3"
"2005","Single parent","3","3","1097","1","2","4","5","7","2.9","3.1","1","7","2","3"
"2006","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Single parent","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","1-pers.-HH","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","Single parent","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","1-pers.-HH","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","Single parent","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","1-pers.-HH","","","","","","","","","","","","","",""
"2009","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","Single parent","","","","","","","","","","","","","",""
"2010","(Married) couple without C.","2.86","3","6305","1","2","4","5","7","2.82","2.9","1","7","2","3"
"2010","1-pers.-HH","2.7","2","2733","1","1","4","5","7","2.64","2.76","1","7","2","2"
"2010","Couple + C. GT 16 ","3.23","3","2817","1","2","4","6","7","3.17","3.29","1","7","3","3"
"2010","Couple + C. LE 16","3.01","3","2540","1","2","4","5","7","2.95","3.07","1","7","3","3"
"2010","Couple + C. LE and GT 16","2.89","3","1045","1","2","4","5","7","2.8","2.98","1","7","2","3"
"2010","Single parent","2.99","3","887","1","2","4","5","7","2.88","3.1","1","7","2","3"
"2011","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","1-pers.-HH","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","Single parent","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","","","","","","","","","","","","","",""
"2012","1-pers.-HH","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2012","Couple + C. LE 16","","","","","","","","","","","","","",""
"2012","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2012","Single parent","","","","","","","","","","","","","",""
"2013","(Married) couple without C.","","","","","","","","","","","","","",""
"2013","1-pers.-HH","","","","","","","","","","","","","",""
"2013","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2013","Couple + C. LE 16","","","","","","","","","","","","","",""
"2013","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2013","Single parent","","","","","","","","","","","","","",""
"2014","(Married) couple without C.","","","","","","","","","","","","","",""
"2014","1-pers.-HH","","","","","","","","","","","","","",""
"2014","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2014","Couple + C. LE 16","","","","","","","","","","","","","",""
"2014","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2014","Single parent","","","","","","","","","","","","","",""
"2015","(Married) couple without C.","2.57","2","7915","1","1","3","5","7","2.54","2.6","1","7","2","2"
"2015","1-pers.-HH","2.43","2","3721","1","1","3","5","7","2.38","2.48","1","7","2","2"
"2015","Couple + C. GT 16 ","2.65","2","2948","1","1","4","5","7","2.59","2.71","1","7","2","2"
"2015","Couple + C. LE 16","2.47","2","6702","1","1","3","5","7","2.43","2.51","1","7","2","2"
"2015","Couple + C. LE and GT 16","2.57","2","2224","1","1","3","5","7","2.51","2.63","1","7","2","2"
"2015","Single parent","2.42","2","2386","1","1","3","5","7","2.36","2.48","1","7","2","2"
"2016","(Married) couple without C.","2.41","1","169","1","1","4","6","7","2.18","2.64","1","7","1","1"
"2016","1-pers.-HH","1.62","1","931","1","1","2","3","7","1.53","1.71","1","7","1","1"
"2016","Couple + C. GT 16 ","1.43","1","78","1","1","2","2","4","1.2","1.66","1","7","1","1"
"2016","Couple + C. LE 16","1.94","1","1849","1","1","2","4","7","1.88","2","1","7","1","1"
"2016","Couple + C. LE and GT 16","2.05","1","410","1","1","3","5","7","1.93","2.17","1","7","1","1"
"2016","Single parent","2.17","1","344","1","1","4","4","7","2.03","2.31","1","7","1","1"
"2017","(Married) couple without C.","1.52","1","123","1","1","1","3","5","1.28","1.76","1","7","1","1"
"2017","1-pers.-HH","1.79","1","564","1","1","2","4","7","1.66","1.92","1","7","1","1"
"2017","Couple + C. GT 16 ","2.32","1","58","1","1","2","7","7","1.91","2.73","1","7","1","1"
"2017","Couple + C. LE 16","1.75","1","1053","1","1","2","4","7","1.66","1.84","1","7","1","1"
"2017","Couple + C. LE and GT 16","1.49","1","303","1","1","2","2","7","1.35","1.63","1","7","1","1"
"2017","Single parent","1.63","1","175","1","1","2","3","7","1.43","1.83","1","7","1","1"
"2018","(Married) couple without C.","","","","","","","","","","","","","",""
"2018","1-pers.-HH","","","","","","","","","","","","","",""
"2018","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2018","Couple + C. LE 16","1.63","1","146","1","1","1","3","7","1.36","1.9","1","7","1","1"
"2018","Couple + C. LE and GT 16","1.71","1","104","1","1","1","6","7","1.37","2.05","1","7","1","1"
"2018","Single parent","","","","","","","","","","","","","",""
"2019","(Married) couple without C.","","","","","","","","","","","","","",""
"2019","1-pers.-HH","","","","","","","","","","","","","",""
"2019","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2019","Couple + C. LE 16","1.87","1","106","1","1","2","5","7","1.58","2.16","1","7","1","2"
"2019","Couple + C. LE and GT 16","2.24","2","65","1","1","3","5","7","1.85","2.63","1","7","1","2"
"2019","Single parent","","","","","","","","","","","","","",""
