"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","college entrance qualification","2.79","3","1574","1","2","4","5","2.72","2.86","2","3"
"2005","16-34 y.","lower secondary degree","3.33","3","941","1","2","5","6","3.22","3.44","3","3"
"2005","16-34 y.","no degree/no degree yet","3.2","3","690","1","2","4","6","3.08","3.32","3","3"
"2005","16-34 y.","Other degree","2.92","2","154","1","1","4","6","2.64","3.2","2","3"
"2005","16-34 y.","secondary school degree","3.1","3","1609","1","2","4","5","3.02","3.18","3","3"
"2005","35-65 y.","college entrance qualification","2.77","2","3041","1","2","4","5","2.72","2.82","2","3"
"2005","35-65 y.","lower secondary degree","3.04","3","3705","1","2","4","6","2.98","3.1","3","3"
"2005","35-65 y.","no degree/no degree yet","2.66","3","140","1","1","3","5","2.36","2.96","2","3"
"2005","35-65 y.","Other degree","2.91","3","788","1","1","4","5","2.79","3.03","2","3"
"2005","35-65 y.","secondary school degree","2.87","3","3854","1","2","4","5","2.82","2.92","2","3"
"2005","66 and older","college entrance qualification","2.33","2","568","1","1","3","4","2.21","2.45","2","2"
"2005","66 and older","lower secondary degree","2.61","2","2408","1","1","4","5","2.54","2.68","2","2"
"2005","66 and older","no degree/no degree yet","2.34","2","62","1","1","4","5","1.91","2.77","1","3"
"2005","66 and older","Other degree","2.4","2","173","1","1","3","5","2.12","2.68","2","3"
"2005","66 and older","secondary school degree","2.41","2","540","1","1","3","5","2.28","2.54","2","2"
"2006","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2006","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2006","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2006","16-34 y.","Other degree","","","","","","","","","","",""
"2006","16-34 y.","secondary school degree","","","","","","","","","","",""
"2006","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2006","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2006","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2006","35-65 y.","Other degree","","","","","","","","","","",""
"2006","35-65 y.","secondary school degree","","","","","","","","","","",""
"2006","66 and older","college entrance qualification","","","","","","","","","","",""
"2006","66 and older","lower secondary degree","","","","","","","","","","",""
"2006","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2006","66 and older","Other degree","","","","","","","","","","",""
"2006","66 and older","secondary school degree","","","","","","","","","","",""
"2007","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2008","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2008","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2008","16-34 y.","Other degree","","","","","","","","","","",""
"2008","16-34 y.","secondary school degree","","","","","","","","","","",""
"2008","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2008","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2008","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2008","35-65 y.","Other degree","","","","","","","","","","",""
"2008","35-65 y.","secondary school degree","","","","","","","","","","",""
"2008","66 and older","college entrance qualification","","","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2009","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2009","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2009","16-34 y.","Other degree","","","","","","","","","","",""
"2009","16-34 y.","secondary school degree","","","","","","","","","","",""
"2009","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2009","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2009","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2009","35-65 y.","Other degree","","","","","","","","","","",""
"2009","35-65 y.","secondary school degree","","","","","","","","","","",""
"2009","66 and older","college entrance qualification","","","","","","","","","","",""
"2009","66 and older","lower secondary degree","","","","","","","","","","",""
"2009","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2009","66 and older","Other degree","","","","","","","","","","",""
"2009","66 and older","secondary school degree","","","","","","","","","","",""
"2010","16-34 y.","college entrance qualification","2.74","3","1291","1","2","3","5","2.66","2.82","2","3"
"2010","16-34 y.","lower secondary degree","3.45","3","476","1","2","5","6","3.29","3.61","3","3"
"2010","16-34 y.","no degree/no degree yet","2.97","3","286","1","2","4","5","2.78","3.16","2","3"
"2010","16-34 y.","Other degree","3.11","3","75","1","1","5","5","2.73","3.49","2","4"
"2010","16-34 y.","secondary school degree","3.06","3","1022","1","2","4","5","2.96","3.16","3","3"
"2010","35-65 y.","college entrance qualification","2.72","2","2626","1","2","4","5","2.67","2.77","2","2"
"2010","35-65 y.","lower secondary degree","3.1","3","2555","1","2","4","5","3.03","3.17","3","3"
"2010","35-65 y.","no degree/no degree yet","3.06","3","77","1","1","5","5","2.65","3.47","2","4"
"2010","35-65 y.","Other degree","3.06","3","473","1","2","4","5","2.91","3.21","2","3"
"2010","35-65 y.","secondary school degree","2.98","3","3278","1","2","4","5","2.93","3.03","3","3"
"2010","66 and older","college entrance qualification","2.4","2","740","1","1","3","5","2.29","2.51","2","2"
"2010","66 and older","lower secondary degree","2.8","2","2309","1","1","4","5","2.73","2.87","2","3"
"2010","66 and older","no degree/no degree yet","3.06","2","50","1","2","4","6","2.57","3.55","2","3"
"2010","66 and older","Other degree","2.7","2","167","1","2","4","5","2.46","2.94","2","2"
"2010","66 and older","secondary school degree","2.59","2","739","1","1","4","5","2.48","2.7","2","2"
"2011","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2011","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2011","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2011","16-34 y.","Other degree","","","","","","","","","","",""
"2011","16-34 y.","secondary school degree","","","","","","","","","","",""
"2011","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2011","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2011","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2011","35-65 y.","Other degree","","","","","","","","","","",""
"2011","35-65 y.","secondary school degree","","","","","","","","","","",""
"2011","66 and older","college entrance qualification","","","","","","","","","","",""
"2011","66 and older","lower secondary degree","","","","","","","","","","",""
"2011","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2011","66 and older","Other degree","","","","","","","","","","",""
"2011","66 and older","secondary school degree","","","","","","","","","","",""
"2012","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2012","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2012","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2012","16-34 y.","Other degree","","","","","","","","","","",""
"2012","16-34 y.","secondary school degree","","","","","","","","","","",""
"2012","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2012","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2012","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2012","35-65 y.","Other degree","","","","","","","","","","",""
"2012","35-65 y.","secondary school degree","","","","","","","","","","",""
"2012","66 and older","college entrance qualification","","","","","","","","","","",""
"2012","66 and older","lower secondary degree","","","","","","","","","","",""
"2012","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2012","66 and older","Other degree","","","","","","","","","","",""
"2012","66 and older","secondary school degree","","","","","","","","","","",""
"2013","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2013","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2013","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2013","16-34 y.","Other degree","","","","","","","","","","",""
"2013","16-34 y.","secondary school degree","","","","","","","","","","",""
"2013","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2013","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2013","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2013","35-65 y.","Other degree","","","","","","","","","","",""
"2013","35-65 y.","secondary school degree","","","","","","","","","","",""
"2013","66 and older","college entrance qualification","","","","","","","","","","",""
"2013","66 and older","lower secondary degree","","","","","","","","","","",""
"2013","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2013","66 and older","Other degree","","","","","","","","","","",""
"2013","66 and older","secondary school degree","","","","","","","","","","",""
"2014","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2014","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2014","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2014","16-34 y.","Other degree","","","","","","","","","","",""
"2014","16-34 y.","secondary school degree","","","","","","","","","","",""
"2014","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2014","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2014","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2014","35-65 y.","Other degree","","","","","","","","","","",""
"2014","35-65 y.","secondary school degree","","","","","","","","","","",""
"2014","66 and older","college entrance qualification","","","","","","","","","","",""
"2014","66 and older","lower secondary degree","","","","","","","","","","",""
"2014","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2014","66 and older","Other degree","","","","","","","","","","",""
"2014","66 and older","secondary school degree","","","","","","","","","","",""
"2015","16-34 y.","college entrance qualification","2.3","2","1923","1","1","3","4","2.24","2.36","2","2"
"2015","16-34 y.","lower secondary degree","2.99","2","905","1","1","4","6","2.87","3.11","2","2"
"2015","16-34 y.","no degree/no degree yet","2.51","2","525","1","1","4","5","2.38","2.64","2","2"
"2015","16-34 y.","Other degree","2.48","2","1091","1","1","4","5","2.38","2.58","2","2"
"2015","16-34 y.","secondary school degree","2.58","2","1457","1","1","4","5","2.5","2.66","2","2"
"2015","35-65 y.","college entrance qualification","2.39","2","4309","1","1","3","4","2.35","2.43","2","2"
"2015","35-65 y.","lower secondary degree","2.75","2","2980","1","1","4","5","2.69","2.81","2","2"
"2015","35-65 y.","no degree/no degree yet","3.02","3","371","1","1","4","7","2.83","3.21","2","2"
"2015","35-65 y.","Other degree","2.37","2","2602","1","1","3","5","2.31","2.43","2","2"
"2015","35-65 y.","secondary school degree","2.6","2","4701","1","1","3","5","2.56","2.64","2","2"
"2015","66 and older","college entrance qualification","2.24","2","979","1","1","3","4","2.16","2.32","2","2"
"2015","66 and older","lower secondary degree","2.51","2","2495","1","1","3","5","2.45","2.57","2","2"
"2015","66 and older","no degree/no degree yet","2.55","2","59","1","1","4","5","2.14","2.96","1","2"
"2015","66 and older","Other degree","2.53","2","322","1","1","3","5","2.36","2.7","2","2"
"2015","66 and older","secondary school degree","2.41","2","1037","1","1","3","5","2.32","2.5","2","2"
"2016","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2016","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2016","16-34 y.","no degree/no degree yet","1.95","1","907","1","1","2","4","1.85","2.05","1","1"
"2016","16-34 y.","Other degree","1.97","1","1310","1","1","3","4","1.89","2.05","1","1"
"2016","16-34 y.","secondary school degree","","","","","","","","","","",""
"2016","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2016","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2016","35-65 y.","no degree/no degree yet","1.78","1","645","1","1","2","4","1.68","1.88","1","1"
"2016","35-65 y.","Other degree","1.74","1","1019","1","1","2","4","1.67","1.81","1","1"
"2016","35-65 y.","secondary school degree","","","","","","","","","","",""
"2016","66 and older","college entrance qualification","","","","","","","","","","",""
"2016","66 and older","lower secondary degree","","","","","","","","","","",""
"2016","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2016","66 and older","Other degree","","","","","","","","","","",""
"2016","66 and older","secondary school degree","","","","","","","","","","",""
"2017","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2017","16-34 y.","lower secondary degree","","","","","","","","","","",""
