"year","bula_h","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Baden-W?rttemberg","direct migration background","2.85","3","540","1","2","4","5","7","2.71","2.99","1","7","2","3"
"2005","Baden-W?rttemberg","indirect migration background","3.3","3","211","1","2","5","6","7","3.06","3.54","1","7","2","3"
"2005","Baden-W?rttemberg","no migration background","2.76","2","1770","1","2","4","5","7","2.69","2.83","1","7","2","3"
"2005","Bavaria","direct migration background","2.91","3","337","1","1","4","5","7","2.73","3.09","1","7","3","3"
"2005","Bavaria","indirect migration background","3.45","4","124","1","2","4","5","7","3.17","3.73","1","7","3","4"
"2005","Bavaria","no migration background","3.01","3","2434","1","2","4","5","7","2.95","3.07","1","7","3","3"
"2005","Berlin","direct migration background","2.78","2","53","1","2","3","5","7","2.28","3.28","1","7","2","3"
"2005","Berlin","indirect migration background","3.14","2.71","36","2","2","4","5","7","2.6","3.68","1","7","2","4"
"2005","Berlin","no migration background","2.9","3","666","1","2","4","5","7","2.78","3.02","1","7","2","3"
"2005","Brandenburg","direct migration background","","","","","","","","","","","","","",""
"2005","Brandenburg","indirect migration background","","","","","","","","","","","","","",""
"2005","Brandenburg","no migration background","2.96","3","870","1","2","4","5","7","2.85","3.07","1","7","2","3"
"2005","Bremen","direct migration background","","","","","","","","","","","","","",""
"2005","Bremen","indirect migration background","","","","","","","","","","","","","",""
"2005","Bremen","no migration background","2.64","2","127","1","1","4","5","7","2.33","2.95","1","7","2","3"
"2005","Hamburg","direct migration background","","","","","","","","","","","","","",""
"2005","Hamburg","indirect migration background","","","","","","","","","","","","","",""
"2005","Hamburg","no migration background","2.73","2","261","1","2","4","5","7","2.55","2.91","1","7","2","2"
"2005","Hesse","direct migration background","2.83","2","216","1","1","4","5","7","2.6","3.06","1","7","2","3"
"2005","Hesse","indirect migration background","3.07","3","68","1","2","5","5","7","2.61","3.53","1","7","2","4"
"2005","Hesse","no migration background","2.91","3","1079","1","2","4","5","7","2.82","3","1","7","2","3"
"2005","Lower Saxony","direct migration background","2.49","2","197","1","1","3","4","7","2.28","2.7","1","7","2","2"
"2005","Lower Saxony","indirect migration background","3.11","3","49","1","2","4","6","7","2.63","3.59","1","7","2","4"
"2005","Lower Saxony","no migration background","2.74","2","1534","1","1","4","5","7","2.66","2.82","1","7","2","3"
"2005","Mecklenburg-Western Pomerania","direct migration background","","","","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","indirect migration background","","","","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","no migration background","2.87","3","486","1","1","4","5","7","2.72","3.02","1","7","2","3"
"2005","North Rhine-Westphalia","direct migration background","2.98","3","640","1","1","4","6","7","2.84","3.12","1","7","2","3"
"2005","North Rhine-Westphalia","indirect migration background","3.07","3","238","1","2","4","5","7","2.85","3.29","1","7","3","3"
"2005","North Rhine-Westphalia","no migration background","2.95","3","3444","1","2","4","5","7","2.89","3.01","1","7","3","3"
"2005","Rhineland-Palatinate,Saarland","direct migration background","2.83","3","180","1","1","4","5","7","2.58","3.08","1","7","2","3"
"2005","Rhineland-Palatinate,Saarland","indirect migration background","2.96","3","49","1","2","4","5","6","2.5","3.42","1","6","2","3"
"2005","Rhineland-Palatinate,Saarland","no migration background","2.69","2","1005","1","1","4","5","7","2.59","2.79","1","7","2","3"
"2005","Saxony","direct migration background","","","","","","","","","","","","","",""
"2005","Saxony","indirect migration background","","","","","","","","","","","","","",""
"2005","Saxony","no migration background","2.8","3","1487","1","1","4","5","7","2.72","2.88","1","7","2","3"
"2005","Saxony-Anhalt","direct migration background","","","","","","","","","","","","","",""
"2005","Saxony-Anhalt","indirect migration background","","","","","","","","","","","","","",""
"2005","Saxony-Anhalt","no migration background","2.85","2","865","1","1","4","5","7","2.74","2.96","1","7","2","3"
"2005","Schleswig-Holstein","direct migration background","2.76","2.69","57","1","1","4","5","7","2.29","3.23","1","7","2","4"
"2005","Schleswig-Holstein","indirect migration background","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","no migration background","2.69","2","558","1","1","4","5","7","2.56","2.82","1","7","2","2"
"2005","Thuringia","direct migration background","","","","","","","","","","","","","",""
"2005","Thuringia","indirect migration background","","","","","","","","","","","","","",""
"2005","Thuringia","no migration background","2.93","3","869","1","2","4","5","7","2.83","3.03","1","7","3","3"
"2006","Baden-W?rttemberg","direct migration background","","","","","","","","","","","","","",""
"2006","Baden-W?rttemberg","indirect migration background","","","","","","","","","","","","","",""
"2006","Baden-W?rttemberg","no migration background","","","","","","","","","","","","","",""
"2006","Bavaria","direct migration background","","","","","","","","","","","","","",""
"2006","Bavaria","indirect migration background","","","","","","","","","","","","","",""
"2006","Bavaria","no migration background","","","","","","","","","","","","","",""
"2006","Berlin","direct migration background","","","","","","","","","","","","","",""
"2006","Berlin","indirect migration background","","","","","","","","","","","","","",""
"2006","Berlin","no migration background","","","","","","","","","","","","","",""
"2006","Brandenburg","direct migration background","","","","","","","","","","","","","",""
"2006","Brandenburg","indirect migration background","","","","","","","","","","","","","",""
"2006","Brandenburg","no migration background","","","","","","","","","","","","","",""
"2006","Bremen","direct migration background","","","","","","","","","","","","","",""
"2006","Bremen","indirect migration background","","","","","","","","","","","","","",""
"2006","Bremen","no migration background","","","","","","","","","","","","","",""
"2006","Hamburg","direct migration background","","","","","","","","","","","","","",""
"2006","Hamburg","indirect migration background","","","","","","","","","","","","","",""
"2006","Hamburg","no migration background","","","","","","","","","","","","","",""
"2006","Hesse","direct migration background","","","","","","","","","","","","","",""
"2006","Hesse","indirect migration background","","","","","","","","","","","","","",""
"2006","Hesse","no migration background","","","","","","","","","","","","","",""
"2006","Lower Saxony","direct migration background","","","","","","","","","","","","","",""
"2006","Lower Saxony","indirect migration background","","","","","","","","","","","","","",""
"2006","Lower Saxony","no migration background","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","direct migration background","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","indirect migration background","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","no migration background","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","direct migration background","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","indirect migration background","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","no migration background","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","direct migration background","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","indirect migration background","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","no migration background","","","","","","","","","","","","","",""
"2006","Saxony","direct migration background","","","","","","","","","","","","","",""
"2006","Saxony","indirect migration background","","","","","","","","","","","","","",""
"2006","Saxony","no migration background","","","","","","","","","","","","","",""
"2006","Saxony-Anhalt","direct migration background","","","","","","","","","","","","","",""
"2006","Saxony-Anhalt","indirect migration background","","","","","","","","","","","","","",""
"2006","Saxony-Anhalt","no migration background","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","direct migration background","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","indirect migration background","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","no migration background","","","","","","","","","","","","","",""
"2006","Thuringia","direct migration background","","","","","","","","","","","","","",""
"2006","Thuringia","indirect migration background","","","","","","","","","","","","","",""
"2006","Thuringia","no migration background","","","","","","","","","","","","","",""
"2007","Baden-W?rttemberg","direct migration background","","","","","","","","","","","","","",""
"2007","Baden-W?rttemberg","indirect migration background","","","","","","","","","","","","","",""
"2007","Baden-W?rttemberg","no migration background","","","","","","","","","","","","","",""
"2007","Bavaria","direct migration background","","","","","","","","","","","","","",""
"2007","Bavaria","indirect migration background","","","","","","","","","","","","","",""
"2007","Bavaria","no migration background","","","","","","","","","","","","","",""
"2007","Berlin","direct migration background","","","","","","","","","","","","","",""
"2007","Berlin","indirect migration background","","","","","","","","","","","","","",""
"2007","Berlin","no migration background","","","","","","","","","","","","","",""
"2007","Brandenburg","direct migration background","","","","","","","","","","","","","",""
"2007","Brandenburg","indirect migration background","","","","","","","","","","","","","",""
"2007","Brandenburg","no migration background","","","","","","","","","","","","","",""
"2007","Bremen","direct migration background","","","","","","","","","","","","","",""
"2007","Bremen","indirect migration background","","","","","","","","","","","","","",""
"2007","Bremen","no migration background","","","","","","","","","","","","","",""
"2007","Hamburg","direct migration background","","","","","","","","","","","","","",""
"2007","Hamburg","indirect migration background","","","","","","","","","","","","","",""
"2007","Hamburg","no migration background","","","","","","","","","","","","","",""
"2007","Hesse","direct migration background","","","","","","","","","","","","","",""
"2007","Hesse","indirect migration background","","","","","","","","","","","","","",""
"2007","Hesse","no migration background","","","","","","","","","","","","","",""
"2007","Lower Saxony","direct migration background","","","","","","","","","","","","","",""
"2007","Lower Saxony","indirect migration background","","","","","","","","","","","","","",""
"2007","Lower Saxony","no migration background","","","","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","direct migration background","","","","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","indirect migration background","","","","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","no migration background","","","","","","","","","","","","","",""
"2007","North Rhine-Westphalia","direct migration background","","","","","","","","","","","","","",""
"2007","North Rhine-Westphalia","indirect migration background","","","","","","","","","","","","","",""
"2007","North Rhine-Westphalia","no migration background","","","","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","direct migration background","","","","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","indirect migration background","","","","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","no migration background","","","","","","","","","","","","","",""
"2007","Saxony","direct migration background","","","","","","","","","","","","","",""
"2007","Saxony","indirect migration background","","","","","","","","","","","","","",""
"2007","Saxony","no migration background","","","","","","","","","","","","","",""
