"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Baden-Württemberg","Female","2.56","2","1306","1","1","3","4","7","2.48","2.64","1","7","2","2"
"2005","Baden-Württemberg","Male","3.09","3","1215","1","2","4","5","7","3","3.18","1","7","3","3"
"2005","Bavaria","Female","2.82","3","1529","1","1","4","5","7","2.74","2.9","1","7","2","3"
"2005","Bavaria","Male","3.24","3","1366","1","2","4","6","7","3.15","3.33","1","7","3","3"
"2005","Berlin","Female","2.74","2","395","1","1","4","5","7","2.59","2.89","1","7","2","2"
"2005","Berlin","Male","3.07","3","360","1","2","4","6","7","2.9","3.24","1","7","2","3"
"2005","Brandenburg","Female","2.67","2","464","1","1","4","5","7","2.53","2.81","1","7","2","3"
"2005","Brandenburg","Male","3.24","3","424","1","2","4","5","7","3.08","3.4","1","7","3","3"
"2005","Bremen","Female","2.56","2","84","1","1","3","5","7","2.18","2.94","1","7","1","3"
"2005","Bremen","Male","3.05","2","63","1","1","4","6","7","2.58","3.52","1","7","2","4"
"2005","Hamburg","Female","2.47","2","150","1","1","3","4","7","2.25","2.69","1","7","2","2"
"2005","Hamburg","Male","2.96","3","142","1","2","4","5","7","2.71","3.21","1","7","2","3"
"2005","Hesse","Female","2.63","2","706","1","1","4","5","7","2.52","2.74","1","7","2","2"
"2005","Hesse","Male","3.17","3","657","1","2","4","6","7","3.04","3.3","1","7","3","3"
"2005","Lower Saxony","Female","2.49","2","923","1","1","3","5","7","2.39","2.59","1","7","2","2"
"2005","Lower Saxony","Male","2.95","3","857","1","2","4","5","7","2.84","3.06","1","7","3","3"
"2005","Mecklenburg-Western Pomerania","Female","2.59","2","272","1","1","4","5","7","2.4","2.78","1","7","2","3"
"2005","Mecklenburg-Western Pomerania","Male","3.21","3","231","1","2","4","6","7","2.99","3.43","1","7","3","3"
"2005","North Rhine-Westphalia","Female","2.72","2","2229","1","1","4","5","7","2.65","2.79","1","7","2","2"
"2005","North Rhine-Westphalia","Male","3.21","3","2093","1","2","4","6","7","3.14","3.28","1","7","3","3"
"2005","Rhineland-Palatinate,Saarland","Female","2.6","2","660","1","1","4","5","7","2.48","2.72","1","7","2","2"
"2005","Rhineland-Palatinate,Saarland","Male","2.86","3","574","1","2","4","5","7","2.73","2.99","1","7","2","3"
"2005","Saxony","Female","2.51","2","777","1","1","3","5","7","2.4","2.62","1","7","2","2"
"2005","Saxony","Male","3.06","3","746","1","2","4","5","7","2.94","3.18","1","7","3","3"
"2005","Saxony-Anhalt","Female","2.67","2","474","1","1","4","5","7","2.53","2.81","1","7","2","3"
"2005","Saxony-Anhalt","Male","3.09","3","418","1","2","4","6","7","2.93","3.25","1","7","3","3"
"2005","Schleswig-Holstein","Female","2.43","2","330","1","1","4","5","7","2.27","2.59","1","7","2","2"
"2005","Schleswig-Holstein","Male","2.99","3","295","1","2","4","5","7","2.81","3.17","1","7","2","3"
"2005","Thuringia","Female","2.66","2","462","1","1","4","5","6","2.53","2.79","1","7","2","3"
"2005","Thuringia","Male","3.17","3","430","1","2","4","5","7","3.02","3.32","1","7","3","3"
"2006","Baden-Württemberg","Female","","","","","","","","","","","","","",""
"2006","Baden-Württemberg","Male","","","","","","","","","","","","","",""
"2006","Bavaria","Female","","","","","","","","","","","","","",""
"2006","Bavaria","Male","","","","","","","","","","","","","",""
"2006","Berlin","Female","","","","","","","","","","","","","",""
"2006","Berlin","Male","","","","","","","","","","","","","",""
"2006","Brandenburg","Female","","","","","","","","","","","","","",""
"2006","Brandenburg","Male","","","","","","","","","","","","","",""
"2006","Bremen","Female","","","","","","","","","","","","","",""
"2006","Bremen","Male","","","","","","","","","","","","","",""
"2006","Hamburg","Female","","","","","","","","","","","","","",""
"2006","Hamburg","Male","","","","","","","","","","","","","",""
"2006","Hesse","Female","","","","","","","","","","","","","",""
"2006","Hesse","Male","","","","","","","","","","","","","",""
"2006","Lower Saxony","Female","","","","","","","","","","","","","",""
"2006","Lower Saxony","Male","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","Female","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","Male","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","","","","",""
"2006","Saxony","Female","","","","","","","","","","","","","",""
"2006","Saxony","Male","","","","","","","","","","","","","",""
"2006","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"2006","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","Female","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","Male","","","","","","","","","","","","","",""
"2006","Thuringia","Female","","","","","","","","","","","","","",""
"2006","Thuringia","Male","","","","","","","","","","","","","",""
"2007","Baden-Württemberg","Female","","","","","","","","","","","","","",""
"2007","Baden-Württemberg","Male","","","","","","","","","","","","","",""
"2007","Bavaria","Female","","","","","","","","","","","","","",""
"2007","Bavaria","Male","","","","","","","","","","","","","",""
"2007","Berlin","Female","","","","","","","","","","","","","",""
"2007","Berlin","Male","","","","","","","","","","","","","",""
"2007","Brandenburg","Female","","","","","","","","","","","","","",""
"2007","Brandenburg","Male","","","","","","","","","","","","","",""
"2007","Bremen","Female","","","","","","","","","","","","","",""
"2007","Bremen","Male","","","","","","","","","","","","","",""
"2007","Hamburg","Female","","","","","","","","","","","","","",""
"2007","Hamburg","Male","","","","","","","","","","","","","",""
"2007","Hesse","Female","","","","","","","","","","","","","",""
"2007","Hesse","Male","","","","","","","","","","","","","",""
"2007","Lower Saxony","Female","","","","","","","","","","","","","",""
"2007","Lower Saxony","Male","","","","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"2007","North Rhine-Westphalia","Female","","","","","","","","","","","","","",""
"2007","North Rhine-Westphalia","Male","","","","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","","","","",""
"2007","Saxony","Female","","","","","","","","","","","","","",""
"2007","Saxony","Male","","","","","","","","","","","","","",""
