"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","(0) in school","3.23","3","650","1","2","5","6","3.1","3.36","3","3"
"2005","16-34 y.","(1a) inadequately completed","3","3","40","1","1","4","5","2.45","3.55","2","3"
"2005","16-34 y.","(1b) general elementary school","3.42","3","416","1","2","5","6","3.25","3.59","3","4"
"2005","16-34 y.","(1c) basic vocational qualification","3.18","3","604","1","2","4","6","3.04","3.32","3","3"
"2005","16-34 y.","(2a) intermediate vocational","3.09","3","1145","1","2","4","5","3","3.18","3","3"
"2005","16-34 y.","(2b) intermediate general qualification","3.16","3","443","1","2","4","6","3","3.32","3","3"
"2005","16-34 y.","(2c_gen) general maturity certificate","2.93","3","656","1","2","4","5","2.82","3.04","3","3"
"2005","16-34 y.","(2c_voc) vocational maturity certificate","2.7","2","504","1","2","3","5","2.58","2.82","2","3"
"2005","16-34 y.","(3a) lower tertiary education","2.87","3","197","1","2","4","5","2.68","3.06","2","3"
"2005","16-34 y.","(3b) higher tertiary education","2.72","2","322","1","2","4","5","2.57","2.87","2","3"
"2005","35-65 y.","(0) in school","","","","","","","","","","",""
"2005","35-65 y.","(1a) inadequately completed","2.66","3","138","1","1","3","5","2.35","2.97","2","3"
"2005","35-65 y.","(1b) general elementary school","3.15","3","733","1","2","4","6","3.02","3.28","3","3"
"2005","35-65 y.","(1c) basic vocational qualification","3","3","3367","1","2","4","5","2.94","3.06","3","3"
"2005","35-65 y.","(2a) intermediate vocational","2.89","3","3236","1","2","4","5","2.84","2.94","2","3"
"2005","35-65 y.","(2b) intermediate general qualification","3.05","3","100","1","1","4","6","2.69","3.41","2","3"
"2005","35-65 y.","(2c_gen) general maturity certificate","3.09","3","123","1","2","4","5","2.82","3.36","2","3"
"2005","35-65 y.","(2c_voc) vocational maturity certificate","2.93","3","859","1","2","4","5","2.83","3.03","2","3"
"2005","35-65 y.","(3a) lower tertiary education","2.57","2","1156","1","1","4","5","2.49","2.65","2","2"
"2005","35-65 y.","(3b) higher tertiary education","2.8","3","1820","1","2","4","5","2.73","2.87","2","3"
"2005","66 and older","(0) in school","","","","","","","","","","",""
"2005","66 and older","(1a) inadequately completed","2.34","2","62","1","1","4","5","1.91","2.77","1","3"
"2005","66 and older","(1b) general elementary school","2.52","2","705","1","1","4","5","2.39","2.65","2","2"
"2005","66 and older","(1c) basic vocational qualification","2.63","2","1718","1","1","4","5","2.55","2.71","2","2"
"2005","66 and older","(2a) intermediate vocational","2.43","2","403","1","1","3","5","2.28","2.58","2","2"
"2005","66 and older","(2b) intermediate general qualification","2.46","2","35","1","1","3","5","1.84","3.08","1","3"
"2005","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2005","66 and older","(2c_voc) vocational maturity certificate","2.2","2","149","1","1","3","4","1.98","2.42","2","2"
"2005","66 and older","(3a) lower tertiary education","2.48","2","294","1","1","3","4","2.31","2.65","2","2"
"2005","66 and older","(3b) higher tertiary education","2.45","2","370","1","1","3","5","2.29","2.61","2","2"
"2006","16-34 y.","(0) in school","","","","","","","","","","",""
"2006","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2006","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2006","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2006","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2006","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2006","35-65 y.","(0) in school","","","","","","","","","","",""
"2006","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2006","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2006","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
