"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","2.66","2","397","1","1","4","5","7","2.5","2.82","1","7","2","3"
"2005","direct migration background","Urban Area","2.89","3","1955","1","1","4","5","7","2.81","2.97","1","7","2","3"
"2005","indirect migration background","Rural Area","3.48","4","104","1","2","4","6","7","3.16","3.8","1","7","3","4"
"2005","indirect migration background","Urban Area","3.14","3","721","1","2","4","6","7","3.01","3.27","1","7","3","3"
"2005","no migration background","Rural Area","2.91","3","6327","1","1","4","5","7","2.87","2.95","1","7","3","3"
"2005","no migration background","Urban Area","2.84","3","11128","1","1","4","5","7","2.81","2.87","1","7","2","3"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2009","no migration background","Rural Area","","","","","","","","","","","","","",""
"2009","no migration background","Urban Area","","","","","","","","","","","","","",""
"2010","direct migration background","Rural Area","3.04","3","276","1","2","4","5","7","2.84","3.24","1","7","2","3"
"2010","direct migration background","Urban Area","2.97","3","1182","1","1","4","5","7","2.88","3.06","1","7","2","3"
"2010","indirect migration background","Rural Area","3.45","3","102","1","3","4","6","7","3.13","3.77","1","7","3","4"
"2010","indirect migration background","Urban Area","3.08","3","552","1","2","4","5","7","2.94","3.22","1","7","3","3"
"2010","no migration background","Rural Area","3.02","3","5259","1","2","4","5","7","2.98","3.06","1","7","3","3"
"2010","no migration background","Urban Area","2.81","3","9261","1","2","4","5","7","2.78","2.84","1","7","2","3"
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2011","no migration background","Rural Area","","","","","","","","","","","","","",""
"2011","no migration background","Urban Area","","","","","","","","","","","","","",""
"2012","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2012","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2012","no migration background","Rural Area","","","","","","","","","","","","","",""
"2012","no migration background","Urban Area","","","","","","","","","","","","","",""
