"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","Ostdeutschland, neue Bundeslaender","2.95","3","341","1","1","4","5","7","2.78","3.12","1","7","3","3"
"2005","general elemantary","Westdeutschland, alte Bundeslaender","2.97","3","2054","1","1","4","6","7","2.89","3.05","1","7","2","3"
"2005","higher education","Ostdeutschland, neue Bundeslaender","2.58","2","1253","1","1","4","4","7","2.5","2.66","1","7","2","2"
"2005","higher education","Westdeutschland, alte Bundeslaender","2.7","2","2906","1","1","4","5","7","2.65","2.75","1","7","2","3"
"2005","higher vocational","Ostdeutschland, neue Bundeslaender","2.78","2","420","1","2","4","5","7","2.63","2.93","1","7","2","3"
"2005","higher vocational","Westdeutschland, alte Bundeslaender","2.82","3","1135","1","2","4","5","7","2.73","2.91","1","7","2","3"
"2005","in school","Ostdeutschland, neue Bundeslaender","3.08","3","147","1","1","4","6","7","2.83","3.33","1","7","2","3"
"2005","in school","Westdeutschland, alte Bundeslaender","3.26","3","499","1","2","5","6","7","3.11","3.41","1","7","3","3"
"2005","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2005","inadequately","Westdeutschland, alte Bundeslaender","2.91","3","213","1","1","4","6","7","2.66","3.16","1","7","2","3"
"2005","middle vocational","Ostdeutschland, neue Bundeslaender","2.93","3","2626","1","1","4","5","7","2.87","2.99","1","7","3","3"
"2005","middle vocational","Westdeutschland, alte Bundeslaender","2.89","3","7587","1","1","4","5","7","2.85","2.93","1","7","3","3"
"2005","vocational + Abi","Ostdeutschland, neue Bundeslaender","2.88","3","162","1","2","4","5","6","2.67","3.09","1","7","2","3"
"2005","vocational + Abi","Westdeutschland, alte Bundeslaender","2.76","2","970","1","1","4","5","7","2.66","2.86","1","7","2","3"
"2006","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
