"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","Female","2.48","2","2468","1","1","3","4","6","2.43","2.53","1","7","2","2"
"2005","college entrance qualification","Male","2.93","3","2715","1","2","4","5","7","2.87","2.99","1","7","3","3"
"2005","lower secondary degree","Female","2.69","2","3609","1","1","4","5","7","2.64","2.74","1","7","2","2"
"2005","lower secondary degree","Male","3.18","3","3445","1","2","4","6","7","3.12","3.24","1","7","3","3"
"2005","no degree/no degree yet","Female","2.71","2","476","1","1","4","5","7","2.56","2.86","1","7","2","3"
"2005","no degree/no degree yet","Male","3.29","3","416","1","2","5","6","7","3.12","3.46","1","7","3","3"
"2005","Other degree","Female","2.73","2","584","1","1","4","5","7","2.59","2.87","1","7","2","2"
"2005","Other degree","Male","2.96","3","531","1","1","4","5","7","2.81","3.11","1","7","3","3"
"2005","secondary school degree","Female","2.64","2","3438","1","1","4","5","7","2.59","2.69","1","7","2","2"
"2005","secondary school degree","Male","3.17","3","2565","1","2","4","5","7","3.11","3.23","1","7","3","3"
"2006","college entrance qualification","Female","","","","","","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","","","","","","",""
"2008","college entrance qualification","Female","","","","","","","","","","","","","",""
"2008","college entrance qualification","Male","","","","","","","","","","","","","",""
"2008","lower secondary degree","Female","","","","","","","","","","","","","",""
"2008","lower secondary degree","Male","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2008","Other degree","Female","","","","","","","","","","","","","",""
"2008","Other degree","Male","","","","","","","","","","","","","",""
"2008","secondary school degree","Female","","","","","","","","","","","","","",""
"2008","secondary school degree","Male","","","","","","","","","","","","","",""
"2009","college entrance qualification","Female","","","","","","","","","","","","","",""
"2009","college entrance qualification","Male","","","","","","","","","","","","","",""
"2009","lower secondary degree","Female","","","","","","","","","","","","","",""
"2009","lower secondary degree","Male","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2009","Other degree","Female","","","","","","","","","","","","","",""
"2009","Other degree","Male","","","","","","","","","","","","","",""
"2009","secondary school degree","Female","","","","","","","","","","","","","",""
"2009","secondary school degree","Male","","","","","","","","","","","","","",""
"2010","college entrance qualification","Female","2.42","2","2252","1","1","3","4","7","2.36","2.48","1","7","2","2"
"2010","college entrance qualification","Male","2.88","3","2405","1","2","4","5","7","2.82","2.94","1","7","3","3"
"2010","lower secondary degree","Female","2.74","2","2732","1","1","4","5","7","2.68","2.8","1","7","2","2"
"2010","lower secondary degree","Male","3.27","3","2608","1","2","4","6","7","3.2","3.34","1","7","3","3"
"2010","no degree/no degree yet","Female","2.68","2","197","1","1","4","5","7","2.45","2.91","1","7","2","3"
"2010","no degree/no degree yet","Male","3.3","3","216","1","2","5","6","7","3.07","3.53","1","7","3","3"
"2010","Other degree","Female","2.76","2","397","1","1","4","5","7","2.6","2.92","1","7","2","3"
"2010","Other degree","Male","3.26","3","318","1","2","4","5","7","3.08","3.44","1","7","2","3"
"2010","secondary school degree","Female","2.73","2","2898","1","1","4","5","7","2.67","2.79","1","7","2","2"
"2010","secondary school degree","Male","3.16","3","2141","1","2","4","5","7","3.09","3.23","1","7","3","3"
"2011","college entrance qualification","Female","","","","","","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","","","","","","",""
"2012","college entrance qualification","Female","","","","","","","","","","","","","",""
"2012","college entrance qualification","Male","","","","","","","","","","","","","",""
"2012","lower secondary degree","Female","","","","","","","","","","","","","",""
"2012","lower secondary degree","Male","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2012","Other degree","Female","","","","","","","","","","","","","",""
"2012","Other degree","Male","","","","","","","","","","","","","",""
"2012","secondary school degree","Female","","","","","","","","","","","","","",""
"2012","secondary school degree","Male","","","","","","","","","","","","","",""
"2013","college entrance qualification","Female","","","","","","","","","","","","","",""
"2013","college entrance qualification","Male","","","","","","","","","","","","","",""
"2013","lower secondary degree","Female","","","","","","","","","","","","","",""
"2013","lower secondary degree","Male","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2013","Other degree","Female","","","","","","","","","","","","","",""
"2013","Other degree","Male","","","","","","","","","","","","","",""
"2013","secondary school degree","Female","","","","","","","","","","","","","",""
"2013","secondary school degree","Male","","","","","","","","","","","","","",""
"2014","college entrance qualification","Female","","","","","","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","","","","","","",""
"2015","college entrance qualification","Female","2.1","2","3750","1","1","3","4","6","2.06","2.14","1","7","2","2"
"2015","college entrance qualification","Male","2.57","2","3461","1","2","3","4","7","2.52","2.62","1","7","2","2"
"2015","lower secondary degree","Female","2.42","2","3225","1","1","3","5","7","2.37","2.47","1","7","2","2"
"2015","lower secondary degree","Male","2.91","3","3155","1","2","4","5","7","2.85","2.97","1","7","2","3"
"2015","no degree/no degree yet","Female","2.55","2","536","1","1","4","5","7","2.41","2.69","1","7","2","2"
"2015","no degree/no degree yet","Male","2.92","2","419","1","1","4","5","7","2.75","3.09","1","7","2","3"
"2015","Other degree","Female","2.29","2","2159","1","1","3","5","7","2.22","2.36","1","7","2","2"
"2015","Other degree","Male","2.56","2","1856","1","1","4","5","7","2.48","2.64","1","7","2","2"
"2015","secondary school degree","Female","2.34","2","4264","1","1","3","4","7","2.3","2.38","1","7","2","2"
"2015","secondary school degree","Male","2.84","2.49","2931","1","2","4","5","7","2.78","2.9","1","7","2","2"
"2016","college entrance qualification","Female","","","","","","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","Female","1.82","1","649","1","1","2","4","7","1.71","1.93","1","7","1","1"
"2016","no degree/no degree yet","Male","1.95","1","918","1","1","2","4","7","1.86","2.04","1","7","1","1"
"2016","Other degree","Female","1.89","1","843","1","1","2","4","7","1.8","1.98","1","7","1","1"
"2016","Other degree","Male","1.9","1","1495","1","1","2","4","7","1.83","1.97","1","7","1","1"
"2016","secondary school degree","Female","","","","","","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","","","","","","",""
"2017","college entrance qualification","Female","","","","","","","","","","","","","",""
"2017","college entrance qualification","Male","","","","","","","","","","","","","",""
"2017","lower secondary degree","Female","","","","","","","","","","","","","",""
"2017","lower secondary degree","Male","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","Female","1.76","1","561","1","1","2","4","7","1.63","1.89","1","7","1","1"
"2017","no degree/no degree yet","Male","1.72","1","671","1","1","2","4","7","1.6","1.84","1","7","1","1"
"2017","Other degree","Female","1.55","1","587","1","1","1","3","7","1.45","1.65","1","7","1","1"
"2017","Other degree","Male","1.72","1","845","1","1","2","4","7","1.63","1.81","1","7","1","1"
"2017","secondary school degree","Female","","","","","","","","","","","","","",""
"2017","secondary school degree","Male","","","","","","","","","","","","","",""
"2018","college entrance qualification","Female","","","","","","","","","","","","","",""
"2018","college entrance qualification","Male","","","","","","","","","","","","","",""
"2018","lower secondary degree","Female","","","","","","","","","","","","","",""
"2018","lower secondary degree","Male","","","","","","","","","","","","","",""
